NAME,DETAILS,TAXONOMY,LATITUDE_MEAN,LONGITUDE_MEAN,LATITUDE,LONGITUDE,PROVINCE,COUNTRY,COLLECTION,Genus,Rank,Infraspecific,Species,Taxon
CN 101219,Local,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101220,VNIIL-3866,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101221,VNIIL-3867,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101222,VNIIL-3872,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101223,VNIIL-2791,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101224,VNIIL-2793,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101225,VNIIL-3744,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101226,VNIIL-3745,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101227,'Karazygyr',Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101228,AP 7,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101229,VNIIL-5502,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101230,VNIIL-5520,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101231,VNIIL-5404,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101232,VNIIL-5405,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101233,'Rolin',Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101234,B-31,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101235,E-68,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101236,B-42,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101237,'Artemida',Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101238,AP5,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101239,G-1407-7-28,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101240,B-55,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101241,AP 6,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101242,B-71,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101243,B-8,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101244,'Gloria',Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101245,'Bryta',Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101246,VNIIL-5429,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101247,VNIIL-5628,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101248,VNIIL-5365,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101249,VNIIL-5382,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101250,VNIIL-5383,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101251,VNIIL-5386,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101252,VNIIL-5413,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101253,Line 8714-12,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101254,Line 87287-7,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101255,G-8110-93-7,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101256,K-65,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101257,G-1783-4-18,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101258,Z 95197,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101259,Z 95575,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101260,Z 95196,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101261,Z 95198,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101262,Z 95199,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101263,'Taragur',Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101264,'Diane',Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101265,'Amason',Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101266,FCFL,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101267,Line 4-2-1,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101268,'Raisa',Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101269,'Texa',Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101270,'Marina',Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101271,'Verne',Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101272,'Clark',Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101273,'Ariane',Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101274,'AC Emerson',Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101275,'Bison',Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101276,VNIIL-1709,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101277,'Minesota',Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101278,No 3896,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101279,No 3825,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101280,LM 92,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101281,'Linda',Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101282,Fr 681,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101283,Fr 646,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101284,Roja Line 8,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101285,Linota Line 12,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101286,Dakota Line 8,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101287,G-2101-4-7 Line 7,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101288,'Svetoch',Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101289,A-93,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101290,'Lenok',Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101291,'Tverskoy',Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101292,'Zarjanka',Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101293,'Escalina',Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101294,Line 93 Escalina,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101295,L. 00-187-60,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101296,L. 270-68,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101297,L. 222-68,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101298,L. 541-02,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101299,L. 00-207,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101300,L. 81-4-1871,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101301,L. 1200-4-3,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101302,L. 1344-4-1,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101303,G-2741-5-5,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101304,L. 00-8,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101305,A-176,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101306,A-163,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101307,LM-95,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101308,VNIIL-180,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101309,VNIIL-568,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101310,VNIIL-571,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101311,VNIIL-574,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101312,VNIIL-575,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101313,VNIIL-839,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101314,VNIIL-1099,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101315,VNIIL-1100,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101316,VNIIL-1341,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101317,VNIIL-1353,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101318,VNIIL-582,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101319,VNIIL-1135,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101320,VNIIL-1141,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101321,,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101322,VNIIL-1147,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101323,VNIIL-3455,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101324,VNIIL-3770,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101325,VNIIL-1104,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101326,VNIIL-1227,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101327,VNIIL-6148,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101328,L. graine,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101329,VNIIL-519,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101330,Gisa sel,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101331,VNIIL-918,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101332,VNIIL-1046,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101333,VNIIL-635,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101334,VNIIL-641,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101335,VNIIL-644,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101336,VNIIL-650,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101337,VNIIL-651,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101338,VNIIL-655,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101339,VNIIL-662,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101340,VNIIL-1169,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101341,VNIIL-1555,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101342,VNIIL-1556,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101343,VNIIL-55,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101344,VNIIL-287,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101345,VNIIL-1295,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101346,VNIIL-1436,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101347,VNIIL-289,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101348,VNIIL-742,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101349,VNIIL-267,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101350,U-7,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101351,Pnadischik,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101352,1288/12,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101353,A-2176,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101354,Pskovski krjazh,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101355,Gdovski krjazh,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101356,Solezki krjazh,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101357,Gdovski krjazh,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101358,Porkovski krjazh,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101359,Ostrovski krjazh,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101360,VNIIL-772,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101361,VNIIL-773,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101362,VNIIL-774,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101363,VNIIL-775,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101364,VNIIL-776,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101365,VNIIL-724,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101366,VNIIL-725,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101367,VNIIL-2785,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101368,VNIIL-2786,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101369,VNIIL-2788,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101370,VNIIL-2789,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101371,VNIIL-2796,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101372,VNIIL-726,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101373,VNIIL-868,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101374,VNIIL-3529,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101375,VNIIL-3531,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101376,VNIIL-402,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101377,VNIIL-405,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101378,VNIIL-409,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101379,VNIIL-492,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101380,VNIIL-497,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101381,VNIIL-499,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101382,Keteni Tekirdak Hagrobobu,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101383,VNIIL-5092,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101384,VNIIL-4244,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101385,TR 35141,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101386,TR 42713,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101387,Evelin,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101388,Saskai,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101389,Hancheberger st 8,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101390,Fibra,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101391,Reina,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101392,Tajga,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101393,Norland,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101394,Line 548-01,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101395,Line 629-01,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101396,Line 657-01,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101397,Pskovski 2976,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101398,Pskovski 2979,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101399,Candidis,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101400,VNIIL-5435,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101401,G 2063-5-10,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101402,VNIIL-5631,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101403,L-500004-2-84,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101404,L-60016-3-87,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101405,Mures,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101406,L-41,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101407,Concurent,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101408,Dacos 2,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101409,Biera iynzaad,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101410,Linum Winter,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101411,'FP 980',Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101412,FP976,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101413,'Vimy',Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101414,'AC Carnduff',Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101415,'Tai Chung SEL. No.1',Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101416,China 1,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101417,China 2,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101418,China 3,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101419,China 4,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101420,China 5,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101421,China 6,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101422,,Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101423,'Slavnyj 82',Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
CN 101424,'Torzhokshij 4',Linum usitatissimum L.,,,,,NA,NA,PGRC,Linum,,,Linum usitatissimum,Linum usitatissimum  
