NAME,DETAILS,TAXONOMY,ORIGIN,COLLECTION
CN 97879,'Victory Sel. 3255',Linum usitatissimum L.,,PGRC
CN 97880,'Biwing x C.I. 980 (II-40-32)',Linum usitatissimum L.,,PGRC
CN 97881,'Biwing x C.I. 980 (II-40-35)',Linum usitatissimum L.,,PGRC
CN 97882,'Buda x J.W.S.',Linum usitatissimum L.,,PGRC
CN 97883,'Sorau 65',Linum usitatissimum L.,Germany,PGRC
CN 97884,'Dahlem Feinflachs D.B.43',Linum usitatissimum L.,Germany,PGRC
CN 97885,'Eckendorf',Linum usitatissimum L.,Germany,PGRC
CN 97886,'Lusatia',Linum usitatissimum L.,Germany,PGRC
CN 97887,'C.I. 975 x Sheyenne',Linum usitatissimum L.,,PGRC
CN 97888,'Tomagoan',Linum usitatissimum L.,Iran,PGRC
CN 97889,'Saidabad',Linum usitatissimum L.,Iran,PGRC
CN 97890,'Maritime',Linum usitatissimum L.,,PGRC
CN 97891,'C.I. 975 x 1116',Linum usitatissimum L.,,PGRC
CN 97892,PI 523057,Linum usitatissimum L.,,PGRC
CN 97893,'Crystal x Reson (II-41-25)',Linum usitatissimum L.,,PGRC
CN 97894,'DeAnza',Linum usitatissimum L.,,PGRC
CN 97895,'Argentine 463 x C.I. 975',Linum usitatissimum L.,,PGRC
CN 97896,'Argentine 463 x C.I. 975',Linum usitatissimum L.,,PGRC
CN 97897,'Argentine 462 x C.I. 1008',Linum usitatissimum L.,,PGRC
CN 97898,'Argentine 462 x C.I. 1008',Linum usitatissimum L.,,PGRC
CN 97899,PI 523064,Linum usitatissimum L.,"Alberta, Canada",PGRC
CN 97900,PI 523065,Linum usitatissimum L.,,PGRC
CN 97901,'(Arg. 191 x Bison) x (Viking x Bison)',Linum usitatissimum L.,,PGRC
CN 97902,'Arg. 8C x B. Golden',Linum usitatissimum L.,"Ontario, Canada",PGRC
CN 97903,'B. Golden x Ottawa',Linum usitatissimum L.,"Ontario, Canada",PGRC
CN 97904,'L.H. 26',Linum usitatissimum L.,Brazil,PGRC
CN 97905,'Minvano',Linum usitatissimum L.,Brazil,PGRC
CN 97906,'Victory A',Linum usitatissimum L.,,PGRC
CN 97907,'Victory B',Linum usitatissimum L.,,PGRC
CN 97908,'Victory C',Linum usitatissimum L.,,PGRC
CN 97909,'Victory D',Linum usitatissimum L.,,PGRC
CN 97910,'Victory Sel. No. 3371',Linum usitatissimum L.,,PGRC
CN 97911,PI 523076,Linum usitatissimum L.,,PGRC
CN 97912,'C.A.N. 56-3894A',Linum usitatissimum L.,"Ontario, Canada",PGRC
CN 97913,'C.A.N. 67-3901B',Linum usitatissimum L.,"Ontario, Canada",PGRC
CN 97914,'Norland',Linum usitatissimum L.,,PGRC
CN 97915,'No. 1234',Linum usitatissimum L.,,PGRC
CN 97916,'Burke',Linum usitatissimum L.,,PGRC
CN 97917,'Ward',Linum usitatissimum L.,,PGRC
CN 97918,'Cass',Linum usitatissimum L.,,PGRC
CN 97919,"'B. Golden Sel. B,'",Linum usitatissimum L.,,PGRC
CN 97920,'Bowman',Linum usitatissimum L.,,PGRC
CN 97921,'389 x 1055-2',Linum usitatissimum L.,,PGRC
CN 97922,'389 x 1055-2',Linum usitatissimum L.,,PGRC
CN 97923,'112 x 389',Linum usitatissimum L.,,PGRC
CN 97924,'Clay',Linum usitatissimum L.,,PGRC
CN 97925,'112 x 389',Linum usitatissimum L.,,PGRC
CN 97926,BARNES,Linum usitatissimum L.,,PGRC
CN 97927,'Polk (389 x 1171)',Linum usitatissimum L.,,PGRC
CN 97928,'Wilden (389 x 25-8-1)',Linum usitatissimum L.,,PGRC
CN 97929,'Grant (389 x 333-1-11-1-3)',Linum usitatissimum L.,,PGRC
CN 97930,'Entre Rios',Linum usitatissimum L.,Argentina,PGRC
CN 97931,'Buck 114',Linum usitatissimum L.,Argentina,PGRC
CN 97932,'Buck 3',Linum usitatissimum L.,Argentina,PGRC
CN 97933,'Benvenuto',Linum usitatissimum L.,Argentina,PGRC
CN 97934,'Querandi M.A.',Linum usitatissimum L.,Argentina,PGRC
CN 97935,'La Prevision',Linum usitatissimum L.,Argentina,PGRC
CN 97936,'Farroupillia',Linum usitatissimum L.,Brazil,PGRC
CN 97937,'Caxias',Linum usitatissimum L.,Brazil,PGRC
CN 97938,'Campoazul',Linum usitatissimum L.,Brazil,PGRC
CN 97939,'Viamoo',Linum usitatissimum L.,Brazil,PGRC
CN 97940,'Pergamino 6808-1',Linum usitatissimum L.,Argentina,PGRC
CN 97941,'Pergamino 6962-1',Linum usitatissimum L.,Argentina,PGRC
CN 97942,'Pergamino 6962-2',Linum usitatissimum L.,Argentina,PGRC
CN 97943,'Pergamino',Linum usitatissimum L.,Argentina,PGRC
CN 97944,'Pergamino 7223-1',Linum usitatissimum L.,Argentina,PGRC
CN 97945,'Klein 10e 10495/46',Linum usitatissimum L.,Argentina,PGRC
CN 97946,'Klein 13L 10494/46',Linum usitatissimum L.,Argentina,PGRC
CN 97947,'Klein 18 10493/46',Linum usitatissimum L.,Argentina,PGRC
CN 97948,'La Prevision 18 10499/46',Linum usitatissimum L.,Argentina,PGRC
CN 97949,'Buck 113 10500/46',Linum usitatissimum L.,Argentina,PGRC
CN 97950,'300 M.A. 10497/46',Linum usitatissimum L.,Argentina,PGRC
CN 97951,'Buck 2 10510/46',Linum usitatissimum L.,Argentina,PGRC
CN 97952,'Benv. Real 10504/46',Linum usitatissimum L.,Argentina,PGRC
CN 97953,'10382/46',Linum usitatissimum L.,Argentina,PGRC
CN 97954,'10383/46',Linum usitatissimum L.,Argentina,PGRC
CN 97955,'10384/46',Linum usitatissimum L.,Argentina,PGRC
CN 97956,'10385/46',Linum usitatissimum L.,Argentina,PGRC
CN 97957,'10386/46',Linum usitatissimum L.,Argentina,PGRC
CN 97958,'10387/46',Linum usitatissimum L.,Argentina,PGRC
CN 97959,'10388/46',Linum usitatissimum L.,Argentina,PGRC
CN 97960,'10389/46',Linum usitatissimum L.,Argentina,PGRC
CN 97961,'10390/46',Linum usitatissimum L.,Argentina,PGRC
CN 97962,PI 523128,Linum usitatissimum L.,Argentina,PGRC
CN 97963,'10393/46',Linum usitatissimum L.,Argentina,PGRC
CN 97964,'10394/46',Linum usitatissimum L.,Argentina,PGRC
CN 97965,10395/46,Linum usitatissimum L.,Argentina,PGRC
CN 97966,'10396/46',Linum usitatissimum L.,Argentina,PGRC
CN 97967,'10397/46',Linum usitatissimum L.,Argentina,PGRC
CN 97968,'10398/46',Linum usitatissimum L.,Argentina,PGRC
CN 97969,'10399/46',Linum usitatissimum L.,Argentina,PGRC
CN 97970,'10400/46',Linum usitatissimum L.,Argentina,PGRC
CN 97971,'10401/46',Linum usitatissimum L.,Argentina,PGRC
CN 97972,PI 523138,Linum usitatissimum L.,Argentina,PGRC
CN 97973,'10403/46',Linum usitatissimum L.,Argentina,PGRC
CN 97974,'10404/46',Linum usitatissimum L.,Argentina,PGRC
CN 97975,'10405/46',Linum usitatissimum L.,Argentina,PGRC
CN 97976,'10406/46',Linum usitatissimum L.,Argentina,PGRC
CN 97977,'10407/46',Linum usitatissimum L.,Argentina,PGRC
CN 97978,'10408/46',Linum usitatissimum L.,Argentina,PGRC
CN 97979,'10409/46',Linum usitatissimum L.,Argentina,PGRC
CN 97980,'10410/46',Linum usitatissimum L.,Argentina,PGRC
CN 97981,'10411/46',Linum usitatissimum L.,Argentina,PGRC
CN 97982,'10412/46',Linum usitatissimum L.,Argentina,PGRC
CN 97983,'10413/46',Linum usitatissimum L.,Argentina,PGRC
CN 97984,'10414/46',Linum usitatissimum L.,Argentina,PGRC
CN 97985,'10415/46',Linum usitatissimum L.,Argentina,PGRC
CN 97986,'10416/46',Linum usitatissimum L.,Argentina,PGRC
CN 97987,'10417/46',Linum usitatissimum L.,Argentina,PGRC
CN 97988,'10418/46',Linum usitatissimum L.,Argentina,PGRC
CN 97989,'10419/46',Linum usitatissimum L.,Argentina,PGRC
CN 97990,'10421/46',Linum usitatissimum L.,Argentina,PGRC
CN 97991,'10422/46',Linum usitatissimum L.,Argentina,PGRC
CN 97992,'10425/46',Linum usitatissimum L.,Argentina,PGRC
CN 97993,'10426/46',Linum usitatissimum L.,Argentina,PGRC
CN 97994,'10427/46',Linum usitatissimum L.,Argentina,PGRC
CN 97995,'10428/46',Linum usitatissimum L.,Argentina,PGRC
CN 97996,'10430/46',Linum usitatissimum L.,Argentina,PGRC
CN 97997,'10431/46',Linum usitatissimum L.,Argentina,PGRC
CN 97998,'10433/46',Linum usitatissimum L.,Argentina,PGRC
CN 97999,'10434/46',Linum usitatissimum L.,Argentina,PGRC
CN 98000,'10435/46',Linum usitatissimum L.,Argentina,PGRC
CN 98001,'10436/46',Linum usitatissimum L.,Argentina,PGRC
CN 98002,'10437/46',Linum usitatissimum L.,Argentina,PGRC
CN 98003,'10438/46',Linum usitatissimum L.,,PGRC
CN 98004,'10439/46',Linum usitatissimum L.,Argentina,PGRC
CN 98005,'10440/46',Linum usitatissimum L.,Argentina,PGRC
CN 98006,'10441/46',Linum usitatissimum L.,Argentina,PGRC
CN 98007,'10442/46',Linum usitatissimum L.,Argentina,PGRC
CN 98008,'10443/46',Linum usitatissimum L.,Argentina,PGRC
CN 98009,'10444/46',Linum usitatissimum L.,Argentina,PGRC
CN 98010,'10445/46',Linum usitatissimum L.,Argentina,PGRC
CN 98011,'10446/46',Linum usitatissimum L.,Argentina,PGRC
CN 98012,'10447/46',Linum usitatissimum L.,Argentina,PGRC
CN 98013,'10449/46',Linum usitatissimum L.,Argentina,PGRC
CN 98014,'10451/46',Linum usitatissimum L.,Argentina,PGRC
CN 98015,'10452/46',Linum usitatissimum L.,Argentina,PGRC
CN 98016,'10453/46',Linum usitatissimum L.,Argentina,PGRC
CN 98017,'10455/46',Linum usitatissimum L.,Argentina,PGRC
CN 98018,'10456/46',Linum usitatissimum L.,Argentina,PGRC
CN 98019,PI 523185,Linum usitatissimum L.,Argentina,PGRC
CN 98020,'10458/46',Linum usitatissimum L.,Argentina,PGRC
CN 98021,'10459/46',Linum usitatissimum L.,Argentina,PGRC
CN 98022,'10460/46',Linum usitatissimum L.,Argentina,PGRC
CN 98023,'10461/46',Linum usitatissimum L.,Argentina,PGRC
CN 98024,'10462/46',Linum usitatissimum L.,Argentina,PGRC
CN 98025,'10464/46',Linum usitatissimum L.,Argentina,PGRC
CN 98026,'10466/46',Linum usitatissimum L.,Argentina,PGRC
CN 98027,'10469/46',Linum usitatissimum L.,Argentina,PGRC
CN 98028,'10470/46',Linum usitatissimum L.,Argentina,PGRC
CN 98029,'10471/46',Linum usitatissimum L.,Argentina,PGRC
CN 98030,'10472/46',Linum usitatissimum L.,Argentina,PGRC
CN 98031,PI 523197,Linum usitatissimum L.,Argentina,PGRC
CN 98032,'10474/46',Linum usitatissimum L.,Argentina,PGRC
CN 98033,'10475/46',Linum usitatissimum L.,Argentina,PGRC
CN 98034,'10476/46',Linum usitatissimum L.,Argentina,PGRC
CN 98035,'10477/46',Linum usitatissimum L.,Argentina,PGRC
CN 98036,'10478/46',Linum usitatissimum L.,Argentina,PGRC
CN 98037,'10479/46',Linum usitatissimum L.,Argentina,PGRC
CN 98038,'10480/46',Linum usitatissimum L.,Argentina,PGRC
CN 98039,'10481/46',Linum usitatissimum L.,Argentina,PGRC
CN 98040,'10482/46',Linum usitatissimum L.,Argentina,PGRC
CN 98041,'10483/46',Linum usitatissimum L.,Argentina,PGRC
CN 98042,'10484/46',Linum usitatissimum L.,Argentina,PGRC
CN 98043,'10485/46',Linum usitatissimum L.,Argentina,PGRC
CN 98044,'10486/46',Linum usitatissimum L.,Argentina,PGRC
CN 98045,'noname',Linum usitatissimum L.,Guatemala,PGRC
CN 98046,'noname',Linum usitatissimum L.,India,PGRC
CN 98047,'Malabrigo x Punjab',Linum usitatissimum L.,Turkey,PGRC
CN 98048,'Multiple Cross',Linum usitatissimum L.,,PGRC
CN 98049,'Sel. from 1085 x 1134',Linum usitatissimum L.,,PGRC
CN 98050,'1134 x 1125-891-7-1',Linum usitatissimum L.,,PGRC
CN 98051,MARSHALL,Linum usitatissimum L.,,PGRC
CN 98052,BISBEE,Linum usitatissimum L.,,PGRC
CN 98053,'Concurrent',Linum usitatissimum L.,Netherlands,PGRC
CN 98054,'Formosa',Linum usitatissimum L.,Netherlands,PGRC
CN 98055,'Herculese',Linum usitatissimum L.,Netherlands,PGRC
CN 98056,'Hollandia',Linum usitatissimum L.,Netherlands,PGRC
CN 98057,'Hyb. 55',Linum usitatissimum L.,India,PGRC
CN 98058,'Hyb. 68',Linum usitatissimum L.,India,PGRC
CN 98059,'Wiersema 43/45',Linum usitatissimum L.,Netherlands,PGRC
CN 98060,'noname',Linum usitatissimum L.,Netherlands,PGRC
CN 98061,'Bolley (1085 x 1134)',Linum usitatissimum L.,,PGRC
CN 98062,'1134 x 1085',Linum usitatissimum L.,,PGRC
CN 98063,PI 523229,Linum usitatissimum L.,,PGRC
CN 98064,'Sel. Argentine 144',Linum usitatissimum L.,,PGRC
CN 98065,'3870A',Linum usitatissimum L.,"Ontario, Canada",PGRC
CN 98066,'Raja (Arg. Ma x FC1025) (JWS 153B9)',Linum usitatissimum L.,"Ontario, Canada",PGRC
CN 98067,'J.W.S. 143B9 x Repetible-Viking',Linum usitatissimum L.,"Ontario, Canada",PGRC
CN 98068,'(Golden-N.D.R. 52) x Bison',Linum usitatissimum L.,,PGRC
CN 98069,'Norsk x Australian x Bison',Linum usitatissimum L.,,PGRC
CN 98070,'(Arg. 191-Bison) x (Viking-Bison)',Linum usitatissimum L.,,PGRC
CN 98071,'975 x Crystal',Linum usitatissimum L.,,PGRC
CN 98072,'Unryu',Linum usitatissimum L.,Japan,PGRC
CN 98073,'Cortland',Linum usitatissimum L.,,PGRC
CN 98074,'Wells',Linum usitatissimum L.,,PGRC
CN 98075,'Krislima spanadslin',Linum usitatissimum L.,Sweden,PGRC
CN 98076,'Valutalin',Linum usitatissimum L.,Sweden,PGRC
CN 98077,'Percello Blue',Linum usitatissimum L.,France,PGRC
CN 98078,'Lino Charrua M.A.',Linum usitatissimum L.,Argentina,PGRC
CN 98079,'Lino E2E3',Linum usitatissimum L.,Argentina,PGRC
CN 98080,'Boecke goods',Linum usitatissimum L.,Ethiopia,PGRC
CN 98081,"'Beladi Y, 6420'",Linum usitatissimum L.,Australia,PGRC
CN 98082,"'Beladi Y, 6903'",Linum usitatissimum L.,Australia,PGRC
CN 98083,"'Beladi Y, 6906'",Linum usitatissimum L.,Australia,PGRC
CN 98084,'Benvenuto Labrador',Linum usitatissimum L.,Argentina,PGRC
CN 98085,'Benvenuto Reale',Linum usitatissimum L.,Argentina,PGRC
CN 98086,'Cawnpore No. 1150',Linum usitatissimum L.,India,PGRC
CN 98087,'Cawnpore No. 1193',Linum usitatissimum L.,India,PGRC
CN 98088,'Cawnpore No. 1206',Linum usitatissimum L.,India,PGRC
CN 98089,'La Prevision 18',Linum usitatissimum L.,Argentina,PGRC
CN 98090,'No. 9',Linum usitatissimum L.,Bulgaria,PGRC
CN 98091,'No. 1065',Linum usitatissimum L.,Bulgaria,PGRC
CN 98092,'No. 1486',Linum usitatissimum L.,Bulgaria,PGRC
CN 98093,'No. a658',Linum usitatissimum L.,Bulgaria,PGRC
CN 98094,'No. 2274',Linum usitatissimum L.,Bulgaria,PGRC
CN 98095,'Querandi M.A.',Linum usitatissimum L.,Argentina,PGRC
CN 98096,'Recolte No. 0196',Linum usitatissimum L.,Morocco,PGRC
CN 98097,'Rijki',Linum usitatissimum L.,Bulgaria,PGRC
CN 98098,T-5,Linum usitatissimum L.,India,PGRC
CN 98099,'Type 6',Linum usitatissimum L.,India,PGRC
CN 98100,'Uruguay 36/48',Linum usitatissimum L.,Uruguay,PGRC
CN 98101,'Uruguay 36/49',Linum usitatissimum L.,Uruguay,PGRC
CN 98102,'Very Pale Blue',Linum usitatissimum L.,Australia,PGRC
CN 98103,'1206',Linum usitatissimum L.,India,PGRC
CN 98104,'Recolte No. 0189',Linum usitatissimum L.,Morocco,PGRC
CN 98105,'116 x Redwood',Linum usitatissimum L.,,PGRC
CN 98106,PI 523272,Linum usitatissimum L.,,PGRC
CN 98107,'Sel. from C.I. 1802',Linum usitatissimum L.,,PGRC
CN 98108,'Towner',Linum usitatissimum L.,,PGRC
CN 98109,'Indian Type 12',Linum usitatissimum L.,India,PGRC
CN 98110,'Indian Type 13',Linum usitatissimum L.,India,PGRC
CN 98111,'Indian Type 20',Linum usitatissimum L.,India,PGRC
CN 98112,'Indian Type 21',Linum usitatissimum L.,India,PGRC
CN 98113,'Indian Type 23',Linum usitatissimum L.,India,PGRC
CN 98114,'Indian Type 24',Linum usitatissimum L.,India,PGRC
CN 98115,'Indian Type 36',Linum usitatissimum L.,India,PGRC
CN 98116,'Indian Type 40',Linum usitatissimum L.,India,PGRC
CN 98117,'Indian Type 46',Linum usitatissimum L.,India,PGRC
CN 98118,'Indian Type 55',Linum usitatissimum L.,India,PGRC
CN 98119,'Beladi C.P.I. 8095',Linum usitatissimum L.,Egypt,PGRC
CN 98120,'Beladi W. 24',Linum usitatissimum L.,Egypt,PGRC
CN 98121,'Benvenuto Real',Linum usitatissimum L.,Egypt,PGRC
CN 98122,'Cawnpore No. 483',Linum usitatissimum L.,Indonesia,PGRC
CN 98123,'Cawnpore No. 1150',Linum usitatissimum L.,India,PGRC
CN 98124,'Cawnpore No. 1193',Linum usitatissimum L.,India,PGRC
CN 98125,'Cawnpore No. 1206',Linum usitatissimum L.,India,PGRC
CN 98126,'No. 9',Linum usitatissimum L.,Bulgaria,PGRC
CN 98127,'No. 1065',Linum usitatissimum L.,Bulgaria,PGRC
CN 98128,'No. 1486',Linum usitatissimum L.,Bulgaria,PGRC
CN 98129,'No. 1658',Linum usitatissimum L.,Bulgaria,PGRC
CN 98130,'No. 2224',Linum usitatissimum L.,Bulgaria,PGRC
CN 98131,'Querandi M.A.',Linum usitatissimum L.,Argentina,PGRC
CN 98132,'Recolte No. 0189',Linum usitatissimum L.,Morocco,PGRC
CN 98133,'Recolte No. 0196',Linum usitatissimum L.,Morocco,PGRC
CN 98134,'Indian Type 5',Linum usitatissimum L.,India,PGRC
CN 98135,'Indian Type 6',Linum usitatissimum L.,India,PGRC
CN 98136,'Indian Type 11',Linum usitatissimum L.,India,PGRC
CN 98137,'Very Pale Blue Crimped',Linum usitatissimum L.,Australia,PGRC
CN 98138,'1206',Linum usitatissimum L.,India,PGRC
CN 98139,'Weira',Linum usitatissimum L.,Netherlands,PGRC
CN 98140,"'Luomal, Maatiais Yellow'",Linum usitatissimum L.,Finland,PGRC
CN 98141,'C.A.N. 104 Repitible x Redson',Linum usitatissimum L.,"Ontario, Canada",PGRC
CN 98142,'C.A.N. 105 770B x Arg. 8C (Arrow x 975)',Linum usitatissimum L.,"Ontario, Canada",PGRC
CN 98143,'B-5128 x Zenith',Linum usitatissimum L.,,PGRC
CN 98144,'C.I. 1116 x Redwood',Linum usitatissimum L.,,PGRC
CN 98145,'Crystal x C.I. 975',Linum usitatissimum L.,"Ontario, Canada",PGRC
CN 98146,'Humpata',Linum usitatissimum L.,Afghanistan,PGRC
CN 98147,'Leinho do Bie',Linum usitatissimum L.,South America,PGRC
CN 98148,'Leinho do Cuina',Linum usitatissimum L.,South America,PGRC
CN 98149,'Linaza',Linum usitatissimum L.,Costa Rica,PGRC
CN 98150,'Z 11637',Linum usitatissimum L.,Netherlands,PGRC
CN 98151,'Z 11961',Linum usitatissimum L.,Netherlands,PGRC
CN 98152,'No. 12801',Linum usitatissimum L.,Afghanistan,PGRC
CN 98153,'Ventnor',Linum usitatissimum L.,Australia,PGRC
CN 98154,'Field No. 13883',Linum usitatissimum L.,India,PGRC
CN 98155,'R.R. 5',Linum usitatissimum L.,India,PGRC
CN 98156,'R.R. 10',Linum usitatissimum L.,India,PGRC
CN 98157,'R.R. 38',Linum usitatissimum L.,India,PGRC
CN 98158,'R.R. 45',Linum usitatissimum L.,India,PGRC
CN 98159,'No. 422',Linum usitatissimum L.,Afghanistan,PGRC
CN 98160,'No. 426',Linum usitatissimum L.,Afghanistan,PGRC
CN 98161,'No. 427',Linum usitatissimum L.,Afghanistan,PGRC
CN 98162,'1713-S',Linum usitatissimum L.,Iran,PGRC
CN 98163,'1800-S',Linum usitatissimum L.,Iran,PGRC
CN 98164,'1491-S',Linum usitatissimum L.,Iran,PGRC
CN 98165,'1546-S',Linum usitatissimum L.,Iran,PGRC
CN 98166,'1690-S',Linum usitatissimum L.,Iran,PGRC
CN 98167,'1617-S',Linum usitatissimum L.,Iran,PGRC
CN 98168,'1689-S',Linum usitatissimum L.,Iran,PGRC
CN 98169,'1159-S',Linum usitatissimum L.,Afghanistan,PGRC
CN 98170,1209-S,Linum usitatissimum L.,Afghanistan,PGRC
CN 98171,'1304-S',Linum usitatissimum L.,Afghanistan,PGRC
CN 98172,'1104-S',Linum usitatissimum L.,Afghanistan,PGRC
CN 98173,'1117-S',Linum usitatissimum L.,Afghanistan,PGRC
CN 98174,'1158-S',Linum usitatissimum L.,Afghanistan,PGRC
CN 98175,'1210-S',Linum usitatissimum L.,Afghanistan,PGRC
CN 98176,'1224-S',Linum usitatissimum L.,Afghanistan,PGRC
CN 98177,'1275-S',Linum usitatissimum L.,Afghanistan,PGRC
CN 98178,'1285-S',Linum usitatissimum L.,Afghanistan,PGRC
CN 98179,'No. 1',Linum usitatissimum L.,Ireland,PGRC
CN 98180,'No. 2',Linum usitatissimum L.,Ireland,PGRC
CN 98181,'No. 3',Linum usitatissimum L.,Ireland,PGRC
CN 98182,'No. 4',Linum usitatissimum L.,Ireland,PGRC
CN 98183,'No. 5',Linum usitatissimum L.,Ireland,PGRC
CN 98184,PI 523350,Linum usitatissimum L.,Ireland,PGRC
CN 98185,'No. 7',Linum usitatissimum L.,Ireland,PGRC
CN 98186,'No. 8',Linum usitatissimum L.,Ireland,PGRC
CN 98187,'noname',Linum usitatissimum L.,,PGRC
CN 98188,'Redwood x Cascade (56-3-42)',Linum usitatissimum L.,,PGRC
CN 98189,'No. 14800',Linum usitatissimum L.,Iran,PGRC
CN 98190,'No. 15578',Linum usitatissimum L.,Iran,PGRC
CN 98191,'Beta 201',Linum usitatissimum L.,Hungary,PGRC
CN 98192,'No. 205',Linum usitatissimum L.,Morocco,PGRC
CN 98193,'L.G. 0189B',Linum usitatissimum L.,Morocco,PGRC
CN 98194,'1015',Linum usitatissimum L.,Morocco,PGRC
CN 98195,'1048',Linum usitatissimum L.,Morocco,PGRC
CN 98196,'1049',Linum usitatissimum L.,Morocco,PGRC
CN 98197,'Pergamino Puelche',Linum usitatissimum L.,Argentina,PGRC
CN 98198,'1W Winter type',Linum usitatissimum L.,,PGRC
CN 98199,'3W Winter Type',Linum usitatissimum L.,,PGRC
CN 98200,'4W Winter type',Linum usitatissimum L.,,PGRC
CN 98201,'5W Winter type',Linum usitatissimum L.,,PGRC
CN 98202,'6W Winter type',Linum usitatissimum L.,,PGRC
CN 98203,'9W Winter type',Linum usitatissimum L.,,PGRC
CN 98204,'10W Winter type',Linum usitatissimum L.,,PGRC
CN 98205,'11W Winter type',Linum usitatissimum L.,,PGRC
CN 98206,PI 523372,Linum usitatissimum L.,,PGRC
CN 98207,'16W Winter type',Linum usitatissimum L.,,PGRC
CN 98208,'17W Winter type',Linum usitatissimum L.,,PGRC
CN 98209,'18W Winter type',Linum usitatissimum L.,,PGRC
CN 98210,'19W Winter type',Linum usitatissimum L.,,PGRC
CN 98211,'20W Winter type',Linum usitatissimum L.,,PGRC
CN 98212,'22W Winter type',Linum usitatissimum L.,,PGRC
CN 98213,'23W Winter type',Linum usitatissimum L.,,PGRC
CN 98214,'24W Winter type',Linum usitatissimum L.,,PGRC
CN 98215,PI 523381,Linum usitatissimum L.,,PGRC
CN 98216,'27W Winter type',Linum usitatissimum L.,,PGRC
CN 98217,'28W Winter type',Linum usitatissimum L.,,PGRC
CN 98218,'29W Winter type',Linum usitatissimum L.,,PGRC
CN 98219,'30W Winter type',Linum usitatissimum L.,,PGRC
CN 98220,'32W Winter type',Linum usitatissimum L.,,PGRC
CN 98221,'33W Winter type',Linum usitatissimum L.,,PGRC
CN 98222,'35W Winter type',Linum usitatissimum L.,,PGRC
CN 98223,'43W Winter type',Linum usitatissimum L.,,PGRC
CN 98224,'45W Winter type',Linum usitatissimum L.,,PGRC
CN 98225,PI 523391,Linum usitatissimum L.,,PGRC
CN 98226,'49W Winter type',Linum usitatissimum L.,,PGRC
CN 98227,'50W Winter type',Linum usitatissimum L.,,PGRC
CN 98228,'51W Winter type',Linum usitatissimum L.,,PGRC
CN 98229,'53W Winter type',Linum usitatissimum L.,,PGRC
CN 98230,'54W Winter type',Linum usitatissimum L.,,PGRC
CN 98231,'55W Winter type',Linum usitatissimum L.,,PGRC
CN 98232,PI 523398,Linum usitatissimum L.,,PGRC
CN 98233,'57W Winter type',Linum usitatissimum L.,,PGRC
CN 98234,'87903 Fiber',Linum usitatissimum L.,,PGRC
CN 98235,'Short Argentine',Linum usitatissimum L.,,PGRC
CN 98236,'Windom',Linum usitatissimum L.,,PGRC
CN 98237,'248636',Linum usitatissimum L.,Pakistan,PGRC
CN 98238,'248637',Linum usitatissimum L.,Pakistan,PGRC
CN 98239,'248638',Linum usitatissimum L.,Pakistan,PGRC
CN 98240,'248902',Linum usitatissimum L.,India,PGRC
CN 98241,'248903',Linum usitatissimum L.,India,PGRC
CN 98242,'248904',Linum usitatissimum L.,India,PGRC
CN 98243,PI 523409,Linum usitatissimum L.,India,PGRC
CN 98244,'248906',Linum usitatissimum L.,India,PGRC
CN 98245,'248907',Linum usitatissimum L.,India,PGRC
CN 98246,'248908',Linum usitatissimum L.,India,PGRC
CN 98247,'24809',Linum usitatissimum L.,India,PGRC
CN 98248,'248910',Linum usitatissimum L.,India,PGRC
CN 98249,'248911',Linum usitatissimum L.,India,PGRC
CN 98250,'248912',Linum usitatissimum L.,India,PGRC
CN 98251,PI 523417,Linum usitatissimum L.,India,PGRC
CN 98252,'248914',Linum usitatissimum L.,India,PGRC
CN 98253,'248915',Linum usitatissimum L.,India,PGRC
CN 98254,'Basin',Linum usitatissimum L.,India,PGRC
