TAXON,GENUS,SPECIES,RANK,verbatimScientificName,INFRASPECIFIC,PROVINCE
Hosackia pinnata,Hosackia,Hosackia pinnata,,Hosackia pinnata,,British Columbia
Festuca altaica,Festuca,Festuca altaica,,Festuca altaica,,Yukon
Helianthus strumosus,Helianthus,Helianthus strumosus,,Helianthus strumosus,,Quebec
Fragaria ananassa,Fragaria,Fragaria ananassa,,Fragaria × ananassa,,Alberta
Fraxinus nigra,Fraxinus,Fraxinus nigra,,Fraxinus nigra,,Manitoba
Helianthus pauciflorus,Helianthus,Helianthus pauciflorus,,Helianthus pauciflorus,,Alberta
Festuca rubra,Festuca,Festuca rubra,,Festuca rubra,,Ontario
Fragaria vesca,Fragaria,Fragaria vesca,,Fragaria vesca,,Saskatchewan
Helianthus petiolaris,Helianthus,Helianthus petiolaris,,Helianthus petiolaris,,Saskatchewan
Helianthus annuus,Helianthus,Helianthus annuus,,Helianthus annuus,,Saskatchewan
Honckenya peploides,Honckenya,Honckenya peploides,,Honckenya peploides,,Manitoba
Humulus lupulus,Humulus,Humulus lupulus,,Humulus lupulus,,Quebec
Hedysarum occidentale,Hedysarum,Hedysarum occidentale,,Hedysarum occidentale,,British Columbia
Hamamelis virginiana,Hamamelis,Hamamelis virginiana,,Hamamelis virginiana,,New Brunswick
Festuca subulata,Festuca,Festuca subulata,,Festuca subulata,,British Columbia
Hordeum jubatum,Hordeum,Hordeum jubatum,,Hordeum jubatum,,New Brunswick
Fragaria vesca subsp. americana,Fragaria,Fragaria vesca,subsp.,Fragaria vesca americana,americana,Quebec
Heracleum sphondylium,Heracleum,Heracleum sphondylium,,Heracleum maximum,,Yukon
Helianthus maximiliani,Helianthus,Helianthus maximiliani,,Helianthus maximiliani,,Alberta
Hordeum brachyantherum,Hordeum,Hordeum brachyantherum,,Hordeum brachyantherum,,British Columbia
Festuca rubra,Festuca,Festuca rubra,,Festuca rubra,,British Columbia
Fragaria virginiana,Fragaria,Fragaria virginiana,,Fragaria virginiana,,Northwest Territories
Festuca occidentalis,Festuca,Festuca occidentalis,,Festuca occidentalis,,British Columbia
Helianthus hirsutus,Helianthus,Helianthus hirsutus,,Helianthus hirsutus,,Ontario
Helianthus nuttallii,Helianthus,Helianthus nuttallii,,Helianthus nuttallii,,Alberta
Fragaria virginiana subsp. virginiana,Fragaria,Fragaria virginiana,subsp.,Fragaria virginiana subsp. virginiana,virginiana,Manitoba
Helianthus nuttallii,Helianthus,Helianthus nuttallii,,Helianthus nuttallii,,Saskatchewan
Fraxinus nigra,Fraxinus,Fraxinus nigra,,Fraxinus nigra,,Prince Edward Island
Juglans cinerea,Juglans,Juglans cinerea,,Juglans cinerea,,British Columbia
Humulus lupulus,Humulus,Humulus lupulus,,Humulus lupulus,,Newfoundland and Labrador
Erythronium grandiflorum,Erythronium,Erythronium grandiflorum,,Erythronium grandiflorum,,Alberta
Festuca rubra,Festuca,Festuca rubra,,Festuca rubra,,Nova Scotia
Fragaria vesca subsp. bracteata,Fragaria,Fragaria vesca,subsp.,Fragaria vesca ssp. bracteata,bracteata,Yukon
Fragaria virginiana subsp. glauca,Fragaria,Fragaria virginiana,subsp.,Fragaria virginiana ssp. glauca,glauca,Alberta
Juglans cinerea,Juglans,Juglans cinerea,,Juglans cinerea,,New Brunswick
Gaylussacia bigeloviana,Gaylussacia,Gaylussacia bigeloviana,,Gaylussacia bigeloviana,,Quebec
Gaillardia aristata,Gaillardia,Gaillardia aristata,,Gaillardia aristata,,Manitoba
Juglans cinerea,Juglans,Juglans cinerea,,Juglans cinerea,,Nova Scotia
Honckenya peploides,Honckenya,Honckenya peploides,,Honckenya peploides,,Newfoundland and Labrador
Fragaria virginiana,Fragaria,Fragaria virginiana,,Fragaria virginiana,,Newfoundland and Labrador
Hedysarum sulphurescens,Hedysarum,Hedysarum sulphurescens,,Hedysarum sulphurescens,,British Columbia
Heracleum sphondylium,Heracleum,Heracleum sphondylium,,Heracleum maximum,,New Brunswick
Hosackia gracilis,Hosackia,Hosackia gracilis,,Hosackia gracilis,,British Columbia
Heracleum sphondylium,Heracleum,Heracleum sphondylium,,Heracleum maximum,,Newfoundland and Labrador
Erythronium revolutum,Erythronium,Erythronium revolutum,,Erythronium revolutum,,British Columbia
Fragaria virginiana,Fragaria,Fragaria virginiana,,Fragaria virginiana,,New Brunswick
Humulus lupulus var. lupuloides,Humulus,Humulus lupulus,var.,Humulus lupulus lupuloides,lupuloides,Ontario
Fragaria vesca,Fragaria,Fragaria vesca,,Fragaria vesca,,New Brunswick
Helianthus pauciflorus subsp. subrhomboideus,Helianthus,Helianthus pauciflorus,subsp.,Helianthus pauciflorus subrhomboideus,subrhomboideus,Manitoba
Hedysarum boreale,Hedysarum,Hedysarum boreale,,Hedysarum boreale,,Northwest Territories
Festuca altaica,Festuca,Festuca altaica,,Festuca altaica,,British Columbia
Gaylussacia bigeloviana,Gaylussacia,Gaylussacia bigeloviana,,Gaylussacia bigeloviana,,New Brunswick
Erythronium americanum,Erythronium,Erythronium americanum,,Erythronium americanum,,New Brunswick
Juglans cinerea,Juglans,Juglans cinerea,,Juglans cinerea,,Prince Edward Island
Fraxinus pennsylvanica,Fraxinus,Fraxinus pennsylvanica,,Fraxinus pennsylvanica,,Alberta
Festuca subverticillata,Festuca,Festuca subverticillata,,Festuca subverticillata,,Ontario
Heracleum sphondylium,Heracleum,Heracleum sphondylium,,Heracleum maximum,,Saskatchewan
Hamamelis virginiana,Hamamelis,Hamamelis virginiana,,Hamamelis virginiana,,Prince Edward Island
Helianthus pauciflorus,Helianthus,Helianthus pauciflorus,,Helianthus pauciflorus,,Saskatchewan
Hedysarum boreale,Hedysarum,Hedysarum boreale,,Hedysarum boreale,,British Columbia
Fragaria vesca,Fragaria,Fragaria vesca,,Fragaria vesca,,Newfoundland and Labrador
Festuca rubra,Festuca,Festuca rubra,,Festuca rubra,,Alberta
Festuca subuliflora,Festuca,Festuca subuliflora,,Festuca subuliflora,,British Columbia
Fragaria vesca subsp. americana,Fragaria,Fragaria vesca,subsp.,Fragaria vesca subsp. americana,americana,Alberta
Hedysarum boreale,Hedysarum,Hedysarum boreale,,Hedysarum boreale,,Newfoundland and Labrador
Fritillaria pudica,Fritillaria,Fritillaria pudica,,Fritillaria pudica,,Alberta
Fragaria virginiana subsp. glauca,Fragaria,Fragaria virginiana,subsp.,Fragaria virginiana glauca,glauca,Yukon
Fragaria virginiana subsp. glauca,Fragaria,Fragaria virginiana,subsp.,Fragaria virginiana glauca,glauca,Northwest Territories
Fragaria ananassa subsp. cuneifolia,Fragaria,Fragaria ananassa,subsp.,Fragaria × ananassa cuneifolia,cuneifolia,British Columbia
Fragaria vesca,Fragaria,Fragaria vesca,,Fragaria vesca,,Quebec
Erythronium americanum,Erythronium,Erythronium americanum,,Erythronium americanum,,Nova Scotia
Gaultheria hispidula,Gaultheria,Gaultheria hispidula,,Gaultheria hispidula,,Alberta
Erythronium americanum,Erythronium,Erythronium americanum,,Erythronium americanum,,Prince Edward Island
Fragaria virginiana subsp. virginiana,Fragaria,Fragaria virginiana,subsp.,Fragaria virginiana virginiana,virginiana,Quebec
Fraxinus pennsylvanica,Fraxinus,Fraxinus pennsylvanica,,Fraxinus pennsylvanica,,Prince Edward Island
Humulus lupulus,Humulus,Humulus lupulus,,Humulus lupulus,,New Brunswick
Honckenya peploides,Honckenya,Honckenya peploides,,Honckenya peploides,,Nunavut
Gaylussacia bigeloviana,Gaylussacia,Gaylussacia bigeloviana,,Gaylussacia bigeloviana,,Newfoundland and Labrador
Fragaria virginiana subsp. glauca,Fragaria,Fragaria virginiana,subsp.,Fragaria virginiana subsp. glauca,glauca,Ontario
Gaultheria humifusa,Gaultheria,Gaultheria humifusa,,Gaultheria humifusa,,Alberta
Fritillaria affinis var. affinis,Fritillaria,Fritillaria affinis,var.,Fritillaria affinis affinis,affinis,British Columbia
Fragaria vesca subsp. americana,Fragaria,Fragaria vesca,subsp.,Fragaria vesca subsp. americana,americana,Saskatchewan
Fragaria vesca subsp. americana,Fragaria,Fragaria vesca,subsp.,Fragaria vesca americana,americana,Ontario
Fragaria vesca subsp. americana,Fragaria,Fragaria vesca,subsp.,Fragaria vesca americana,americana,New Brunswick
Hamamelis virginiana,Hamamelis,Hamamelis virginiana,,Hamamelis virginiana,,British Columbia
Festuca rubra,Festuca,Festuca rubra,,Festuca rubra Linnaeus,,Quebec
Festuca altaica,Festuca,Festuca altaica,,Festuca altaica Trinius,,Northwest Territories
Gaylussacia baccata,Gaylussacia,Gaylussacia baccata,,Gaylussacia baccata,,Newfoundland and Labrador
Honckenya peploides,Honckenya,Honckenya peploides,,Honckenya peploides,,Ontario
Fragaria ananassa,Fragaria,Fragaria ananassa,,Fragaria × ananassa,,Ontario
Hedysarum boreale,Hedysarum,Hedysarum boreale,,Hedysarum boreale,,Saskatchewan
Honckenya peploides subsp. diffusa,Honckenya,Honckenya peploides,subsp.,Honckenya peploides diffusa,diffusa,Ontario
Hordeum jubatum,Hordeum,Hordeum jubatum,,Hordeum jubatum L.,,Nunavut
Hedysarum americanum,Hedysarum,Hedysarum americanum,,Hedysarum americanum (Michaux ex Pursh) Britton,,Alberta
Hedysarum boreale,Hedysarum,Hedysarum boreale,,Hedysarum mackenzei,,Nunavut
Heuchera chlorantha,Heuchera,Heuchera chlorantha,,Heuchera chlorantha,,British Columbia
Fragaria virginiana subsp. platypetala,Fragaria,Fragaria virginiana,subsp.,Fragaria virginiana platypetala,platypetala,British Columbia
Humulus lupulus,Humulus,Humulus lupulus,,Humulus lupulus L.,,Prince Edward Island
Helianthus tuberosus,Helianthus,Helianthus tuberosus,,Helianthus tuberosus L.,,New Brunswick
Helianthus annuus,Helianthus,Helianthus annuus,,Helianthus annuus L.,,Newfoundland and Labrador
Helianthus tuberosus,Helianthus,Helianthus tuberosus,,Helianthus tuberosus L.,,Saskatchewan
Helianthus annuus,Helianthus,Helianthus annuus,,Helianthus annuus L.,,Prince Edward Island
Gaultheria procumbens,Gaultheria,Gaultheria procumbens,,Gaultheria procumbens L.,,Newfoundland and Labrador
Helianthus divaricatus,Helianthus,Helianthus divaricatus,,Helianthus divaricatus L.,,Quebec
Hedysarum boreale subsp. boreale,Hedysarum,Hedysarum boreale,subsp.,Hedysarum boreale boreale,boreale,Alberta
Hedysarum boreale subsp. mackenziei,Hedysarum,Hedysarum boreale,subsp.,Hedysarum boreale mackenziei,mackenziei,Ontario
Helianthus pauciflorus subsp. pauciflorus,Helianthus,Helianthus pauciflorus,subsp.,Helianthus pauciflorus pauciflorus,pauciflorus,Ontario
Helianthus laetiflorus,Helianthus,Helianthus laetiflorus,,Helianthus × laetiflorus,,New Brunswick
Fragaria vesca subsp. vesca,Fragaria,Fragaria vesca,subsp.,Fragaria vesca vesca,vesca,New Brunswick
Fragaria ananassa,Fragaria,Fragaria ananassa,,Fragaria × ananassa,,British Columbia
Hedysarum boreale,Hedysarum,Hedysarum boreale,,Hedysarum boreale,,Ontario
Helianthus pauciflorus subsp. subrhomboideus,Helianthus,Helianthus pauciflorus,subsp.,Helianthus pauciflorus subrhomboideus,subrhomboideus,Alberta
Helianthus laetiflorus,Helianthus,Helianthus laetiflorus,,Helianthus laetiflorus,,Quebec
Helianthus nuttallii,Helianthus,Helianthus nuttallii,,Helianthus nuttallii,,Ontario
Helianthus maximiliani,Helianthus,Helianthus maximiliani,,Helianthus maximiliani,,Quebec
Helianthus pauciflorus subsp. subrhomboideus,Helianthus,Helianthus pauciflorus,subsp.,Helianthus rigidus subsp. subrhomboideus,subrhomboideus,Quebec
Festuca rubra,Festuca,Festuca rubra,,Festuca rubra,,Yukon
Fraxinus pennsylvanica,Fraxinus,Fraxinus pennsylvanica,,Fraxinus pennsylvanica,,Saskatchewan
Honckenya peploides subsp. robusta,Honckenya,Honckenya peploides,subsp.,Honckenya peploides robusta,robusta,Nova Scotia
Fragaria vesca subsp. americana,Fragaria,Fragaria vesca,subsp.,Fragaria vesca americana,americana,British Columbia
Festuca rubra,Festuca,Festuca rubra,,Festuca rubra,,Newfoundland and Labrador
Festuca rubra,Festuca,Festuca rubra,,Festuca rubra,,Manitoba
Festuca rubra,Festuca,Festuca rubra,,Festuca rubra,,Nunavut
Festuca rubra,Festuca,Festuca rubra,,Festuca rubra,,Northwest Territories
Gaylussacia bigeloviana,Gaylussacia,Gaylussacia bigeloviana,,Gaylussacia bigeloviana,,Prince Edward Island
Festuca rubra,Festuca,Festuca rubra,,Festuca rubra,,New Brunswick
Gaillardia aristata,Gaillardia,Gaillardia aristata,,Gaillardia aristata,,Ontario
Festuca subverticillata,Festuca,Festuca subverticillata,,Festuca subverticillata,,Nova Scotia
Gaultheria hispidula,Gaultheria,Gaultheria hispidula,,Gaultheria hispidula,,Saskatchewan
Hedysarum boreale subsp. mackenziei,Hedysarum,Hedysarum boreale,subsp.,Hedysarum boreale mackenziei,mackenziei,Yukon
Festuca altaica,Festuca,Festuca altaica,,Festuca altaica,,Quebec
Fragaria virginiana subsp. virginiana,Fragaria,Fragaria virginiana,subsp.,Fragaria virginiana virginiana,virginiana,New Brunswick
Hedysarum boreale subsp. mackenziei,Hedysarum,Hedysarum boreale,subsp.,Hedysarum boreale mackenziei,mackenziei,Nunavut
Fragaria virginiana subsp. glauca,Fragaria,Fragaria virginiana,subsp.,Fragaria virginiana glauca,glauca,Manitoba
Hedysarum boreale subsp. mackenziei,Hedysarum,Hedysarum boreale,subsp.,Hedysarum boreale mackenziei,mackenziei,Northwest Territories
Helianthus nuttallii,Helianthus,Helianthus nuttallii,,Helianthus nuttallii,,Manitoba
Festuca altaica,Festuca,Festuca altaica,,Festuca altaica Trin.,,Alberta
Hedysarum boreale subsp. mackenziei,Hedysarum,Hedysarum boreale,subsp.,Hedysarum boreale subsp. mackenziei (Richards.) Welsh,mackenziei,Quebec
Erythronium grandiflorum subsp. grandiflorum,Erythronium,Erythronium grandiflorum,subsp.,Erythronium grandiflorum grandiflorum,grandiflorum,Alberta
Helianthus decapetalus,Helianthus,Helianthus decapetalus,,Helianthus decapetalus,,New Brunswick
Honckenya peploides,Honckenya,Honckenya peploides,,Honckenya peploides,,Yukon
Hedysarum boreale,Hedysarum,Hedysarum boreale,,Hedysarum boreale,,Manitoba
Honckenya peploides subsp. robusta,Honckenya,Honckenya peploides,subsp.,Honckenya peploides (L.) Ehrh. subsp. robusta (Fern.) Hultén,robusta,Newfoundland and Labrador
Erythronium grandiflorum subsp. grandiflorum,Erythronium,Erythronium grandiflorum,subsp.,Erythronium grandiflorum grandiflorum,grandiflorum,British Columbia
Fragaria virginiana subsp. glauca,Fragaria,Fragaria virginiana,subsp.,Fragaria virginiana glauca,glauca,British Columbia
Fragaria vesca subsp. americana,Fragaria,Fragaria vesca,subsp.,Fragaria vesca subsp. americana,americana,Northwest Territories
Fragaria virginiana subsp. glauca,Fragaria,Fragaria virginiana,subsp.,Fragaria virginiana subsp. glauca,glauca,Nova Scotia
Hedysarum boreale,Hedysarum,Hedysarum boreale,,Hedysarum boreale,,Quebec
Festuca rubra,Festuca,Festuca rubra,,Festuca rubra,,Prince Edward Island
Fragaria vesca,Fragaria,Fragaria vesca,,Fragaria vesca,,Manitoba
Honckenya peploides,Honckenya,Honckenya peploides,,Honckenya peploides,,Northwest Territories
Hedysarum americanum,Hedysarum,Hedysarum americanum,,Hedysarum americanum (Michaux ex Pursh) Britton,,Nunavut
Helianthus petiolaris,Helianthus,Helianthus petiolaris,,Helianthus petiolaris,,Manitoba
Fraxinus americana,Fraxinus,Fraxinus americana,,Fraxinus americana,,British Columbia
Fraxinus pennsylvanica,Fraxinus,Fraxinus pennsylvanica,,Fraxinus pennsylvanica,,British Columbia
Honckenya peploides subsp. robusta,Honckenya,Honckenya peploides,subsp.,Honckenya peploides robusta,robusta,Prince Edward Island
Honckenya peploides subsp. major,Honckenya,Honckenya peploides,subsp.,Honckenya peploides major,major,British Columbia
Festuca altaica,Festuca,Festuca altaica,,Festuca altaica Trin.,,Nunavut
Festuca rubra subsp. rubra,Festuca,Festuca rubra,subsp.,Festuca rubra L. ssp. rubra,rubra,Nunavut
Honckenya peploides subsp. diffusa,Honckenya,Honckenya peploides,subsp.,Honckenya peploides (L.) Ehrh. ssp. diffusa (Hornemann) Hultén,diffusa,Nunavut
Fragaria virginiana,Fragaria,Fragaria virginiana,,Fragaria virginiana,,Nunavut
Helianthus pauciflorus subsp. subrhomboideus,Helianthus,Helianthus pauciflorus,subsp.,Helianthus pauciflorus subrhomboideus,subrhomboideus,Saskatchewan
Honckenya peploides subsp. diffusa,Honckenya,Honckenya peploides,subsp.,Honckenya peploides diffusa,diffusa,Yukon
Festuca altaica,Festuca,Festuca altaica,,Festuca scabrella,,Saskatchewan
Fragaria virginiana subsp. glauca,Fragaria,Fragaria virginiana,subsp.,Fragaria virginiana glauca,glauca,Saskatchewan
Erythronium oregonum,Erythronium,Erythronium oregonum,,Erythronium oregonum,,Northwest Territories
Festuca subverticillata,Festuca,Festuca subverticillata,,Festuca subverticillata,,New Brunswick
Hedysarum boreale subsp. mackenziei,Hedysarum,Hedysarum boreale,subsp.,Hedysarum boreale mackenziei,mackenziei,Manitoba
Honckenya peploides subsp. diffusa,Honckenya,Honckenya peploides,subsp.,Honckenya peploides diffusa,diffusa,Manitoba
Fragaria virginiana subsp. virginiana,Fragaria,Fragaria virginiana,subsp.,Fragaria virginiana Mill. subsp. virginiana,virginiana,British Columbia
Helianthus maximiliani,Helianthus,Helianthus maximiliani,,Helianthus maximiliani Schrad.,,British Columbia
Hordeum jubatum subsp. intermedium,Hordeum,Hordeum jubatum,subsp.,Hordeum jubatum L. subsp. intermedium,intermedium,British Columbia
Helianthus laetiflorus,Helianthus,Helianthus laetiflorus,,Helianthus laetiflorus Pers.,,Alberta
Helianthus nuttallii subsp. rydbergii,Helianthus,Helianthus nuttallii,subsp.,Helianthus nuttallii Torr. & A. Gray subsp. rydbergii (Britton) R.W. Long,rydbergii,British Columbia
Fragaria vesca subsp. bracteata,Fragaria,Fragaria vesca,subsp.,Fragaria vesca L. subsp. bracteata (A. Heller) Staudt,bracteata,British Columbia
Fragaria virginiana subsp. virginiana,Fragaria,Fragaria virginiana,subsp.,Fragaria virginiana Mill. subsp. virginiana,virginiana,Saskatchewan
Hordeum jubatum subsp. intermedium,Hordeum,Hordeum jubatum,subsp.,Hordeum jubatum L. subsp. intermedium,intermedium,Alberta
Helianthus giganteus,Helianthus,Helianthus giganteus,,Helianthus giganteus L.,,Alberta
Festuca rubra subsp. pruinosa,Festuca,Festuca rubra,subsp.,Festuca rubra L. subsp. pruinosa (Hack.) Piper,pruinosa,British Columbia
Festuca viridula,Festuca,Festuca viridula,,Festuca viridula Vasey,,British Columbia
Helianthus giganteus,Helianthus,Helianthus giganteus,,Helianthus giganteus L.,,Manitoba
Fragaria virginiana subsp. virginiana,Fragaria,Fragaria virginiana,subsp.,Fragaria virginiana Mill. subsp. virginiana,virginiana,Alberta
Festuca rubra subsp. rubra,Festuca,Festuca rubra,subsp.,Festuca rubra subsp. rubra,rubra,Alberta
Festuca rubra,Festuca,Festuca rubra,,Festuca rubra,,Saskatchewan
Honckenya peploides subsp. diffusa,Honckenya,Honckenya peploides,subsp.,Honckenya peploides subsp. diffusa (Hornemann) Hultén,diffusa,Quebec
Honckenya peploides subsp. diffusa,Honckenya,Honckenya peploides,subsp.,Honckenya peploides subsp. diffusa (Hornemann) Hultén,diffusa,Newfoundland and Labrador
Fragaria virginiana subsp. glauca,Fragaria,Fragaria virginiana,subsp.,Fragaria virginiana subsp. glauca (S. Watson) Staudt,glauca,Quebec
Helianthus laetiflorus,Helianthus,Helianthus laetiflorus,,Helianthus ×laetiflorus,,Yukon
Festuca rubra subsp. rubra,Festuca,Festuca rubra,subsp.,Festuca rubra L. ssp. rubra L.,rubra,British Columbia
Hedysarum boreale subsp. boreale,Hedysarum,Hedysarum boreale,subsp.,Hedysarum boreale Nutt. ssp. boreale,boreale,British Columbia
Festuca subulata,Festuca,Festuca subulata,,Festuca subulata Trin. in Bong.,,Alberta
Helianthus tuberosus,Helianthus,Helianthus tuberosus,,Helianthus tuberosus L.,,British Columbia
Fragaria chiloensis subsp. lucida,Fragaria,Fragaria chiloensis,subsp.,Fragaria chiloensis (L.) Duchesne ssp. lucida (Vilm.) Staudt,lucida,British Columbia
Hordeum pusillum,Hordeum,Hordeum pusillum,,Hordeum pusillum Nutt.,,British Columbia
Festuca occidentalis,Festuca,Festuca occidentalis,,Festuca occidentalis Hook.,,Ontario
Gaultheria ovatifolia,Gaultheria,Gaultheria ovatifolia,,Gaultheria ovatifolia A. Gray,,Alberta
Festuca rubra subsp. aucta,Festuca,Festuca rubra,subsp.,Festuca rubra L. ssp. aucta (Krecz. & Bobr.) Hult.,aucta,British Columbia
Festuca rubra subsp. secunda,Festuca,Festuca rubra,subsp.,Festuca rubra L. ssp. secunda (J.S. Presl in C.B. Presl) Pavl.,secunda,British Columbia
