"","TAXON","GENUS","SPECIES","RANK","INFRASPECIFIC","PROVINCE"
"4446","Urtica dioica","Urtica","Urtica dioica","","","Nova Scotia"
"4447","Salix richardsonii","Salix","Salix richardsonii","","","British Columbia"
"4448","Rubus idaeus","Rubus","Rubus idaeus","","","Newfoundland and Labrador"
"4449","Sambucus racemosa","Sambucus","Sambucus racemosa","","","Ontario"
"4450","Salix richardsonii","Salix","Salix richardsonii","","","Yukon"
"4451","Salix lucida","Salix","Salix lucida","","","British Columbia"
"4452","Sagittaria latifolia","Sagittaria","Sagittaria latifolia","","","Ontario"
"4453","Salix lucida","Salix","Salix lucida","","","British Columbia"
"4454","Salix scouleriana","Salix","Salix scouleriana","","","British Columbia"
"4455","Salix scouleriana","Salix","Salix scouleriana","","","Northwest Territories"
"4456","Salix reticulata","Salix","Salix reticulata","","","Nunavut"
"4457","Salix pulchra","Salix","Salix pulchra","","","Nunavut"
"4458","Salix arctica","Salix","Salix arctica","","","Nunavut"
"4459","Salix planifolia","Salix","Salix planifolia","","","Northwest Territories"
"4460","Salix arctica","Salix","Salix arctica","","","British Columbia"
"4461","Salix richardsonii","Salix","Salix richardsonii","","","Northwest Territories"
"4462","Sambucus racemosa","Sambucus","Sambucus racemosa","","","Nova Scotia"
"4463","Ulmus americana","Ulmus","Ulmus americana","","","Quebec"
"4464","Sambucus canadensis","Sambucus","Sambucus canadensis","","","New Brunswick"
"4465","Sambucus canadensis","Sambucus","Sambucus canadensis","","","Nova Scotia"
"4466","Sambucus caerulea","Sambucus","Sambucus caerulea","","","British Columbia"
"4467","Salix pulchra","Salix","Salix pulchra","","","Northwest Territories"
"4468","Sambucus racemosa","Sambucus","Sambucus racemosa","","","British Columbia"
"4469","Salix pulchra","Salix","Salix pulchra","","","Northwest Territories"
"4470","Salix exigua","Salix","Salix exigua","","","British Columbia"
"4471","Salix arctica","Salix","Salix arctica","","","British Columbia"
"4472","Rumex occidentalis","Rumex","Rumex occidentalis","","","British Columbia"
"4473","Sambucus canadensis","Sambucus","Sambucus canadensis","","","Ontario"
"4474","Salix scouleriana","Salix","Salix scouleriana","","","British Columbia"
"4475","Salix pulchra","Salix","Salix pulchra","","","Yukon"
"4476","Rumex occidentalis","Rumex","Rumex occidentalis","","","Yukon"
"4477","Schizachyrium scoparium","Schizachyrium","Schizachyrium scoparium","","","Quebec"
"4478","Salix reticulata","Salix","Salix reticulata","","","British Columbia"
"4479","Urtica dioica","Urtica","Urtica dioica","","","British Columbia"
"4480","Salix reticulata","Salix","Salix reticulata","","","British Columbia"
"4481","Spiraea douglasii","Spiraea","Spiraea douglasii","","","British Columbia"
"4482","Triglochin maritima","Triglochin","Triglochin maritima","","","British Columbia"
"4483","Salix arctica","Salix","Salix arctica","","","British Columbia"
"4484","Salix arctica","Salix","Salix arctica","","","British Columbia"
"4485","Spiraea douglasii","Spiraea","Spiraea douglasii","","","British Columbia"
"4486","Rubus ursinus","Rubus","Rubus ursinus","","","British Columbia"
"4487","Sambucus racemosa","Sambucus","Sambucus racemosa","","","British Columbia"
"4488","Salix planifolia","Salix","Salix planifolia","","","British Columbia"
"4489","Sagittaria latifolia","Sagittaria","Sagittaria latifolia","","","British Columbia"
"4490","Rubus idaeus","Rubus","Rubus idaeus","","","British Columbia"
"4491","Salix planifolia","Salix","Salix planifolia","","","Northwest Territories"
"4492","Urtica dioica","Urtica","Urtica dioica","","","British Columbia"
"4493","Salix pulchra","Salix","Salix pulchra","","","British Columbia"
"4494","Sambucus racemosa","Sambucus","Sambucus racemosa","","","British Columbia"
"4495","Rubus nutkanus","Rubus","Rubus nutkanus","","","British Columbia"
"4496","Sedum oreganum","Sedum","Sedum oreganum","","","British Columbia"
"4497","Salix planifolia","Salix","Salix planifolia","","","Newfoundland and Labrador"
"4498","Salix planifolia","Salix","Salix planifolia","","","Quebec"
"4499","Rubus odoratus","Rubus","Rubus odoratus","","","Nova Scotia"
"4500","Salix planifolia","Salix","Salix planifolia","","","British Columbia"
"4501","Salix planifolia","Salix","Salix planifolia","","","Saskatchewan"
"4502","Sambucus racemosa","Sambucus","Sambucus racemosa","","","Quebec"
"4503","Salix planifolia","Salix","Salix planifolia","","","Manitoba"
"4504","Sambucus racemosa","Sambucus","Sambucus racemosa","","","Ontario"
"4505","Salix richardsonii","Salix","Salix richardsonii","","","Yukon"
"4506","Salix lucida","Salix","Salix lucida","","","Alberta"
"4507","Salix arctica","Salix","Salix arctica","","","British Columbia"
"4508","Salix planifolia","Salix","Salix planifolia","","","Ontario"
"4509","Salix planifolia","Salix","Salix planifolia","","","Yukon"
"4510","Salix arctica","Salix","Salix arctica","","","Alberta"
"4511","Salix lucida","Salix","Salix lucida","","","Northwest Territories"
"4512","Salix pulchra","Salix","Salix pulchra","","","Newfoundland and Labrador"
"4513","Tsuga mertensiana","Tsuga","Tsuga mertensiana","","","British Columbia"
"4514","Rubus idaeus","Rubus","Rubus idaeus","","","Ontario"
"4515","Vaccinium angustifolium","Vaccinium","Vaccinium angustifolium","","","Ontario"
"4516","Rubus nutkanus","Rubus","Rubus nutkanus","","","Ontario"
"4517","Rubus nutkanus","Rubus","Rubus nutkanus","","","Ontario"
"4518","Symphoricarpos albus","Symphoricarpos","Symphoricarpos albus","","","Ontario"
"4519","Sagittaria latifolia","Sagittaria","Sagittaria latifolia","","","Manitoba"
"4520","Sagittaria latifolia","Sagittaria","Sagittaria latifolia","","","Prince Edward Island"
"4521","Sagittaria latifolia","Sagittaria","Sagittaria latifolia","","","Newfoundland and Labrador"
"4522","Sambucus racemosa","Sambucus","Sambucus racemosa","","","Quebec"
"4523","Rubus spectabilis","Rubus","Rubus spectabilis","","","British Columbia"
"4524","Sambucus racemosa","Sambucus","Sambucus racemosa","","","Quebec"
"4525","Sambucus racemosa","Sambucus","Sambucus racemosa","","","Nova Scotia"
"4526","Sambucus racemosa","Sambucus","Sambucus racemosa","","","Prince Edward Island"
"4527","Sagittaria latifolia","Sagittaria","Sagittaria latifolia","","","New Brunswick"
"4528","Salix planifolia","Salix","Salix planifolia","","","Nunavut"
"4529","Schizachyrium scoparium","Schizachyrium","Schizachyrium scoparium","","","Ontario"
"4530","Salix lucida","Salix","Salix lucida","","","Northwest Territories"
"4531","Salix reticulata","Salix","Salix reticulata","","","Yukon"
"4532","Sorbus scopulina","Sorbus","Sorbus scopulina","","","Saskatchewan"
"4533","Sambucus racemosa","Sambucus","Sambucus racemosa","","","Saskatchewan"
"4534","Salix lucida","Salix","Salix lucida","","","Yukon"
"4535","Salix lucida","Salix","Salix lucida","","","Alberta"
"4536","Symphoricarpos albus","Symphoricarpos","Symphoricarpos albus","","","Quebec"
"4537","Sambucus racemosa","Sambucus","Sambucus racemosa","","","Prince Edward Island"
"4538","Sambucus racemosa","Sambucus","Sambucus racemosa","","","New Brunswick"
"4539","Sambucus racemosa","Sambucus","Sambucus racemosa","","","Nova Scotia"
"4540","Salix reticulata","Salix","Salix reticulata","","","Alberta"
"4541","Rubus idaeus","Rubus","Rubus idaeus","","","Manitoba"
"4542","Sambucus racemosa","Sambucus","Sambucus racemosa","","","Manitoba"
"4543","Vaccinium angustifolium","Vaccinium","Vaccinium angustifolium","","","Manitoba"
"4544","Vaccinium angustifolium","Vaccinium","Vaccinium angustifolium","","","Manitoba"
"4545","Salix reticulata","Salix","Salix reticulata","","","Ontario"
"4546","Sambucus racemosa","Sambucus","Sambucus racemosa","","","Alberta"
"4547","Vaccinium angustifolium","Vaccinium","Vaccinium angustifolium","","","Quebec"
"4548","Rubus idaeus","Rubus","Rubus idaeus","","","Quebec"
"4549","Salix arctica","Salix","Salix arctica","","","Newfoundland and Labrador"
"4550","Salix arctica","Salix","Salix arctica","","","Quebec"
"4551","Rubus idaeus","Rubus","Rubus idaeus","","","Quebec"
"4552","Rubus idaeus","Rubus","Rubus idaeus","","","Newfoundland and Labrador"
"4553","Vaccinium angustifolium","Vaccinium","Vaccinium angustifolium","","","Quebec"
"4554","Rubus idaeus","Rubus","Rubus idaeus","","","Quebec"
"4555","Sambucus racemosa","Sambucus","Sambucus racemosa","","","Alberta"
"4556","Rumex occidentalis","Rumex","Rumex occidentalis","","","Alberta"
"4557","Symphoricarpos albus","Symphoricarpos","Symphoricarpos albus","","","Alberta"
"4558","Salix exigua","Salix","Salix exigua","","","Alberta"
"4559","Sambucus racemosa","Sambucus","Sambucus racemosa","","","British Columbia"
"4560","Salix arctica","Salix","Salix arctica","","","Quebec"
"4561","Sambucus racemosa","Sambucus","Sambucus racemosa","","","Ontario"
"4562","Sambucus racemosa","Sambucus","Sambucus racemosa","","","New Brunswick"
"4563","Sambucus canadensis","Sambucus","Sambucus canadensis","","","Quebec"
"4564","Sambucus canadensis","Sambucus","Sambucus canadensis","","","Prince Edward Island"
"4565","Schizachyrium scoparium","Schizachyrium","Schizachyrium scoparium","","","Nova Scotia"
"4566","Sagittaria latifolia","Sagittaria","Sagittaria latifolia","","","Nova Scotia"
"4567","Vaccinium angustifolium","Vaccinium","Vaccinium angustifolium","","","Newfoundland and Labrador"
"4568","Sambucus racemosa","Sambucus","Sambucus racemosa","","","Quebec"
"4569","Vaccinium vitis-idaea","Vaccinium","Vaccinium vitis-idaea","","","Newfoundland and Labrador"
"4570","Vaccinium vitis-idaea","Vaccinium","Vaccinium vitis-idaea","","","Nova Scotia"
"4571","Vaccinium uliginosum","Vaccinium","Vaccinium uliginosum","","","Nunavut"
"4572","Vaccinium vitis-idaea","Vaccinium","Vaccinium vitis-idaea","","","Nunavut"
"4573","Vaccinium vitis-idaea","Vaccinium","Vaccinium vitis-idaea","","","Quebec"
"4574","Vaccinium uliginosum","Vaccinium","Vaccinium uliginosum","","","Newfoundland and Labrador"
"4575","Vaccinium uliginosum","Vaccinium","Vaccinium uliginosum","","","Newfoundland and Labrador"
"4576","Vaccinium vitis-idaea","Vaccinium","Vaccinium vitis-idaea","","","Yukon"
"4577","Vaccinium vitis-idaea","Vaccinium","Vaccinium vitis-idaea","","","Northwest Territories"
"4578","Vaccinium vitis-idaea","Vaccinium","Vaccinium vitis-idaea","","","Ontario"
"4579","Vaccinium uliginosum","Vaccinium","Vaccinium uliginosum","","","Yukon"
"4580","Vaccinium vitis-idaea","Vaccinium","Vaccinium vitis-idaea","","","New Brunswick"
"4581","Vaccinium uliginosum","Vaccinium","Vaccinium uliginosum","","","Nunavut"
"4582","Vaccinium uliginosum","Vaccinium","Vaccinium uliginosum","","","Northwest Territories"
"4583","Vaccinium uliginosum","Vaccinium","Vaccinium uliginosum","","","Quebec"
"4584","Vaccinium oxycoccos","Vaccinium","Vaccinium oxycoccos","","","British Columbia"
"4585","Vaccinium cespitosum","Vaccinium","Vaccinium cespitosum","","","Alberta"
"4586","Vaccinium uliginosum","Vaccinium","Vaccinium uliginosum","","","Yukon"
"4587","Vaccinium microcarpum","Vaccinium","Vaccinium microcarpum","","","British Columbia"
"4588","Vicia americana","Vicia","Vicia americana","","","British Columbia"
"4589","Vaccinium uliginosum","Vaccinium","Vaccinium uliginosum","","","Manitoba"
"4590","Viburnum opulus","Viburnum","Viburnum opulus","","","Quebec"
"4591","Glycyrrhiza lepidota","Glycyrrhiza","Glycyrrhiza lepidota","","","British Columbia"
"4592","Vaccinium uliginosum","Vaccinium","Vaccinium uliginosum","","","British Columbia"
"4593","Vaccinium vitis-idaea","Vaccinium","Vaccinium vitis-idaea","","","British Columbia"
"4594","Viburnum opulus","Viburnum","Viburnum opulus","","","Ontario"
"4595","Vicia americana","Vicia","Vicia americana","","","Alberta"
"4596","Vaccinium uliginosum","Vaccinium","Vaccinium uliginosum","","","British Columbia"
"4597","Vaccinium uliginosum","Vaccinium","Vaccinium uliginosum","","","British Columbia"
"4598","Vaccinium vitis-idaea","Vaccinium","Vaccinium vitis-idaea","","","Alberta"
"4599","Vaccinium uliginosum","Vaccinium","Vaccinium uliginosum","","","Quebec"
"4600","Vicia americana","Vicia","Vicia americana","","","British Columbia"
"4601","Viburnum opulus","Viburnum","Viburnum opulus","","","Ontario"
"4602","Vaccinium vitis-idaea","Vaccinium","Vaccinium vitis-idaea","","","Prince Edward Island"
"4603","Vaccinium uliginosum","Vaccinium","Vaccinium uliginosum","","","Nova Scotia"
"4604","Vicia americana","Vicia","Vicia americana","","","Manitoba"
"4605","Vaccinium vitis-idaea","Vaccinium","Vaccinium vitis-idaea","","","Manitoba"
"4606","Vicia nigricans","Vicia","Vicia nigricans","","","British Columbia"
"4607","Zizania aquatica","Zizania","Zizania aquatica","","","Ontario"
"4608","Viburnum dentatum","Viburnum","Viburnum dentatum","","","Ontario"
"4609","Vaccinium uliginosum","Vaccinium","Vaccinium uliginosum","","","Quebec"
"4610","Vaccinium uliginosum","Vaccinium","Vaccinium uliginosum","","","Quebec"
"4611","Vaccinium oxycoccos","Vaccinium","Vaccinium oxycoccos","","","Quebec"
"4612","Vaccinium oxycoccos","Vaccinium","Vaccinium oxycoccos","","","Quebec"
"4613","Vaccinium oxycoccos","Vaccinium","Vaccinium oxycoccos","","","Nunavut"
"4614","Vaccinium oxycoccos","Vaccinium","Vaccinium oxycoccos","","","Quebec"
"4615","Viburnum opulus","Viburnum","Viburnum opulus","","","Alberta"
"4616","Viburnum recognitum","Viburnum","Viburnum recognitum","","","New Brunswick"
"4617","Vitis aestivalis","Vitis","Vitis aestivalis","","","Ontario"
"4618","Vicia americana","Vicia","Vicia americana","","","Saskatchewan"
"4619","Zizania palustris","Zizania","Zizania palustris","","","New Brunswick"
"4620","Vaccinium oxycoccos","Vaccinium","Vaccinium oxycoccos","","","British Columbia"
"4621","Viburnum opulus","Viburnum","Viburnum opulus","","","Quebec"
"4622","Arctostaphylos rubra","Arctostaphylos","Arctostaphylos rubra","","","British Columbia"
"4623","Arctostaphylos rubra","Arctostaphylos","Arctostaphylos rubra","","","British Columbia"
"4624","Arctostaphylos rubra","Arctostaphylos","Arctostaphylos rubra","","","Alberta"
"4625","Arctostaphylos rubra","Arctostaphylos","Arctostaphylos rubra","","","Ontario"
"4626","Arctostaphylos rubra","Arctostaphylos","Arctostaphylos rubra","","","Yukon"
"4627","Argentina anserina","Argentina","Argentina anserina","","","British Columbia"
"4628","Argentina anserina","Argentina","Argentina anserina","","","Yukon"
"4629","Argentina anserina","Argentina","Argentina anserina","","","British Columbia"
"4630","Argentina anserina","Argentina","Argentina anserina","","","British Columbia"
"4631","Argentina anserina","Argentina","Argentina anserina","","","Prince Edward Island"
"4632","Argentina anserina","Argentina","Argentina anserina","","","Manitoba"
"4633","Argentina anserina","Argentina","Argentina anserina","","","Yukon"
"4634","Argentina anserina","Argentina","Argentina anserina","","","Newfoundland and Labrador"
"4635","Argentina anserina","Argentina","Argentina anserina","","","Quebec"
"4636","Argentina anserina","Argentina","Argentina anserina","","","Northwest Territories"
"4637","Argentina anserina","Argentina","Argentina anserina","","","Nova Scotia"
"4638","Argentina anserina","Argentina","Argentina anserina","","","Quebec"
"4639","Argentina anserina","Argentina","Argentina anserina","","","New Brunswick"
"4640","Calamagrostis purpurea","Calamagrostis","Calamagrostis purpurea","","","Yukon"
"4641","Calamagrostis purpurea","Calamagrostis","Calamagrostis purpurea","","","Manitoba"
"4642","Calamagrostis purpurea","Calamagrostis","Calamagrostis purpurea","","","Quebec"
"4643","Calamagrostis purpurea","Calamagrostis","Calamagrostis purpurea","","","Newfoundland and Labrador"
"4644","Elymus sajanensis","Elymus","Elymus sajanensis","","","Yukon"
"4645","Elymus sajanensis","Elymus","Elymus sajanensis","","","Northwest Territories"
"4646","Elymus smithii","Elymus","Elymus smithii","","","Alberta"
"4647","Elymus smithii","Elymus","Elymus smithii","","","Alberta"
"4648","Elymus spicatus","Elymus","Elymus spicatus","","","British Columbia"
"4649","Elymus spicatus","Elymus","Elymus spicatus","","","British Columbia"
"4650","Elymus spicatus","Elymus","Elymus spicatus","","","Alberta"
"4651","Elymus spicatus","Elymus","Elymus spicatus","","","British Columbia"
"4652","Elymus spicatus","Elymus","Elymus spicatus","","","Yukon"
"4653","Elymus spicatus","Elymus","Elymus spicatus","","","Alberta"
"4654","Elymus spicatus","Elymus","Elymus spicatus","","","Alberta"
"4655","Elymus spicatus","Elymus","Elymus spicatus","","","Alberta"
"4656","Elymus spicatus","Elymus","Elymus spicatus","","","British Columbia"
"4657","Elymus spicatus","Elymus","Elymus spicatus","","","British Columbia"
