TAXON,GENUS,SPECIES,RANK,INFRASPECIFIC,PROVINCE
Hedysarum boreale subsp. mackenziei,Hedysarum,Hedysarum boreale,subsp.,mackenziei,Northwest Territories
Helianthus nuttallii,Helianthus,Helianthus nuttallii,,,Manitoba
Festuca altaica,Festuca,Festuca altaica,,,Alberta
Hedysarum boreale subsp. mackenziei,Hedysarum,Hedysarum boreale,subsp.,mackenziei,Quebec
Erythronium grandiflorum subsp. grandiflorum,Erythronium,Erythronium grandiflorum,subsp.,grandiflorum,Alberta
Helianthus decapetalus,Helianthus,Helianthus decapetalus,,,New Brunswick
Honckenya peploides,Honckenya,Honckenya peploides,,,Yukon
Hedysarum boreale,Hedysarum,Hedysarum boreale,,,Manitoba
Honckenya peploides subsp. robusta,Honckenya,Honckenya peploides,subsp.,robusta,Newfoundland and Labrador
Erythronium grandiflorum subsp. grandiflorum,Erythronium,Erythronium grandiflorum,subsp.,grandiflorum,British Columbia
Fragaria virginiana subsp. glauca,Fragaria,Fragaria virginiana,subsp.,glauca,British Columbia
Fragaria vesca subsp. americana,Fragaria,Fragaria vesca,subsp.,americana,Northwest Territories
Fragaria virginiana subsp. glauca,Fragaria,Fragaria virginiana,subsp.,glauca,Nova Scotia
Hedysarum boreale,Hedysarum,Hedysarum boreale,,,Quebec
Festuca rubra,Festuca,Festuca rubra,,,Prince Edward Island
Fragaria vesca,Fragaria,Fragaria vesca,,,Manitoba
Honckenya peploides,Honckenya,Honckenya peploides,,,Northwest Territories
Hedysarum americanum,Hedysarum,Hedysarum americanum,,,Nunavut
Helianthus petiolaris,Helianthus,Helianthus petiolaris,,,Manitoba
Honckenya peploides subsp. robusta,Honckenya,Honckenya peploides,subsp.,robusta,Prince Edward Island
Honckenya peploides subsp. major,Honckenya,Honckenya peploides,subsp.,major,British Columbia
Festuca altaica,Festuca,Festuca altaica,,,Nunavut
Festuca rubra subsp. rubra,Festuca,Festuca rubra,subsp.,rubra,Nunavut
Honckenya peploides subsp. diffusa,Honckenya,Honckenya peploides,subsp.,diffusa,Nunavut
Fragaria virginiana,Fragaria,Fragaria virginiana,,,Nunavut
Helianthus pauciflorus subsp. subrhomboideus,Helianthus,Helianthus pauciflorus,subsp.,subrhomboideus,Saskatchewan
Honckenya peploides subsp. diffusa,Honckenya,Honckenya peploides,subsp.,diffusa,Yukon
Festuca altaica,Festuca,Festuca altaica,,,Saskatchewan
Fragaria virginiana subsp. glauca,Fragaria,Fragaria virginiana,subsp.,glauca,Saskatchewan
Festuca subverticillata,Festuca,Festuca subverticillata,,,New Brunswick
Hedysarum boreale subsp. mackenziei,Hedysarum,Hedysarum boreale,subsp.,mackenziei,Manitoba
Honckenya peploides subsp. diffusa,Honckenya,Honckenya peploides,subsp.,diffusa,Manitoba
Fragaria virginiana subsp. virginiana,Fragaria,Fragaria virginiana,subsp.,virginiana,British Columbia
Helianthus maximiliani,Helianthus,Helianthus maximiliani,,,British Columbia
Hordeum jubatum subsp. intermedium,Hordeum,Hordeum jubatum,subsp.,intermedium,British Columbia
Helianthus laetiflorus,Helianthus,Helianthus laetiflorus,,,Alberta
Helianthus nuttallii subsp. rydbergii,Helianthus,Helianthus nuttallii,subsp.,rydbergii,British Columbia
Fragaria vesca subsp. bracteata,Fragaria,Fragaria vesca,subsp.,bracteata,British Columbia
Fragaria virginiana subsp. virginiana,Fragaria,Fragaria virginiana,subsp.,virginiana,Saskatchewan
Hordeum jubatum subsp. intermedium,Hordeum,Hordeum jubatum,subsp.,intermedium,Alberta
Helianthus giganteus,Helianthus,Helianthus giganteus,,,Alberta
Festuca rubra subsp. pruinosa,Festuca,Festuca rubra,subsp.,pruinosa,British Columbia
Festuca viridula,Festuca,Festuca viridula,,,British Columbia
Helianthus giganteus,Helianthus,Helianthus giganteus,,,Manitoba
Fragaria virginiana subsp. virginiana,Fragaria,Fragaria virginiana,subsp.,virginiana,Alberta
Festuca rubra subsp. rubra,Festuca,Festuca rubra,subsp.,rubra,Alberta
Festuca rubra,Festuca,Festuca rubra,,,Saskatchewan
Honckenya peploides subsp. diffusa,Honckenya,Honckenya peploides,subsp.,diffusa,Quebec
Honckenya peploides subsp. diffusa,Honckenya,Honckenya peploides,subsp.,diffusa,Newfoundland and Labrador
Fragaria virginiana subsp. glauca,Fragaria,Fragaria virginiana,subsp.,glauca,Quebec
Helianthus laetiflorus,Helianthus,Helianthus laetiflorus,,,Yukon
Festuca rubra subsp. rubra,Festuca,Festuca rubra,subsp.,rubra,British Columbia
Hedysarum boreale subsp. boreale,Hedysarum,Hedysarum boreale,subsp.,boreale,British Columbia
Festuca subulata,Festuca,Festuca subulata,,,Alberta
Helianthus tuberosus,Helianthus,Helianthus tuberosus,,,British Columbia
Fragaria chiloensis subsp. lucida,Fragaria,Fragaria chiloensis,subsp.,lucida,British Columbia
Hordeum pusillum,Hordeum,Hordeum pusillum,,,British Columbia
Festuca occidentalis,Festuca,Festuca occidentalis,,,Ontario
Gaultheria ovatifolia,Gaultheria,Gaultheria ovatifolia,,,Alberta
Festuca rubra subsp. aucta,Festuca,Festuca rubra,subsp.,aucta,British Columbia
Festuca rubra subsp. secunda,Festuca,Festuca rubra,subsp.,secunda,British Columbia
Fragaria chiloensis subsp. pacifica,Fragaria,Fragaria chiloensis,subsp.,pacifica,British Columbia
Festuca rubra subsp. vallicola,Festuca,Festuca rubra,subsp.,vallicola,British Columbia
Helianthus pauciflorus subsp. subrhomboideus,Helianthus,Helianthus pauciflorus,subsp.,subrhomboideus,British Columbia
Helianthus nuttallii,Helianthus,Helianthus nuttallii,,,British Columbia
Helianthus laetiflorus,Helianthus,Helianthus laetiflorus,,,British Columbia
Helianthus tuberosus,Helianthus,Helianthus tuberosus,,,Prince Edward Island
Honckenya peploides subsp. diffusa,Honckenya,Honckenya peploides,subsp.,diffusa,Northwest Territories
Fragaria vesca subsp. vesca,Fragaria,Fragaria vesca,subsp.,vesca,Nova Scotia
Hedysarum boreale subsp. mackenziei,Hedysarum,Hedysarum boreale,subsp.,mackenziei,British Columbia
Fragaria vesca subsp. vesca,Fragaria,Fragaria vesca,subsp.,vesca,Ontario
Erythronium americanum subsp. americanum,Erythronium,Erythronium americanum,subsp.,americanum,Quebec
Fritillaria camschatcensis,Fritillaria,Fritillaria camschatcensis,,,Yukon
Holodiscus discolor,Holodiscus,Holodiscus discolor,,,Nova Scotia
Helianthus maximiliani,Helianthus,Helianthus maximiliani,,,Prince Edward Island
Helianthus pauciflorus subsp. pauciflorus,Helianthus,Helianthus pauciflorus,subsp.,pauciflorus,Prince Edward Island
Honckenya peploides subsp. diffusa,Honckenya,Honckenya peploides,subsp.,diffusa,Nova Scotia
Honckenya peploides subsp. diffusa,Honckenya,Honckenya peploides,subsp.,diffusa,Prince Edward Island
Fragaria virginiana subsp. glauca,Fragaria,Fragaria virginiana,subsp.,glauca,Prince Edward Island
Hordeum jubatum subsp. intermedium,Hordeum,Hordeum jubatum,subsp.,intermedium,Nunavut
Fragaria vesca subsp. americana,Fragaria,Fragaria vesca,subsp.,americana,Nova Scotia
Festuca subverticillata,Festuca,Festuca subverticillata,,,Quebec
Festuca altaica,Festuca,Festuca altaica,,,Newfoundland and Labrador
Helianthus giganteus,Helianthus,Helianthus giganteus,,,Saskatchewan
Festuca rubra subsp. rubra,Festuca,Festuca rubra,subsp.,rubra,Northwest Territories
Hedysarum americanum,Hedysarum,Hedysarum americanum,,,Northwest Territories
Hedysarum americanum,Hedysarum,Hedysarum americanum,,,British Columbia
Hedysarum americanum,Hedysarum,Hedysarum americanum,,,Yukon
Hedysarum americanum,Hedysarum,Hedysarum americanum,,,Ontario
Hedysarum americanum,Hedysarum,Hedysarum americanum,,,Newfoundland and Labrador
Hedysarum boreale subsp. mackenziei,Hedysarum,Hedysarum boreale,subsp.,mackenziei,Alberta
Festuca rubra subsp. rubra,Festuca,Festuca rubra,subsp.,rubra,Yukon
Fragaria vesca subsp. americana,Fragaria,Fragaria vesca,subsp.,americana,Manitoba
Honckenya peploides subsp. robusta,Honckenya,Honckenya peploides,subsp.,robusta,Quebec
Festuca rubra subsp. fallax,Festuca,Festuca rubra,subsp.,fallax,Alberta
Festuca rubra subsp. rubra,Festuca,Festuca rubra,subsp.,rubra,Newfoundland and Labrador
Hedysarum americanum,Hedysarum,Hedysarum americanum,,,New Brunswick
Hordeum jubatum subsp. intermedium,Hordeum,Hordeum jubatum,subsp.,intermedium,Saskatchewan
Hordeum brachyantherum,Hordeum,Hordeum brachyantherum,,,Yukon
Festuca rubra subsp. rubra,Festuca,Festuca rubra,subsp.,rubra,New Brunswick
Hordeum jubatum subsp. intermedium,Hordeum,Hordeum jubatum,subsp.,intermedium,Northwest Territories
Gaultheria hispidula,Gaultheria,Gaultheria hispidula,,,Nunavut
Holodiscus discolor var. discolor,Holodiscus,Holodiscus discolor,var.,discolor,British Columbia
Fragaria virginiana subsp. virginiana,Fragaria,Fragaria virginiana,subsp.,virginiana,Ontario
Humulus lupulus var. lupuloides,Humulus,Humulus lupulus,var.,lupuloides,Manitoba
Festuca altaica,Festuca,Festuca altaica,,,Manitoba
Festuca rubra subsp. fallax,Festuca,Festuca rubra,subsp.,fallax,Yukon
Festuca rubra subsp. commutata,Festuca,Festuca rubra,subsp.,commutata,Yukon
Fragaria ananassa,Fragaria,Fragaria ananassa,,,New Brunswick
Helianthus laetiflorus,Helianthus,Helianthus laetiflorus,,,Nova Scotia
Hordeum jubatum subsp. intermedium,Hordeum,Hordeum jubatum,subsp.,intermedium,Ontario
Helianthus pauciflorus subsp. pauciflorus,Helianthus,Helianthus pauciflorus,subsp.,pauciflorus,Manitoba
Helianthus nuttallii,Helianthus,Helianthus nuttallii,,,Quebec
Helianthus pauciflorus,Helianthus,Helianthus pauciflorus,,,British Columbia
Helianthus laetiflorus,Helianthus,Helianthus laetiflorus,,,Saskatchewan
Erythronium americanum subsp. americanum,Erythronium,Erythronium americanum,subsp.,americanum,New Brunswick
Helianthus pauciflorus,Helianthus,Helianthus pauciflorus,,,Quebec
Helianthus giganteus,Helianthus,Helianthus giganteus,,,Quebec
Hordeum brachyantherum,Hordeum,Hordeum brachyantherum,,,Quebec
Gaillardia aristata,Gaillardia,Gaillardia aristata,,,Yukon
Fragaria virginiana subsp. platypetala,Fragaria,Fragaria virginiana,subsp.,platypetala,Yukon
Erythronium americanum subsp. americanum,Erythronium,Erythronium americanum,subsp.,americanum,Ontario
Festuca subverticillata,Festuca,Festuca subverticillata,,,Manitoba
Fragaria virginiana subsp. glauca,Fragaria,Fragaria virginiana,subsp.,glauca,Newfoundland and Labrador
Erythronium americanum subsp. americanum,Erythronium,Erythronium americanum,subsp.,americanum,Nova Scotia
Hordeum brachyantherum,Hordeum,Hordeum brachyantherum,,,Newfoundland and Labrador
Helianthus giganteus,Helianthus,Helianthus giganteus,,,Nova Scotia
Helianthus pauciflorus subsp. subrhomboideus,Helianthus,Helianthus pauciflorus,subsp.,subrhomboideus,Nova Scotia
Fragaria virginiana subsp. glauca,Fragaria,Fragaria virginiana,subsp.,glauca,New Brunswick
Festuca rubra subsp. rubra,Festuca,Festuca rubra,subsp.,rubra,Nova Scotia
Humulus lupulus var. lupuloides,Humulus,Humulus lupulus,var.,lupuloides,Quebec
Festuca rubra subsp. rubra,Festuca,Festuca rubra,subsp.,rubra,Quebec
Festuca rubra subsp. fallax,Festuca,Festuca rubra,subsp.,fallax,Newfoundland and Labrador
Honckenya peploides subsp. major,Honckenya,Honckenya peploides,subsp.,major,Newfoundland and Labrador
Maianthemum racemosum,Maianthemum,Maianthemum racemosum,,,British Columbia
Opuntia fragilis,Opuntia,Opuntia fragilis,,,British Columbia
Oplopanax horridus,Oplopanax,Oplopanax horridus,,,British Columbia
Juniperus communis,Juniperus,Juniperus communis,,,Nova Scotia
Lysichiton americanus,Lysichiton,Lysichiton americanus,,,British Columbia
Monotropa uniflora,Monotropa,Monotropa uniflora,,,Nova Scotia
Lathyrus japonicus,Lathyrus,Lathyrus japonicus,,,British Columbia
Mahonia nervosa,Mahonia,Mahonia nervosa,,,British Columbia
Maianthemum stellatum,Maianthemum,Maianthemum stellatum,,,Manitoba
Myrica gale,Myrica,Myrica gale,,,Ontario
Juniperus communis,Juniperus,Juniperus communis,,,British Columbia
Juniperus scopulorum,Juniperus,Juniperus scopulorum,,,British Columbia
Mahonia aquifolium,Mahonia,Mahonia aquifolium,,,British Columbia
Morella pensylvanica,Morella,Morella pensylvanica,,,Nova Scotia
Larix occidentalis,Larix,Larix occidentalis,,,British Columbia
Maianthemum dilatatum,Maianthemum,Maianthemum dilatatum,,,British Columbia
Lomatium macrocarpum,Lomatium,Lomatium macrocarpum,,,British Columbia
Mitchella repens,Mitchella,Mitchella repens,,,Ontario
Monotropa uniflora,Monotropa,Monotropa uniflora,,,Ontario
Maianthemum stellatum,Maianthemum,Maianthemum stellatum,,,British Columbia
Lonicera involucrata,Lonicera,Lonicera involucrata,,,British Columbia
Maianthemum racemosum,Maianthemum,Maianthemum racemosum,,,Alberta
Larix laricina,Larix,Larix laricina,,,Nova Scotia
Juglans nigra,Juglans,Juglans nigra,,,Ontario
Monotropa uniflora,Monotropa,Monotropa uniflora,,,British Columbia
Lomatium ambiguum,Lomatium,Lomatium ambiguum,,,British Columbia
Larix laricina,Larix,Larix laricina,,,Ontario
Maianthemum stellatum,Maianthemum,Maianthemum stellatum,,,Quebec
Larix laricina,Larix,Larix laricina,,,Quebec
Juniperus horizontalis,Juniperus,Juniperus horizontalis,,,British Columbia
Kalmia microphylla,Kalmia,Kalmia microphylla,,,British Columbia
Larix laricina,Larix,Larix laricina,,,Manitoba
Monarda fistulosa,Monarda,Monarda fistulosa,,,Ontario
Juniperus communis var. depressa,Juniperus,Juniperus communis,var.,depressa,Ontario
Opuntia polyacantha,Opuntia,Opuntia polyacantha,,,Alberta
Maianthemum stellatum,Maianthemum,Maianthemum stellatum,,,Prince Edward Island
Maianthemum stellatum,Maianthemum,Maianthemum stellatum,,,Nova Scotia
Leymus innovatus,Leymus,Leymus innovatus,,,Alberta
Lonicera ciliosa,Lonicera,Lonicera ciliosa,,,British Columbia
Opuntia fragilis,Opuntia,Opuntia fragilis,,,Alberta
Lathyrus japonicus,Lathyrus,Lathyrus japonicus,,,Ontario
Leymus mollis,Leymus,Leymus mollis,,,British Columbia
Myrica gale,Myrica,Myrica gale,,,British Columbia
Lupinus polyphyllus,Lupinus,Lupinus polyphyllus,,,Ontario
Malus coronaria,Malus,Malus coronaria,,,Ontario
Mitchella repens,Mitchella,Mitchella repens,,,Nova Scotia
Lupinus polyphyllus,Lupinus,Lupinus polyphyllus,,,British Columbia
Lupinus polyphyllus,Lupinus,Lupinus polyphyllus,,,Nova Scotia
Juniperus horizontalis,Juniperus,Juniperus horizontalis,,,Nova Scotia
Lathyrus japonicus,Lathyrus,Lathyrus japonicus,,,Nova Scotia
Monarda fistulosa,Monarda,Monarda fistulosa,,,Alberta
Monotropa uniflora,Monotropa,Monotropa uniflora,,,Prince Edward Island
Mitchella repens,Mitchella,Mitchella repens,,,New Brunswick
Lilium columbianum,Lilium,Lilium columbianum,,,British Columbia
Maianthemum stellatum,Maianthemum,Maianthemum stellatum,,,Ontario
Juniperus communis,Juniperus,Juniperus communis,,,Alberta
Maianthemum racemosum,Maianthemum,Maianthemum racemosum,,,Ontario
Juniperus communis,Juniperus,Juniperus communis,,,Manitoba
Oemleria cerasiformis,Oemleria,Oemleria cerasiformis,,,British Columbia
Juniperus communis,Juniperus,Juniperus communis,,,Newfoundland and Labrador
Lonicera utahensis,Lonicera,Lonicera utahensis,,,British Columbia
Lathyrus venosus,Lathyrus,Lathyrus venosus,,,Manitoba
Juniperus communis,Juniperus,Juniperus communis,,,Quebec
Lathyrus palustris,Lathyrus,Lathyrus palustris,,,Nova Scotia
Lathyrus japonicus,Lathyrus,Lathyrus japonicus,,,Quebec
Lathyrus japonicus,Lathyrus,Lathyrus japonicus,,,Newfoundland and Labrador
Lathyrus venosus,Lathyrus,Lathyrus venosus,,,Saskatchewan
Lathyrus littoralis,Lathyrus,Lathyrus littoralis,,,British Columbia
Lathyrus venosus,Lathyrus,Lathyrus venosus,,,Ontario
Lathyrus palustris,Lathyrus,Lathyrus palustris,,,Ontario
Monarda fistulosa,Monarda,Monarda fistulosa,,,Manitoba
Lathyrus japonicus,Lathyrus,Lathyrus japonicus,,,Manitoba
Lathyrus venosus,Lathyrus,Lathyrus venosus,,,Alberta
Lupinus polyphyllus,Lupinus,Lupinus polyphyllus,,,Prince Edward Island
Oenanthe sarmentosa,Oenanthe,Oenanthe sarmentosa,,,British Columbia
Mentha canadensis,Mentha,Mentha canadensis,,,Ontario
Mitchella repens,Mitchella,Mitchella repens,,,Quebec
Lomatium nudicaule,Lomatium,Lomatium nudicaule,,,British Columbia
Juniperus communis,Juniperus,Juniperus communis,,,Ontario
Maianthemum racemosum,Maianthemum,Maianthemum racemosum,,,Prince Edward Island
Juniperus horizontalis,Juniperus,Juniperus horizontalis,,,Ontario
Juniperus horizontalis,Juniperus,Juniperus horizontalis,,,Alberta
Monotropa uniflora,Monotropa,Monotropa uniflora,,,Quebec
Mentha canadensis,Mentha,Mentha canadensis,,,New Brunswick
Linum lewisii,Linum,Linum lewisii,,,Alberta
Myrica gale,Myrica,Myrica gale,,,Nova Scotia
Maianthemum stellatum,Maianthemum,Maianthemum stellatum,,,Alberta
Maianthemum racemosum,Maianthemum,Maianthemum racemosum,,,Quebec
Larix laricina,Larix,Larix laricina,,,Alberta
Juniperus horizontalis,Juniperus,Juniperus horizontalis,,,Yukon
Lonicera involucrata,Lonicera,Lonicera involucrata,,,Quebec
Larix laricina,Larix,Larix laricina,,,Saskatchewan
Maianthemum stellatum,Maianthemum,Maianthemum stellatum,,,Yukon
Juniperus horizontalis,Juniperus,Juniperus horizontalis,,,Saskatchewan
Myrica gale,Myrica,Myrica gale,,,Newfoundland and Labrador
Monotropa uniflora,Monotropa,Monotropa uniflora,,,New Brunswick
Mahonia aquifolium,Mahonia,Mahonia aquifolium,,,Ontario
Lysichiton americanus,Lysichiton,Lysichiton americanus,,,Nova Scotia
Lathyrus palustris,Lathyrus,Lathyrus palustris,,,Quebec
Lonicera involucrata,Lonicera,Lonicera involucrata,,,Alberta
Lathyrus japonicus,Lathyrus,Lathyrus japonicus,,,New Brunswick
Lomatium utriculatum,Lomatium,Lomatium utriculatum,,,British Columbia
Opuntia polyacantha,Opuntia,Opuntia polyacantha,,,Saskatchewan
Lonicera involucrata,Lonicera,Lonicera involucrata,,,Saskatchewan
Lathyrus palustris,Lathyrus,Lathyrus palustris,,,New Brunswick
Maianthemum racemosum,Maianthemum,Maianthemum racemosum,,,New Brunswick
Larix laricina,Larix,Larix laricina,,,Newfoundland and Labrador
Mentha canadensis,Mentha,Mentha canadensis,,,Alberta
Leymus mollis,Leymus,Leymus mollis,,,Ontario
Larix lyallii,Larix,Larix lyallii,,,Alberta
Myrica gale,Myrica,Myrica gale,,,Quebec
Larix lyallii,Larix,Larix lyallii,,,British Columbia
Juniperus communis,Juniperus,Juniperus communis,,,Prince Edward Island
Juniperus communis,Juniperus,Juniperus communis,,,Yukon
Leymus innovatus,Leymus,Leymus innovatus,,,British Columbia
Mentha canadensis,Mentha,Mentha canadensis,,,Nova Scotia
Juniperus communis var. depressa,Juniperus,Juniperus communis,var.,depressa,Nova Scotia
Lathyrus japonicus,Lathyrus,Lathyrus japonicus,,,Prince Edward Island
Lathyrus palustris,Lathyrus,Lathyrus palustris,,,British Columbia
Mentha canadensis,Mentha,Mentha canadensis,,,British Columbia
Opuntia fragilis,Opuntia,Opuntia fragilis,,,Ontario
Lomatium dissectum,Lomatium,Lomatium dissectum,,,British Columbia
Lomatium foeniculaceum subsp. foeniculaceum,Lomatium,Lomatium foeniculaceum,subsp.,foeniculaceum,British Columbia
Larix laricina,Larix,Larix laricina,,,New Brunswick
Leymus mollis,Leymus,Leymus mollis,,,Nova Scotia
Leymus cinereus,Leymus,Leymus cinereus,,,British Columbia
Mahonia repens,Mahonia,Mahonia repens,,,British Columbia
Leymus mollis,Leymus,Leymus mollis,,,Nunavut
Maianthemum racemosum,Maianthemum,Maianthemum racemosum,,,Nova Scotia
Larix laricina,Larix,Larix laricina,,,Prince Edward Island
Mitchella repens,Mitchella,Mitchella repens,,,Prince Edward Island
Juniperus horizontalis,Juniperus,Juniperus horizontalis,,,Manitoba
Maianthemum stellatum,Maianthemum,Maianthemum stellatum,,,New Brunswick
Magnolia acuminata,Magnolia,Magnolia acuminata,,,Ontario
Morella pensylvanica,Morella,Morella pensylvanica,,,New Brunswick
Juniperus communis,Juniperus,Juniperus communis,,,Saskatchewan
Juniperus horizontalis,Juniperus,Juniperus horizontalis,,,New Brunswick
Myrica gale,Myrica,Myrica gale,,,Alberta
Leymus mollis,Leymus,Leymus mollis,,,Prince Edward Island
Linum sulcatum,Linum,Linum sulcatum,,,Ontario
Juniperus scopulorum,Juniperus,Juniperus scopulorum,,,Alberta
Linum medium var. medium,Linum,Linum medium,var.,medium,Ontario
Morella pensylvanica,Morella,Morella pensylvanica,,,Quebec
Myrica gale,Myrica,Myrica gale,,,New Brunswick
Lupinus polyphyllus,Lupinus,Lupinus polyphyllus,,,Quebec
Myrica gale,Myrica,Myrica gale,,,Manitoba
Maianthemum stellatum,Maianthemum,Maianthemum stellatum,,,Saskatchewan
