GARDEN_CODE,INSTITUTION,TAXON,GENUS,SPECIES,RANK,INFRASPECIFC,PRIMARY_ASSOCIATED_CROP_COMMON_NAME,SECONDARY_ASSOCIATED_CROP_COMMON_NAME,FINEST_TAXON_RESOLUTION,CWR,WUS,WUS_NOTES,NATIVE,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2,SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3,SECONDARY_CROP_OR_WUS_USE_1,CATEGORY,TIER,GENEPOOL,PROVENANCE,COUNTRY,LOCALITY,LATITUDE,LONGITUDE,PROVINCE,QUANTITY
1461,BG,Sambucus canadensis,Sambucus,Sambucus canadensis,NA,NA,Elderberry,NA,Y,N,Y,fruit,Y,Food,Cultural,NA,Fruits,Ornamentals,,NA,NA,NA,NA,U,, ,,,,1
1462,BG,Sambucus canadensis,Sambucus,Sambucus canadensis,NA,NA,Elderberry,NA,Y,N,Y,fruit,Y,Food,Cultural,NA,Fruits,Ornamentals,,NA,NA,NA,NA,U,, ,,,,2
1463,BG,Sambucus canadensis,Sambucus,Sambucus canadensis,NA,NA,Elderberry,NA,Y,N,Y,fruit,Y,Food,Cultural,NA,Fruits,Ornamentals,,NA,NA,NA,NA,U,, ,,,,6
1464,BG,Shepherdia canadensis,Shepherdia,Shepherdia canadensis,NA,NA,Buffaloberry,NA,Y,N,Y,fruit,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,U,, ,,,,2
1465,BG,Sium suave,Sium,Sium suave,NA,NA,Water-parsnip,NA,Y,N,Y,,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,U,, ,,,,mass
1466,BG,Taxus brevifolia,Taxus,Taxus brevifolia,NA,NA,Taxus,NA,Y,N,Y,medicinal properties,Y,Cultural,Forest Resources,NA,Medicinals,Forest Resources,,NA,NA,NA,NA,U,, ,,,,1
1467,BG,Taxus canadensis,Taxus,Taxus canadensis,NA,NA,Taxus,NA,Y,N,Y,"twigs, fruit",Y,Cultural,Forest Resources,NA,Medicinals,Forest Resources,,NA,NA,NA,NA,U,, ,,,,8
1468,BG,Taxus canadensis,Taxus,Taxus canadensis,NA,NA,Taxus,NA,Y,N,Y,"twigs, fruit",Y,Cultural,Forest Resources,NA,Medicinals,Forest Resources,,NA,NA,NA,NA,U,, ,,,,2
1469,BG,Taxus canadensis,Taxus,Taxus canadensis,NA,NA,Taxus,NA,Y,N,Y,"twigs, fruit",Y,Cultural,Forest Resources,NA,Medicinals,Forest Resources,,NA,NA,NA,NA,U,, ,,,,20
1470,BG,Taxus canadensis,Taxus,Taxus canadensis,NA,NA,Taxus,NA,Y,N,Y,"twigs, fruit",Y,Cultural,Forest Resources,NA,Medicinals,Forest Resources,,NA,NA,NA,NA,U,, ,,,,1
1471,BG,Thuja plicata,Thuja,Thuja plicata,NA,NA,Cedar,NA,Y,N,Y,"leaves, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,U,, ,,,,1
1472,BG,Tilia americana,Tilia,Tilia americana,NA,NA,Linden,NA,Y,N,Y,"leaves, inner bark, buds, twigs",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,U,, ,,,,1
1473,BG,Tilia americana,Tilia,Tilia americana,NA,NA,Linden,NA,Y,N,Y,"leaves, inner bark, buds, twigs",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,U,, ,,,,1
1474,BG,Tilia americana,Tilia,Tilia americana,NA,NA,Linden,NA,Y,N,Y,"leaves, inner bark, buds, twigs",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,U,, ,,,,1
1475,BG,Tilia americana,Tilia,Tilia americana,NA,NA,Linden,NA,Y,N,Y,"leaves, inner bark, buds, twigs",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,U,, ,,,,1
1476,BG,Triglochin maritima,Triglochin,Triglochin maritima,NA,NA,Arrowgrass,NA,Y,N,Y,,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,U,, ,,,,mass
1477,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,U,, ,,,,1
1478,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,U,, ,,,,4
1479,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,U,, ,,,,1
1480,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,U,, ,,,,8
1481,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,U,, ,,,,2
1482,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,U,, ,,,,2
1483,BG,Typha latifolia,Typha,Typha latifolia,NA,NA,Cattail,NA,Y,N,Y,"greens, rhizomes, shoots",Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,U,, ,,,,mass
1484,BG,Ulmus americana,Ulmus,Ulmus americana,NA,NA,Elm,NA,Y,N,Y,bark,Y,Forest Resources,Cultural,NA,Forest Resources,,,NA,NA,NA,NA,U,, ,,,,1
1485,BG,Ulmus americana,Ulmus,Ulmus americana,NA,NA,Elm,NA,Y,N,Y,bark,Y,Forest Resources,Cultural,NA,Forest Resources,,,NA,NA,NA,NA,U,, ,,,,1
1486,BG,Ulmus americana,Ulmus,Ulmus americana,NA,NA,Elm,NA,Y,N,Y,bark,Y,Forest Resources,Cultural,NA,Forest Resources,,,NA,NA,NA,NA,U,, ,,,,1
1487,BG,Ulmus americana,Ulmus,Ulmus americana,NA,NA,Elm,NA,Y,N,Y,bark,Y,Forest Resources,Cultural,NA,Forest Resources,,,NA,NA,NA,NA,U,, ,,,,1
1488,BG,Ulmus americana,Ulmus,Ulmus americana,NA,NA,Elm,NA,Y,N,Y,bark,Y,Forest Resources,Cultural,NA,Forest Resources,,,NA,NA,NA,NA,U,, ,,,,1
1489,BG,Viburnum lantana,Viburnum,Viburnum lantana,NA,NA,Highbush cranberry,NA,Y,N,Y,fruit,N,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,U,, ,,,,mass
1490,BG,Viburnum lantana,Viburnum,Viburnum lantana,NA,NA,Highbush cranberry,NA,Y,N,Y,fruit,N,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,U,, ,,,,3
1491,BG,Viburnum lantana,Viburnum,Viburnum lantana,NA,NA,Highbush cranberry,NA,Y,N,Y,fruit,N,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,U,, ,,,,1
1492,BG,Viburnum lentago,Viburnum,Viburnum lentago,NA,NA,Highbush cranberry,NA,Y,N,Y,"Nannyberry, fruit",Y,Cultural,Food,NA,Ornamentals,Fruits,,NA,NA,NA,NA,U,, ,,,,1
1493,BG,Viburnum lentago,Viburnum,Viburnum lentago,NA,NA,Highbush cranberry,NA,Y,N,Y,"Nannyberry, fruit",Y,Cultural,Food,NA,Ornamentals,Fruits,,NA,NA,NA,NA,U,, ,,,,11
1494,BG,Viburnum opulus var. americanum,Viburnum,Viburnum opulus,var.,americanum,Highbush cranberry,NA,Y,N,Y,fruit,Y,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,U,, ,,,,1
1495,BG,Viburnum opulus var. americanum,Viburnum,Viburnum opulus,var.,americanum,Highbush cranberry,NA,Y,N,Y,fruit,Y,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,U,, ,,,,1
1496,BG,Viburnum opulus var. americanum,Viburnum,Viburnum opulus,var.,americanum,Highbush cranberry,NA,Y,N,Y,fruit,Y,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,U,, ,,,,3
1497,BG,Viburnum opulus var. opulus,Viburnum,Viburnum opulus,var.,opulus,Highbush cranberry,NA,Y,N,Y,fruit,N,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,U,, ,,,,1
1498,BG,Viburnum opulus var. opulus,Viburnum,Viburnum opulus,var.,opulus,Highbush cranberry,NA,Y,N,Y,fruit,N,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,U,, ,,,,1
1499,BG,Viburnum opulus var. opulus,Viburnum,Viburnum opulus,var.,opulus,Highbush cranberry,NA,Y,N,Y,fruit,N,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,U,, ,,,,1
1500,BG,Vitis aestivalis,Vitis,Vitis aestivalis,NA,NA,Grape,NA,N,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1A,1,Progenitor,U,, ,,,,1
1501,BG,Picea glauca,Picea,Picea glauca,NA,NA,Spruce,NA,Y,N,Y,"gum, tea, sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,U,Canada,"Canada: Arundel, près de la Rivière Rouge, Qc.",45.965945,-74.616663,,1
1502,BG,Betula populifolia,Betula,Betula populifolia,NA,NA,Birch,NA,Y,N,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,, ,,,,1
1503,BG,Carya cordiformis,Carya,Carya cordiformis,NA,NA,"Pecan, Hickory",NA,Y,Y,Y,"swamp hickory, bitternut hickory; nuts",Y,Food,Materials,NA,Nuts,Materials,,NA,1A,1,Primary,W,, ,,,,1
1504,BG,Dasiphora fruticosa,Dasiphora,Dasiphora fruticosa,NA,NA,Strawberry,NA,Y,Y,N,,Y,Food,,NA,Fruits,,,NA,1C,1,Tertiary,W,, ,,,,1
1505,BG,Dasiphora fruticosa,Dasiphora,Dasiphora fruticosa,NA,NA,Strawberry,NA,Y,Y,N,,Y,Food,,NA,Fruits,,,NA,1C,1,Tertiary,W,, ,,,,1
1506,BG,Juniperus horizontalis,Juniperus,Juniperus horizontalis,NA,NA,Juniper,NA,Y,N,Y,"tea, leaves and shoots edible",Y,Cultural,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,W,, ,,,,1
1507,BG,Juniperus horizontalis,Juniperus,Juniperus horizontalis,NA,NA,Juniper,NA,Y,N,Y,"tea, leaves and shoots edible",Y,Cultural,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,W,, ,,,,1
1508,BG,Juniperus horizontalis,Juniperus,Juniperus horizontalis,NA,NA,Juniper,NA,Y,N,Y,"tea, leaves and shoots edible",Y,Cultural,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,W,, ,,,,1
1509,BG,Picea rubens,Picea,Picea rubens,NA,NA,Spruce,NA,Y,N,Y,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,, ,,,,2
1510,BG,Thuja occidentalis,Thuja,Thuja occidentalis,NA,NA,Cedar,NA,Y,N,Y,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,, ,,,,6
1511,BG,Triglochin maritima,Triglochin,Triglochin maritima,NA,NA,Arrowgrass,NA,Y,N,Y,,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,W,, ,,,,3
1512,BG,Fragaria vesca,Fragaria,Fragaria vesca,NA,NA,Strawberry,NA,N,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1C,1,Tertiary,W,Austria,"Austria: Salzburg, Grödig, Untersberg, Gemainberg. ca 489 m. Mixed forest, forest clearing, limestone. Johann Peter Gruber s.n. 15 Jul 2006.",,,,mass
1513,BG,Maianthemum racemosum,Maianthemum,Maianthemum racemosum,NA,NA,Maianthemum,NA,Y,N,Y,,Y,Food,Cultural,NA,Vegetables,Medicinals,,NA,NA,NA,NA,W,Canada,Canada,45.832898,-71.381931,,mass
1514,BG,Maianthemum racemosum,Maianthemum,Maianthemum racemosum,NA,NA,Maianthemum,NA,Y,N,Y,,Y,Food,Cultural,NA,Vegetables,Medicinals,,NA,NA,NA,NA,W,Canada,Canada,,,,mass
1515,BG,Maianthemum racemosum,Maianthemum,Maianthemum racemosum,NA,NA,Maianthemum,NA,Y,N,Y,,Y,Food,Cultural,NA,Vegetables,Medicinals,,NA,NA,NA,NA,W,Canada,Canada,,,,mass
1516,BG,Maianthemum racemosum,Maianthemum,Maianthemum racemosum,NA,NA,Maianthemum,NA,Y,N,Y,,Y,Food,Cultural,NA,Vegetables,Medicinals,,NA,NA,NA,NA,W,Canada,Canada,,,,2
1517,BG,Quercus macrocarpa,Quercus,Quercus macrocarpa,NA,NA,Oak,NA,Y,N,Y,"acorns, seed meal",Y,Forest Resources,Cultural,NA,Forest Resources,Ornamentals,,NA,NA,NA,NA,W,Canada,Canada,,,,1
1518,BG,Quercus macrocarpa,Quercus,Quercus macrocarpa,NA,NA,Oak,NA,Y,N,Y,"acorns, seed meal",Y,Forest Resources,Cultural,NA,Forest Resources,Ornamentals,,NA,NA,NA,NA,W,Canada,Canada.,,,,1
1519,BG,Philadelphus lewisii,Philadelphus,Philadelphus lewisii,NA,NA,Mock-orange,NA,Y,N,Y,,Y,Cultural,,NA,Medicinals,,,NA,NA,NA,NA,W,Canada,Canada: British Colombia.,,,British Columbia,3
1520,BG,Myrica gale,Myrica,Myrica gale,NA,NA,Bayberry,NA,Y,N,Y,"fruit, leaves",Y,Food,,NA,Fruits,,,NA,NA,NA,NA,W,Canada,"Canada: Co.L'islet: St-Jean-Port-Joli. M.Raymond, J.P. Gousy s.n. 15 Sep 1953.",47.214787,-70.261754,,2
1521,BG,Sorbus sitchensis var. sitchensis,Sorbus,Sorbus sitchensis,var.,sitchensis,Rowan,NA,Y,N,Y,fruit,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,W,Canada,"Canada: Colombie-Britanique: Mt. Tod (BL). 121 m. 50°55'N, 119°56""W.",50.55,-119.56,,1
1522,BG,Sorbus sitchensis var. sitchensis,Sorbus,Sorbus sitchensis,var.,sitchensis,Rowan,NA,Y,N,Y,fruit,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,W,Canada,"Canada: Colombie-Britanique: Mt. Tod (BL). 121 m. 50°55'N, 119°56""W.",50.55,-119.56,,2
1523,BG,Sorbus sitchensis var. sitchensis,Sorbus,Sorbus sitchensis,var.,sitchensis,Rowan,NA,Y,N,Y,fruit,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,W,Canada,"Canada: Colombie-Britanique: Mt. Tod (BL). 121 m. 50°55'N, 119°56""W.",50.55,-119.56,,1
1524,BG,Vaccinium uliginosum,Vaccinium,Vaccinium uliginosum,NA,NA,Lingonberry,Blueberry,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,Food,Fruits,,,Fruits,1B,1,Secondary,W,Canada,"Canada: Gros-Mont, Notre-Dame-des Monts (Charlevoix). s.n. 2 Jul 2005.",47.665023,-70.379702,,1
1525,BG,Fraxinus americana,Fraxinus,Fraxinus americana,NA,NA,Ash,NA,Y,N,Y,ash; leaves and seeds,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Canada,"Canada: Ile Dowker, co. Vaudreuil, QC. 12/10/2003.",45.402337,-73.896881,,1
1526,BG,Acer pensylvanicum,Acer,Acer pensylvanicum,NA,NA,Maple,NA,Y,Y,Y,,Y,Food,Forest Resources,NA,Sugars,Forest Resources,,NA,1C,1,Assume distant,W,Canada,"Canada: Laval. Forêt feuillue. 28 m. 45°32'38.98""N, 73°48'3.36""W. Coursol, F. s.n. 14 May 2018.",45.323898,-73.48336,,3
1527,BG,Ribes americanum,Ribes,Ribes americanum,NA,NA,"Currant, Gooseberry",NA,Y,Y,Y,fruit,Y,Food,,NA,Fruits,Ornamentals,,NA,1B,1,Secondary,W,Canada,"Canada: Laval. Forêt feuillue. 28 m. 45°32'38.98""N, 73°48'3.36""W. Coursol, F. s.n. 14 May 2018.",45.323898,-73.48336,,3
1528,BG,Ribes cynosbati,Ribes,Ribes cynosbati,NA,NA,"Currant, Gooseberry",NA,Y,Y,Y,fruit,Y,Food,,NA,Fruits,Ornamentals,,NA,1B,1,Secondary,W,Canada,"Canada: Laval. Forêt feuillue. 28 m. 45°32'38.98""N, 73°48'3.36""W. Coursol, F. s.n. 14 May 2018.",45.323898,-73.48336,,1
1529,BG,Rosa acicularis,Rosa,Rosa acicularis,NA,NA,Rose,NA,N,N,Y,fruit,Y,Food,,NA,Fruits,Ornamentals,,NA,NA,NA,NA,W,Canada,"Canada: Manitoba: Flin Flon, Swan River.",54.766015,-101.875027,,1
1530,BG,Salix planifolia,Salix,Salix planifolia,NA,NA,Willow,NA,Y,N,Y,leaves,Y,Cultural,Food,NA,Medicinals,Vegetables,Forest Resources,NA,NA,NA,NA,W,Canada,"Canada: Mont Albert, le long du sentier, à la limite des arbres et de la zone alpine. ca 1027 m. 48°56'12.1""N, 66°10'22.1""W. Stéphane Bailleul s.n. 10 Jul 2006.",48.56121,-66.10221,,1
1531,BG,Rubus arcticus,Rubus,Rubus arcticus,NA,NA,"Blackberry, Raspberry",NA,N,Y,Y,Nagoonberry; fruit,Y,Food,,NA,Fruits,,,NA,1C,1,Tertiary,W,Canada,"Canada: Mont de la Table, au nord-ouest du lac de la Table, le long d'un ruisseau. ca 1084 m. 48°58'49.5""N, 65°59'59""W. Stéphane Bailleul s.n. 12 Jul 2006.",48.58497,-65.59,,2
1532,BG,Rubus arcticus,Rubus,Rubus arcticus,NA,NA,"Blackberry, Raspberry",NA,N,Y,Y,Nagoonberry; fruit,Y,Food,,NA,Fruits,,,NA,1C,1,Tertiary,W,Canada,"Canada: Mont de la Table, au nord-ouest du lac de la Table, le long d'un ruisseau. ca 1084 m. 48°58'49.5""N, 65°59'59""W. Stéphane Bailleul s.n. 12 Jul 2006.",48.58497,-65.59,,1
1533,BG,Salix planifolia,Salix,Salix planifolia,NA,NA,Willow,NA,Y,N,Y,leaves,Y,Cultural,Food,NA,Medicinals,Vegetables,Forest Resources,NA,NA,NA,NA,W,Canada,"Canada: Mont de la Table, près de la rive nord-ouest du lac de la Table. ca 1086 m. 48°58'49.7""N, 66°00'01.8""W. Stéphane Bailleul s.n. 12 Jul 2006.",48.58497,-66.0001,,2
1534,BG,Lysichiton americanus,Lysichiton,Lysichiton americanus,NA,NA,Skunk Cabbage,NA,Y,N,Y,,Y,Food,Cultural,NA,Vegetables,Medicinals,,NA,NA,NA,NA,W,Canada,"Canada: Near Malahat B.C. (Victoria Island) half way between turnoff from highway 1 to South end of Shawinigan Lake road, on Shawinigan Lake rd. Swamp. Growing in detrital peat under a canopy of Salix sp. part of a scattered larger population. ca 240 m. 48°35'N, 123°37'W. R. Hebda s.n. 18 Mar 1984.",48.35,-123.37,,1
1535,BG,Pycnanthemum virginianum,Pycnanthemum,Pycnanthemum virginianum,NA,NA,Mountain-mint,NA,Y,Y,Y,condiment,Y,Cultural,,NA,Medicinals,,,NA,2,2,NA,W,Canada,Canada: Ontario.,,,Ontario,mass
1536,BG,Allium tricoccum,Allium,Allium tricoccum,NA,NA,Allium,NA,N,Y,Y,ramps'; leaves and bulbs,Y,Food,,NA,Vegetables,,,NA,1C,1,Assume distant,W,Canada,"Canada: Ontario: Bellamy, Mills Rd., entre Ramsay Concession 6D et 7B. Nathalie Petit s.n. 15 May 2018.",45.215329,-76.301422,,4
1537,BG,Corylus americana,Corylus,Corylus americana,NA,NA,Filbert,NA,Y,Y,Y,hazelnut; nuts,Y,Food,,NA,Nuts,,,NA,1B,1,Secondary,W,Canada,Canada: Ontario: Ile Cornwall.,45.006393,-74.721485,,1
1538,BG,Corylus americana,Corylus,Corylus americana,NA,NA,Filbert,NA,Y,Y,Y,hazelnut; nuts,Y,Food,,NA,Nuts,,,NA,1B,1,Secondary,W,Canada,Canada: Ontario: Ile Cornwall.,45.006393,-74.721485,,1
1539,BG,Corylus americana,Corylus,Corylus americana,NA,NA,Filbert,NA,Y,Y,Y,hazelnut; nuts,Y,Food,,NA,Nuts,,,NA,1B,1,Secondary,W,Canada,Canada: Ontario: Ile Cornwall.,45.006393,-74.721485,,3
1540,BG,Corylus americana,Corylus,Corylus americana,NA,NA,Filbert,NA,Y,Y,Y,hazelnut; nuts,Y,Food,,NA,Nuts,,,NA,1B,1,Secondary,W,Canada,Canada: Ontario: Ile Cornwall.,45.006393,-74.721485,,mass
1541,BG,Dasiphora fruticosa,Dasiphora,Dasiphora fruticosa,NA,NA,Strawberry,NA,Y,Y,N,,Y,Food,,NA,Fruits,,,NA,1C,1,Tertiary,W,Canada,Canada: Ontario: Oliphant.,44.7326,-81.266667,,2
1542,BG,Dasiphora fruticosa,Dasiphora,Dasiphora fruticosa,NA,NA,Strawberry,NA,Y,Y,N,,Y,Food,,NA,Fruits,,,NA,1C,1,Tertiary,W,Canada,Canada: Ontario: Oliphant.,44.7326,-81.266667,,1
1543,BG,Dasiphora fruticosa,Dasiphora,Dasiphora fruticosa,NA,NA,Strawberry,NA,Y,Y,N,,Y,Food,,NA,Fruits,,,NA,1C,1,Tertiary,W,Canada,Canada: Ontario: Oliphant.,44.7326,-81.266667,,2
1544,BG,Dasiphora fruticosa,Dasiphora,Dasiphora fruticosa,NA,NA,Strawberry,NA,Y,Y,N,,Y,Food,,NA,Fruits,,,NA,1C,1,Tertiary,W,Canada,Canada: Ontario: Oliphant.,44.7326,-81.266667,,1
1545,BG,Betula alleghaniensis,Betula,Betula alleghaniensis,NA,NA,Birch,NA,Y,N,Y,twigs and sap,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Canada,"Canada: Ontario: Queen Victoria Park, Niagara Falls. 43°4'23""N, 79°4'49""W.",43.423,-79.449,,1
1546,BG,Betula alleghaniensis,Betula,Betula alleghaniensis,NA,NA,Birch,NA,Y,N,Y,twigs and sap,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Canada,"Canada: Ontario: Queen Victoria Park, Niagara Falls. 43°4'23""N, 79°4'49""W.",43.423,-79.449,,1
1547,BG,Blitum capitatum,Blitum,Blitum capitatum,NA,NA,Spinach,NA,N,Y,Y,strawberry spinach; greens and fruit,Y,Food,,NA,Vegetables,,,NA,1C,1,Tertiary,W,Canada,Canada: Qc (sans autre détail).,,,Quebec,mass
1548,BG,Elymus hystrix,Elymus,Elymus hystrix,NA,NA,Wheat,Wild-rye,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1C,1,Tertiary,W,Canada,Canada: Québec.,,,Quebec,2
1549,BG,Larix laricina,Larix,Larix laricina,NA,NA,Larch,NA,Y,N,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Canada,Canada: Québec.,,,Quebec,9
1550,BG,Vaccinium oxycoccos,Vaccinium,Vaccinium oxycoccos,NA,NA,Cranberry,NA,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,1B,1,Secondary,W,Canada,Canada: Québec.,,,Quebec,1
1551,BG,Bromus kalmii,Bromus,Bromus kalmii,NA,NA,Bromegrass,NA,Y,Y,N,,Y,Food,,NA,Forage and Feed,,,NA,2,2,NA,W,Canada,Canada: Québec: Alvar de Kilroy Station. Urgence Conservation BRKA03. 28 Aug 2002.,,,Quebec,3
1552,BG,Maianthemum stellatum,Maianthemum,Maianthemum stellatum,NA,NA,Maianthemum,NA,Y,N,Y,,Y,Food,Cultural,NA,Vegetables,Medicinals,,NA,NA,NA,NA,W,Canada,"Canada: Québec: Archipel de Mingan. Pierre Brochu, Michel-André Otis s.n. 23 Aug 1986.",50.220421,-63.624484,,mass
1553,BG,Maianthemum stellatum,Maianthemum,Maianthemum stellatum,NA,NA,Maianthemum,NA,Y,N,Y,,Y,Food,Cultural,NA,Vegetables,Medicinals,,NA,NA,NA,NA,W,Canada,"Canada: Québec: Archipel de Mingan. Pierre Brochu, Michel-André Otis s.n. 23 Aug 1986.",50.220421,-63.624484,,mass
1554,BG,Maianthemum stellatum,Maianthemum,Maianthemum stellatum,NA,NA,Maianthemum,NA,Y,N,Y,,Y,Food,Cultural,NA,Vegetables,Medicinals,,NA,NA,NA,NA,W,Canada,"Canada: Québec: Archipel de Mingan. Pierre Brochu, Michel-André Otis s.n. 23 Aug 1986.",50.220421,-63.624484,,mass
1555,BG,Physaria arctica,Physaria,Physaria arctica,NA,NA,Lesquerella,NA,Y,N,N,,Y,Food,,NA,Oils,,,NA,NA,NA,NA,W,Canada,"Canada: Québec: Île d'Anticosti, rivière Jupiter, à l'embouchure du ruisseau Trois-Milles. 49°29'58.117344""N, 63°31'55.79112""W. Jacques Labrecque s.n. 15 Aug 2008.",49.29581173,-63.315579,,1
1556,BG,Quercus bicolor,Quercus,Quercus bicolor,NA,NA,Oak,NA,Y,N,Y,acorns,Y,Forest Resources,Cultural,NA,Forest Resources,Ornamentals,,NA,NA,NA,NA,W,Canada,"Canada: Québec: Îles de la Paix, Ctés de Beauharnois et de Chateauguay. QUBI 01. 17 Sep 2003.",45.333024,-73.8485,,1
1557,BG,Vaccinium uliginosum,Vaccinium,Vaccinium uliginosum,NA,NA,Lingonberry,Blueberry,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,Food,Fruits,,,Fruits,1B,1,Secondary,W,Canada,Canada: Québec: Baie Johan-Beetz.,50.337655,-62.746151,,1
1558,BG,Pycnanthemum virginianum,Pycnanthemum,Pycnanthemum virginianum,NA,NA,Mountain-mint,NA,Y,Y,Y,condiment,Y,Cultural,,NA,Medicinals,,,NA,2,2,NA,W,Canada,"Canada: Québec: Boisé de l'Orée, Laval. PYVI 02. 12 Sep 2002.",45.57379,-73.846903,,3
1559,BG,Pycnanthemum virginianum,Pycnanthemum,Pycnanthemum virginianum,NA,NA,Mountain-mint,NA,Y,Y,Y,condiment,Y,Cultural,,NA,Medicinals,,,NA,2,2,NA,W,Canada,"Canada: Québec: Boisé de l'Orée, Laval. PYVI 02. 12 Sep 2002.",45.57379,-73.846903,,20
1560,BG,Allium tricoccum,Allium,Allium tricoccum,NA,NA,Allium,NA,N,Y,Y,ramps'; leaves and bulbs,Y,Food,,NA,Vegetables,,,NA,1C,1,Assume distant,W,Canada,"Canada: Québec: Bolton-Pass, Co.: Brome. N.Cornellier, L.Savoie, C. Picotte 277-82. 28 Sep 1982.",45.19346,-72.570961,,12
1561,BG,Rosa virginiana,Rosa,Rosa virginiana,NA,NA,Rose,NA,N,N,Y,fruit,Y,Food,,NA,Fruits,Ornamentals,,NA,NA,NA,NA,W,Canada,"Canada: Québec: Bonaventure, M.R.C. Gaspésie. Simon Joly 1000-1. 1 Jul 2003.",48.067178,-65.452279,,1
1562,BG,Acer nigrum,Acer,Acer nigrum,NA,NA,Maple,NA,Y,Y,Y,,Y,Food,Forest Resources,NA,Sugars,Forest Resources,,NA,1C,1,Assume distant,W,Canada,Canada: Québec: Buckingham.,45.584759,-75.418035,,1
1563,BG,Acer pensylvanicum,Acer,Acer pensylvanicum,NA,NA,Maple,NA,Y,Y,Y,,Y,Food,Forest Resources,NA,Sugars,Forest Resources,,NA,1C,1,Assume distant,W,Canada,Canada: Québec: Buckingham.,45.584759,-75.418035,,1
