"","TAXON","GENUS","SPECIES","RANK","INFRASPECIFC","PRIMARY_ASSOCIATED_CROP_COMMON_NAME","SECONDARY_ASSOCIATED_CROP_COMMON_NAME","FINEST_TAXON_RESOLUTION","CWR","WUS","WUS_NOTES","NATIVE","PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1","PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2","SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3","SECONDARY_CROP_OR_WUS_USE_1","CATEGORY","TIER","GENEPOOL","GRAFTSTOCK","ABIOTIC_TRAIT_2","ABIOTIC_TRAIT_3","BIOTIC_TRAIT_1","BIOTIC_TRAIT_2","FERTILITY_TRAIT","AGRONOMIC_TRAIT_1","AGRONOMIC_TRAIT_2","AGRONOMIC_TRAIT_3","PHENOLOGICAL_TRAIT","SOURCE_OF_TAXON","GENEPOOL__GRAFTSTOCK_TRAITS_SOURCE","WUS_SOURCE","NAME","COMMON.NAME","FAMILY","NATIVITY","NSC","LOCATION.and.QUANTITY","ACCN..","PT","LATITUDE","LONGITUDE","PSOURCE","Genus","Species_only","Variant","Subspecies","Rank","Infraspecific","Species"
"62","Agastache foeniculum","Agastache","Agastache foeniculum",NA,NA,"Hyssop",NA,"Y","N","Y","","Y","Cultural","",NA,"Medicinals","","",NA,"2",2,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Agastache foeniculum","anise hyssop, hummingbird mint","Lamiaceae","Canada & USA","!HD","96A (3), 96F (3), 55 (3), 50C (3)","2017-0328"," "," "," ","Richters","Agastache","foeniculum","","","","","Agastache foeniculum"
"63","Allium cernuum","Allium","Allium cernuum",NA,NA,"Allium",NA,"Y","Y","Y","nodding onion; bulbs and greens","Y","Food","",NA,"Vegetables","","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Allium cernuum","nodding onion","Amaryllidaceae","N Amer","!BU","24A (14)                                                 ","1995-0622"," "," "," ","T&M-England","Allium","cernuum","","","","","Allium cernuum"
"64","Allium cernuum","Allium","Allium cernuum",NA,NA,"Allium",NA,"Y","Y","Y","nodding onion; bulbs and greens","Y","Food","",NA,"Vegetables","","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Allium cernuum","nodding onion","Amaryllidaceae","N Amer","!BU","7 (364)                                                 ","2011-0246"," "," "," ","Cedar Rim","Allium","cernuum","","","","","Allium cernuum"
"65","Allium cernuum","Allium","Allium cernuum",NA,NA,"Allium",NA,"Y","Y","Y","nodding onion; bulbs and greens","Y","Food","",NA,"Vegetables","","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Allium cernuum","nodding onion","Amaryllidaceae","N Amer","!BU","137F (10)                                                 ","2013-0212"," "," "," ","BC's Wild","Allium","cernuum","","","","","Allium cernuum"
"66","Allium cernuum","Allium","Allium cernuum",NA,NA,"Allium",NA,"Y","Y","Y","nodding onion; bulbs and greens","Y","Food","",NA,"Vegetables","","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Allium cernuum","nodding onion","Amaryllidaceae","N Amer","!BU","4 (18), 24A (10), 88 (4)","2009-0615"," "," "," ","N.A.T.S.","Allium","cernuum","","","","","Allium cernuum"
"67","Allium cernuum","Allium","Allium cernuum",NA,NA,"Allium",NA,"Y","Y","Y","nodding onion; bulbs and greens","Y","Food","",NA,"Vegetables","","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Allium cernuum","nodding onion","Amaryllidaceae","N Amer","!BU","24A (1), 23B (75)","2005-0167"," "," "," ","N.A.T.S.","Allium","cernuum","","","","","Allium cernuum"
"68","Allium cernuum","Allium","Allium cernuum",NA,NA,"Allium",NA,"Y","Y","Y","nodding onion; bulbs and greens","Y","Food","",NA,"Vegetables","","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Allium cernuum","nodding onion","Amaryllidaceae","N Amer","!BU","NURS                                                  ","2015-0145"," "," "," ","Linnaea","Allium","cernuum","","","","","Allium cernuum"
"69","Allium cernuum","Allium","Allium cernuum",NA,NA,"Allium",NA,"Y","Y","Y","nodding onion; bulbs and greens","Y","Food","",NA,"Vegetables","","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Allium cernuum","nodding onion","Amaryllidaceae","N Amer","!BU","24A (18)                                                 ","1995-0695"," "," "," ","Jelitto","Allium","cernuum","","","","","Allium cernuum"
"70","Allium cernuum","Allium","Allium cernuum",NA,NA,"Allium",NA,"Y","Y","Y","nodding onion; bulbs and greens","Y","Food","",NA,"Vegetables","","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Allium cernuum","nodding onion","Amaryllidaceae","N Amer","!BU","137E (2), 135B (6)","1997-0290"," "," "," ","Plant Sale","Allium","cernuum","","","","","Allium cernuum"
"71","Allium schoenoprasum","Allium","Allium schoenoprasum",NA,NA,"Allium",NA,"N","Y","Y","gathered as 'wild chives'","Y","Food","",NA,"Vegetables","","",NA,"1C",1,"Tertiary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Allium schoenoprasum 'Forescate'","chives","Amaryllidaceae","Garden Origin","!BU","54 (25)                                                 ","1994-0309"," "," "," ","Valleybrook","Allium","schoenoprasum","","","","","Allium schoenoprasum"
"72","Allium schoenoprasum","Allium","Allium schoenoprasum",NA,NA,"Allium",NA,"N","Y","Y","gathered as 'wild chives'","Y","Food","",NA,"Vegetables","","",NA,"1C",1,"Tertiary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Allium schoenoprasum [Profusion] = 'Sterile'","common chives","Amaryllidaceae","Garden Origin","!BU","24H (17), 58B (7)","2014-0185"," "," "," ","Richters","Allium","schoenoprasum","","","","","Allium schoenoprasum"
"73","Allium schoenoprasum","Allium","Allium schoenoprasum",NA,NA,"Allium",NA,"N","Y","Y","gathered as 'wild chives'","Y","Food","",NA,"Vegetables","","",NA,"1C",1,"Tertiary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Allium schoenoprasum","common chives","Amaryllidaceae","Europe & Asia","!BU","41B (1)                                                 ","1994-0260"," "," "," ","Jones, C","Allium","schoenoprasum","","","","","Allium schoenoprasum"
"74","Allium schoenoprasum","Allium","Allium schoenoprasum",NA,NA,"Allium",NA,"N","Y","Y","gathered as 'wild chives'","Y","Food","",NA,"Vegetables","","",NA,"1C",1,"Tertiary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Allium schoenoprasum","common chives","Amaryllidaceae","Europe & Asia","!BU","32 (30)                                                 ","1991-0464"," "," "," ","Unknown","Allium","schoenoprasum","","","","","Allium schoenoprasum"
"75","Allium schoenoprasum","Allium","Allium schoenoprasum",NA,NA,"Allium",NA,"N","Y","Y","gathered as 'wild chives'","Y","Food","",NA,"Vegetables","","",NA,"1C",1,"Tertiary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Allium schoenoprasum 'Forescate'","chives","Amaryllidaceae","Garden Origin","!BU","55 (5), 50F (5), 50D (5)","2017-0058"," "," "," ","Valleybrook","Allium","schoenoprasum","","","","","Allium schoenoprasum"
"76","Allium schoenoprasum","Allium","Allium schoenoprasum",NA,NA,"Allium",NA,"N","Y","Y","gathered as 'wild chives'","Y","Food","",NA,"Vegetables","","",NA,"1C",1,"Tertiary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Allium schoenoprasum [Profusion] = 'Sterile'","common chives","Amaryllidaceae","Garden Origin","!BU","33 (5)                                                 ","2013-0160"," "," "," ","Richters","Allium","schoenoprasum","","","","","Allium schoenoprasum"
"77","Allium stellatum","Allium","Allium stellatum",NA,NA,"Allium",NA,"Y","Y","Y","prairie onion or pink flowered onion, both the bulbs and greens consumed","Y","Food","",NA,"Vegetables","","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Allium stellatum","pink-flowered onion","Amaryllidaceae","N Amer","!BU","135A (17), 137M (34)","1997-0039"," "," "," ","Jelitto","Allium","stellatum","","","","","Allium stellatum"
"78","Alnus rubra","Alnus","Alnus rubra",NA,NA,"Alder",NA,"Y","N","Y","inner bark and catkins","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Alnus rubra","red alder","Betulaceae","WNA","!TD","137F (1)                                                 ","1995-0829"," "," "," ","VD-Seedling","Alnus","rubra","","","","","Alnus rubra"
"79","Alnus rubra","Alnus","Alnus rubra",NA,NA,"Alder",NA,"Y","N","Y","inner bark and catkins","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Alnus rubra","red alder","Betulaceae","WNA","!TD","24B (1)                                                 ","1991-0640"," "," "," ","Unknown","Alnus","rubra","","","","","Alnus rubra"
"80","Amelanchier alnifolia","Amelanchier","Amelanchier alnifolia",NA,NA,"Saskatoon",NA,"N","Y","Y","edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit","Y","Food","Cultural",NA,"Fruits","Ornamental","",NA,"1",1,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Amelanchier alnifolia","Saskatoon serviceberry ","Rosaceae","North America","!SD","24A (1)                                                 ","2004-0055"," "," "," ","Pacific Rim","Amelanchier","alnifolia","","","","","Amelanchier alnifolia"
"81","Amelanchier alnifolia","Amelanchier","Amelanchier alnifolia",NA,NA,"Saskatoon",NA,"N","Y","Y","edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit","Y","Food","Cultural",NA,"Fruits","Ornamental","",NA,"1",1,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Amelanchier alnifolia 'Obelisk'","Saskatoon serviceberry ","Rosaceae","Garden Origin","!SD","96B (3)                                                 ","2017-0007"," "," "," ","Kato's","Amelanchier","alnifolia","","","","","Amelanchier alnifolia"
"82","Amelanchier alnifolia","Amelanchier","Amelanchier alnifolia",NA,NA,"Saskatoon",NA,"N","Y","Y","edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit","Y","Food","Cultural",NA,"Fruits","Ornamental","",NA,"1",1,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Amelanchier alnifolia","Saskatoon serviceberry ","Rosaceae","North America","!SD","22A (3), 10 (5), 24B (1)","2011-0213"," "," "," ","Cedar Rim","Amelanchier","alnifolia","","","","","Amelanchier alnifolia"
"83","Amelanchier alnifolia","Amelanchier","Amelanchier alnifolia",NA,NA,"Saskatoon",NA,"N","Y","Y","edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit","Y","Food","Cultural",NA,"Fruits","Ornamental","",NA,"1",1,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Amelanchier alnifolia","Saskatoon serviceberry ","Rosaceae","North America","!SD","79A (1)                                                 ","2016-0242"," "," "," ","N.A.T.S.","Amelanchier","alnifolia","","","","","Amelanchier alnifolia"
"84","Amelanchier alnifolia","Amelanchier","Amelanchier alnifolia",NA,NA,"Saskatoon",NA,"N","Y","Y","edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit","Y","Food","Cultural",NA,"Fruits","Ornamental","",NA,"1",1,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Amelanchier alnifolia","Saskatoon serviceberry ","Rosaceae","North America","!SD","117 (1), 107B (2), 159 (10), 137F (1)","1990-0526"," "," "," ","Hortico","Amelanchier","alnifolia","","","","","Amelanchier alnifolia"
"85","Amelanchier alnifolia","Amelanchier","Amelanchier alnifolia",NA,NA,"Saskatoon",NA,"N","Y","Y","edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit","Y","Food","Cultural",NA,"Fruits","Ornamental","",NA,"1",1,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Amelanchier alnifolia","Saskatoon serviceberry ","Rosaceae","North America","!SD","79A (1)                                                 ","2018-0081"," "," "," ","N.A.T.S.","Amelanchier","alnifolia","","","","","Amelanchier alnifolia"
"86","Amelanchier alnifolia","Amelanchier","Amelanchier alnifolia",NA,NA,"Saskatoon",NA,"N","Y","Y","edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit","Y","Food","Cultural",NA,"Fruits","Ornamental","",NA,"1",1,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Amelanchier alnifolia 'Beaverlodge'","saskatoon (Canadian cv)","Rosaceae","Garden Origin","!SD","135C (1)                                                 ","1989-0123"," "," "," ","Morden Nurs","Amelanchier","alnifolia","","","","","Amelanchier alnifolia"
"87","Amelanchier alnifolia","Amelanchier","Amelanchier alnifolia",NA,NA,"Saskatoon",NA,"N","Y","Y","edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit","Y","Food","Cultural",NA,"Fruits","Ornamental","",NA,"1",1,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Amelanchier alnifolia","Saskatoon serviceberry ","Rosaceae","North America","!SD","24D (1)                                                 ","2012-0328"," "," "," ","VD-Seedling","Amelanchier","alnifolia","","","","","Amelanchier alnifolia"
"88","Amelanchier arborea","Amelanchier","Amelanchier arborea",NA,NA,"Saskatoon",NA,"Y","Y","Y","edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit","Y","Food","Cultural",NA,"Fruits","Ornamental","",NA,"1",1,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Amelanchier arborea","downy serviceberry","Rosaceae","N Amer","!TD","107C (1)                                                 ","1992-0032"," "," "," ","Forestfarm","Amelanchier","arborea","","","","","Amelanchier arborea"
"89","Amelanchier canadensis","Amelanchier","Amelanchier canadensis",NA,NA,"Saskatoon",NA,"Y","Y","Y","edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit","Y","Food","Cultural",NA,"Fruits","Ornamental","",NA,"1",1,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Amelanchier canadensis","shadblow serviceberry","Rosaceae","ENA","!SD","137D (3), 107B (1)","1990-0528"," "," "," ","Hortico","Amelanchier","canadensis","","","","","Amelanchier canadensis"
"90","Apios americana","Apios","Apios americana",NA,NA,"Ground nut",NA,"Y","N","Y","ground nut' or 'potato bean' edible tuber","Y","Food","",NA,"Vegetables","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Apios americana","ground nut, wild bean","Fabaceae","ENA","!VD","16 (1), 107A (1), 10 (1)","2020-0045"," "," "," ","Fraser'sThim","Apios","americana","","","","","Apios americana"
"91","Apios americana","Apios","Apios americana",NA,NA,"Ground nut",NA,"Y","N","Y","ground nut' or 'potato bean' edible tuber","Y","Food","",NA,"Vegetables","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Apios americana","ground nut, wild bean","Fabaceae","ENA","!VD","134C (1)                                                 ","2005-0284"," "," "," ","Unknown","Apios","americana","","","","","Apios americana"
"92","Aralia nudicaulis","Aralia","Aralia nudicaulis",NA,NA,"Wild-sarsaparilla",NA,"Y","N","Y","medicinal properties","Y","Cultural","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Aralia nudicaulis","wild sarsaparilla","Araliaceae","North America","!HD","137M (1), 137D (1)","1993-0729","W"," "," ","MontrealBG","Aralia","nudicaulis","","","","","Aralia nudicaulis"
"93","Aralia nudicaulis","Aralia","Aralia nudicaulis",NA,NA,"Wild-sarsaparilla",NA,"Y","N","Y","medicinal properties","Y","Cultural","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Aralia nudicaulis","wild sarsaparilla","Araliaceae","North America","!HD","137F (3)                                                 ","2013-0311"," "," "," ","Fraser'sThim","Aralia","nudicaulis","","","","","Aralia nudicaulis"
"94","Aralia nudicaulis","Aralia","Aralia nudicaulis",NA,NA,"Wild-sarsaparilla",NA,"Y","N","Y","medicinal properties","Y","Cultural","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Aralia nudicaulis","wild sarsaparilla","Araliaceae","North America","!HD","107C (8), 10 (15)","2017-0102"," "," "," ","St. Williams","Aralia","nudicaulis","","","","","Aralia nudicaulis"
"95","Arbutus menziesii","Arbutus","Arbutus menziesii",NA,NA,"Arbutus",NA,"Y","N","Y","medicinal properties","Y","Cultural","Food",NA,"Medicinals","Fruits","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Arbutus menziesii","Pacific madrone","Ericaceae","W North America","!TE","22B (1)                                                 ","1983-0514"," "," "," ","Sunset","Arbutus","menziesii","","","","","Arbutus menziesii"
"96","Arbutus menziesii","Arbutus","Arbutus menziesii",NA,NA,"Arbutus",NA,"Y","N","Y","medicinal properties","Y","Cultural","Food",NA,"Medicinals","Fruits","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Arbutus menziesii","Pacific madrone","Ericaceae","W North America","!TE","4 (2), 7 (1), 9 (2)","2011-0214"," "," "," ","Cedar Rim","Arbutus","menziesii","","","","","Arbutus menziesii"
