"","TAXON","GENUS","SPECIES","RANK","INFRASPECIFC","PRIMARY_ASSOCIATED_CROP_COMMON_NAME","SECONDARY_ASSOCIATED_CROP_COMMON_NAME","FINEST_TAXON_RESOLUTION","CWR","WUS","WUS_NOTES","NATIVE","PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1","PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2","SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3","SECONDARY_CROP_OR_WUS_USE_1","CATEGORY","TIER","GENEPOOL","GRAFTSTOCK","ABIOTIC_TRAIT_2","ABIOTIC_TRAIT_3","BIOTIC_TRAIT_1","BIOTIC_TRAIT_2","FERTILITY_TRAIT","AGRONOMIC_TRAIT_1","AGRONOMIC_TRAIT_2","AGRONOMIC_TRAIT_3","PHENOLOGICAL_TRAIT","SOURCE_OF_TAXON","GENEPOOL__GRAFTSTOCK_TRAITS_SOURCE","WUS_SOURCE","Accession","Name","Taxonomy","Origin","Repository","Genus","Species_only","Variant","Subspecies","Rank","Infraspecific","Species"
"258","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99772","Native 'BC Collection: Site 72'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"259","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99776","Native 'BC Collection: Site 72'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"260","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99713","Native 'BC Collection: Site 62'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"261","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99694","Native 'BC Collection: Site 56'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"262","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99711","Native 'BC Collection: Site 62'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"263","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99833","Native 'BC Collection: Site 78 A'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"264","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99728","Native 'BC Collection: Site 66'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"265","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99712","Native 'BC Collection: Site 62'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"266","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99717","Native 'BC Collection: Site 66'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"267","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99725","Native 'BC Collection: Site 66'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"268","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99727","Native 'BC Collection: Site 66'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"269","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99775","Native 'BC Collection: Site 72'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"270","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99707","Native 'BC Collection: Site 60'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"271","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99700","Native 'BC Collection: Site 58'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"272","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99714","Native 'BC Collection: Site 62'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"273","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99726","Native 'BC Collection: Site 66'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"274","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99698","Native 'BC Collection: Site 58'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"275","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 102234","Native 'BC Collection: Site 164'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"276","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99706","Native 'BC Collection: Site 60'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"277","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 100529","Native 'BC Collection: Site 135 A'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"278","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99703","Native 'BC Collection: Site 58'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"279","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99719","Native 'BC Collection: Site 66'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"280","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99716","Native 'BC Collection: Site 66'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"281","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99702","Native 'BC Collection: Site 58'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"282","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99829","Native 'BC Collection: Site 78 A'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"283","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99827","Native 'BC Collection: Site 78 A'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"284","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99722","Native 'BC Collection: Site 66'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"285","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99786","Native 'BC Collection: Site 73'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"286","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99718","Native 'BC Collection: Site 66'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"287","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99701","Native 'BC Collection: Site 58'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"288","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99783","Native 'BC Collection: Site 73'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"289","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99723","Native 'BC Collection: Site 66'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"290","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99705","Native 'BC Collection: Site 60'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"291","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99826","Native 'BC Collection: Site 78 A'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"292","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99824","Native 'BC Collection: Site 78 A'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"293","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99715","Native 'BC Collection: Site 62'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"294","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99785","Native 'BC Collection: Site 73'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"295","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99784","Native 'BC Collection: Site 73'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"296","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99838","Native 'BC Collection: Site 79'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"297","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99825","Native 'BC Collection: Site 78 A'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"298","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99704","Native 'BC Collection: Site 58'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"299","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99720","Native 'BC Collection: Site 66'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"300","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99787","Native 'BC Collection: Site 73'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"301","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99789","Native 'BC Collection: Site 73'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"302","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","Strawberry",NA,"Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99836","Native 'BC Collection: Site 78 A'","Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt","British Columbia, Canada","CCG","Fragaria","chiloensis","","pacifica","subsp.","pacifica","Fragaria chiloensis"
"303","Fragaria vesca","Fragaria","Fragaria vesca",NA,NA,"Strawberry",NA,"N","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1C",1,"Tertiary","","","","Disease Resistance (B)","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99574","Native 'BC Collection: Site 15'","Fragaria vesca L.","British Columbia, Canada","CCG","Fragaria","vesca","","","","","Fragaria vesca"
"304","Fragaria vesca","Fragaria","Fragaria vesca",NA,NA,"Strawberry",NA,"N","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1C",1,"Tertiary","","","","Disease Resistance (B)","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99570","Native 'BC Collection: Site 15'","Fragaria vesca L.","British Columbia, Canada","CCG","Fragaria","vesca","","","","","Fragaria vesca"
"305","Fragaria vesca","Fragaria","Fragaria vesca",NA,NA,"Strawberry",NA,"N","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1C",1,"Tertiary","","","","Disease Resistance (B)","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99586","Native 'BC Collection: Site 70'","Fragaria vesca L.","British Columbia, Canada","CCG","Fragaria","vesca","","","","","Fragaria vesca"
"306","Fragaria vesca","Fragaria","Fragaria vesca",NA,NA,"Strawberry",NA,"N","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1C",1,"Tertiary","","","","Disease Resistance (B)","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99582","Native 'BC Collection: Site 70'","Fragaria vesca L.","British Columbia, Canada","CCG","Fragaria","vesca","","","","","Fragaria vesca"
"307","Fragaria virginiana","Fragaria","Fragaria virginiana",NA,NA,"Strawberry",NA,"N","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","Disease Resistance (B)","","","Crop Quality (AG)","High Yield (AG)","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99593","Native 'BC Collection: Site 123'","Fragaria virginiana Mill.","Ontario, Canada","CCG","Fragaria","virginiana","","","","","Fragaria virginiana"
"308","Fragaria virginiana","Fragaria","Fragaria virginiana",NA,NA,"Strawberry",NA,"N","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,"1A",1,"Primary","","","","Disease Resistance (B)","","","Crop Quality (AG)","High Yield (AG)","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","CN 99593","Native 'BC Collection: Site 123'","Fragaria virginiana Mill.","Ontario, Canada","CCG","Fragaria","virginiana","","","","","Fragaria virginiana"
