SPECIES,TAXON,scientificName,PRIMARY_ASSOCIATED_CROP_COMMON_NAME,CATEGORY,TIER,WUS,ROUNDED_N_RANK,ROUNDED_G_RANK,COSEWIC_DESC,CWR,total_accessions_sp,garden_accessions_sp,genebank_accessions_sp,total_accessions_w_finest_taxon_res,garden_accessions_w_finest_taxon_res,genebank_accessions_w_finest_taxon_res,INFRASPECIFIC_COLLECTIONS_ASSIGNED,FINEST_TAXON_RESOLUTION,GENUS,RANK,INFRASPECIFIC,WUS_NOTES,NATIVE,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2,SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3,SECONDARY_CROP_OR_WUS_USE_1,GENEPOOL
Lupinus leucophyllus,Lupinus leucophyllus,Lupinus leucophyllus Douglas ex Lindl.,Lupin,1C,1,Y,NNA,G5,,Y,58,0,58,0,0,0,,Y,Lupinus,NA,NA,used directly as an ornamental,Y,Food,Ornamentals,NA,Pulses,Ornamentals,,NA,Assume distant
Lupinus littoralis,Lupinus littoralis,Lupinus littoralis Douglas ex Lindl.,Lupin,1C,1,Y,N5,G5,,Y,9,2,7,0,0,0,,Y,Lupinus,NA,NA,,Y,Food,,NA,Pulses,,,NA,Assume distant
Lupinus microcarpus,Lupinus microcarpus,Lupinus microcarpus Sims,Lupin,1C,1,Y,NNR,GNR,,Y,10,3,7,0,0,0,,Y,Lupinus,NA,NA,used directly as an ornamental,Y,Food,Ornamentals,NA,Pulses,Ornamentals,,NA,Assume distant
Lupinus nootkatensis,Lupinus nootkatensis,Lupinus nootkatensis Donn ex Sims,Lupin,1C,1,Y,N5,G5,,Y,22,1,21,0,0,0,Y,N,Lupinus,NA,NA,,Y,Food,,NA,Pulses,,,NA,Assume distant
Lupinus nootkatensis,Lupinus nootkatensis var. nootkatensis,Lupinus nootkatensis var. nootkatensis,Lupin,1C,1,Y,N5,T5,,Y,22,1,21,0,0,0,Y,Y,Lupinus,var.,nootkatensis,,Y,Food,,NA,Pulses,,,NA,Assume distant
Lupinus oreganus,Lupinus oreganus,Lupinus oreganus A.Heller,Lupin,1C,1,Y,NX,G4,,Y,0,0,0,0,0,0,,Y,Lupinus,NA,NA,used directly as an ornamental,Y,Food,Ornamentals,NA,Pulses,Ornamentals,,NA,Assume distant
Juglans cinerea,Juglans cinerea,Juglans cinerea L.,Walnut,1C,1,Y,N2,G3,E - Endangered (E) / En voie de disparition (VD),Y,85,47,38,42,42,0,,Y,Juglans,NA,NA,butternut; nut,Y,Food,Materials,NA,Nuts,Materials,,NA,Tertiary
Lupinus polyphyllus,Lupinus polyphyllus,Lupinus polyphyllus Lindl.,Lupin,1A,1,Y,N5,G5,,Y,109,10,99,0,0,0,N,N,Lupinus,NA,NA,used directly as an ornamental,Y,Food,Ornamentals,NA,Pulses,Ornamentals,,NA,Progenitor
Lupinus polyphyllus,Lupinus polyphyllus var. burkei,Lupinus polyphyllus var. burkei (S.Watson) C.L.Hitchc.,Lupin,1A,1,Y,N5,G5,,Y,109,10,99,NA,NA,NA,N,Y,Lupinus,var.,burkei,used directly as an ornamental,Y,Food,Ornamentals,NA,Pulses,Ornamentals,,NA,Progenitor
Lupinus polyphyllus,Lupinus polyphyllus var. polyphyllus,Lupinus polyphyllus var. polyphyllus,Lupin,1A,1,Y,NNR,T4,,Y,109,10,99,NA,NA,NA,N,Y,Lupinus,var.,polyphyllus,used directly as an ornamental,Y,Food,Ornamentals,NA,Pulses,Ornamentals,,NA,Progenitor
Lupinus pusillus,Lupinus pusillus,Lupinus pusillus Pursh,Lupin,1C,1,Y,N3,G5,,Y,6,0,6,0,0,0,,Y,Lupinus,NA,NA,used directly as an ornamental,Y,Food,Ornamentals,NA,Pulses,Ornamentals,,NA,Assume distant
Linum virginianum,Linum virginianum,Linum virginianum L.,Flax,1C,1,N,N2,G4,,Y,0,0,0,0,0,0,,Y,Linum,NA,NA,,Y,Food,Materials,NA,Oils,Materials,,NA,Assume distant
Lupinus sericeus,Lupinus sericeus,Lupinus sericeus Pursh,Lupin,1C,1,Y,N5,G5,,Y,63,0,63,0,0,0,,Y,Lupinus,NA,NA,used directly as an ornamental,Y,Food,Ornamentals,NA,Pulses,Ornamentals,,NA,Assume distant
Lupinus sulphureus,Lupinus sulphureus,Lupinus sulphureus Douglas,Lupin,1C,1,Y,N3,G5,,Y,12,0,12,0,0,0,,Y,Lupinus,NA,NA,used directly as an ornamental,Y,Food,Ornamentals,NA,Pulses,Ornamentals,,NA,Assume distant
Lysichiton americanus,Lysichiton americanus,Lysichiton americanus Hultén & H.St.John,Skunk Cabbage,NA,NA,Y,N5,G5,,N,11,10,1,1,1,0,,Y,Lysichiton,NA,NA,,Y,Food,Ornamentals,NA,Vegetables,Medicinals,,NA,NA
Magnolia acuminata,Magnolia acuminata,Magnolia acuminata (L.) L.,Magnolia,2,2,N,N2,G5,E - Endangered (E) / En voie de disparition (VD),Y,71,48,23,39,37,2,,Y,Magnolia,NA,NA,,Y,Ornamentals,,NA,Ornamentals,,,NA,NA
Mahonia aquifolium,Mahonia aquifolium,Mahonia aquifolium (Pursh) Nutt.,Barberry,NA,NA,Y,N5,G5,,N,32,24,8,0,0,0,,Y,Mahonia,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,NA
Mahonia nervosa,Mahonia nervosa,Mahonia nervosa (Pursh) Nutt.,Barberry,NA,NA,Y,N5,G5,,N,22,18,4,0,0,0,,Y,Mahonia,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,NA
Mahonia repens,Mahonia repens,Mahonia repens (Lindl.) G.Don,Barberry,NA,NA,Y,N4,G5,,N,29,12,17,0,0,0,,Y,Mahonia,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,NA
Maianthemum dilatatum,Maianthemum dilatatum,Maianthemum dilatatum (Alph.Wood) A.Nelson & J.F.Macbr.,Maianthemum,NA,NA,Y,N5,G5,,N,12,8,4,3,3,0,,Y,Maianthemum,NA,NA,,Y,Food,Medicinals,NA,Vegetables,Medicinals,,NA,NA
Maianthemum racemosum,Maianthemum racemosum,Maianthemum racemosum (L.) Link,Maianthemum,NA,NA,Y,NNR,G5,,N,33,29,4,5,5,0,,Y,Maianthemum,NA,NA,,Y,Food,Medicinals,NA,Vegetables,Medicinals,,NA,NA
Maianthemum stellatum,Maianthemum stellatum,Maianthemum stellatum (L.) Link,Maianthemum,NA,NA,Y,N5,G5,,N,17,15,2,7,7,0,,Y,Maianthemum,NA,NA,,Y,Food,Medicinals,NA,Vegetables,Medicinals,,NA,NA
Malus coronaria,Malus coronaria,Malus coronaria (L.) Mill.,Apple,1C,1,Y,NNR,G5,,Y,159,8,151,5,4,1,,Y,Malus,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Tertiary
Malus fusca,Malus fusca,Malus fusca (Raf.) C.K.Schneid.,Apple,1A,1,Y,N5,G5,,Y,254,10,244,13,10,3,,Y,Malus,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Tertiary
Melica bulbosa,Melica bulbosa,Melica bulbosa Porter & J.M.Coult.,Onion grass,NA,NA,Y,N4,G5,,N,0,0,0,0,0,0,,Y,Melica,NA,NA,bulbs,Y,Food,,NA,Vegetables,,,NA,NA
Melica subulata,Melica subulata,Melica subulata (Griseb.) Scribn.,Onion grass,NA,NA,Y,N5,G5,,N,4,3,1,2,2,0,,Y,Melica,NA,NA,bulbs,Y,Food,,NA,Vegetables,,,NA,NA
Mentha canadensis,Mentha canadensis,Mentha canadensis L.,Mint,1B,1,Y,NNR,G5,,Y,49,2,47,4,0,4,,Y,Mentha,NA,NA,"leaves, tea, essential oil",Y,Food,Medicinals,NA,Herbs and Spices,Medicinals,,NA,Secondary
Mitchella repens,Mitchella repens,Mitchella repens L.,Partidge berry,NA,NA,Y,N5,G5,,N,16,9,7,2,2,0,,Y,Mitchella,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,NA
Monarda fistulosa,Monarda fistulosa,Monarda fistulosa L.,Monarda,2,2,Y,N5,G5,,Y,101,19,82,8,3,5,N,N,Monarda,NA,NA,"leaves, tea",Y,Ornamentals,Medicinals,NA,Ornamentals,Medicinals,,NA,NA
Monarda fistulosa,Monarda fistulosa var. fistulosa,Monarda fistulosa var. fistulosa,Monarda,2,2,Y,N5,T5,,Y,101,19,82,NA,NA,NA,N,Y,Monarda,var.,fistulosa,"leaves, tea",Y,Ornamentals,Medicinals,NA,Ornamentals,Medicinals,,NA,NA
Monarda fistulosa,Monarda fistulosa var. menthifolia,Monarda fistulosa var. menthifolia (Graham) Fernald,Monarda,2,2,Y,NNR,T5,,Y,101,19,82,NA,NA,NA,N,Y,Monarda,var.,menthifolia,"leaves, tea",Y,Ornamentals,Medicinals,NA,Ornamentals,Medicinals,,NA,NA
Monotropa uniflora,Monotropa uniflora,Monotropa uniflora L.,Ghost-pipe,NA,NA,Y,N5,G5,,N,1,1,0,0,0,0,,Y,Monotropa,NA,NA,,Y,Medicinals,,NA,Medicinals,,,NA,NA
Morella pensylvanica,Morella pensylvanica,Morella pensylvanica (Mirb.) Kartesz,Bayberry,NA,NA,Y,N5,G5,,N,32,16,16,3,3,0,,Y,Morella,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,NA
Morus rubra,Morus rubra,Morus rubra L.,Mulberry,2,2,Y,N2,G5,E - Endangered (E) / En voie de disparition (VD),Y,17,14,3,13,13,0,,Y,Morus,NA,NA,mulberry; fruit,Y,Food,,NA,Fruits,,,NA,NA
Myrica gale,Myrica gale,Myrica gale L.,Bayberry,NA,NA,Y,N5,G5,,N,26,21,5,7,6,1,,Y,Myrica,NA,NA,"fruit, leaves",Y,Food,,NA,Fruits,,,NA,NA
Nicotiana attenuata,Nicotiana attenuata,Nicotiana attenuata Torr. ex S.Watson,Tobacco,1C,1,N,NU,G4,,Y,37,0,37,0,0,0,,Y,Nicotiana,NA,NA,,Y,Food,Medicinals,NA,Herbs and Spices,Medicinals,,NA,Tertiary
Nuphar polysepala,Nuphar polysepala,Nuphar polysepalum Engelm.,Water-lily,NA,NA,Y,N5,T5,,N,0,0,0,0,0,0,,Y,Nuphar,NA,NA,,Y,Food,Medicinals,NA,Vegetables,Medicinals,,NA,NA
Nymphaea tetragona,Nymphaea tetragona,Nymphaea tetragona Georgi,Water-lily,2,2,N,N3,G5,,Y,4,4,0,0,0,0,,Y,Nymphaea,NA,NA,,Y,Ornamentals,,NA,Ornamentals,,,NA,NA
Oemleria cerasiformis,Oemleria cerasiformis,Oemleria cerasiformis (Torr. & A.Gray) J.W.Landon,Oso,NA,NA,Y,N5,G5,,N,20,19,1,11,11,0,,Y,Oemleria,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,NA
Oenanthe sarmentosa,Oenanthe sarmentosa,Oenanthe sarmentosa C.Presl ex DC.,Water-parsley,NA,NA,Y,N5,G5,,N,2,2,0,0,0,0,,Y,Oenanthe,NA,NA,,Y,Medicinals,,NA,Medicinals,,,NA,NA
Oplopanax horridus,Oplopanax horridus,Oplopanax horridus (Sm.) Miq.,Devils-club,NA,NA,Y,N5,G5,,N,12,8,4,6,6,0,,Y,Oplopanax,NA,NA,,Y,Medicinals,,NA,Medicinals,,,NA,NA
Opuntia fragilis,Opuntia fragilis,Opuntia fragilis (Nutt.) Haw.,Prickly-pear cactus,NA,NA,Y,N5,G5,,N,24,22,2,14,14,0,,Y,Opuntia,NA,NA,,Y,Food,,NA,Fruit,Vegetables,,NA,NA
Opuntia polyacantha,Opuntia polyacantha,Opuntia polyacantha Haw.,Prickly-pear cactus,NA,NA,Y,N5,G5,,N,19,12,7,6,6,0,Y,N,Opuntia,NA,NA,,Y,Food,,NA,Fruit,Vegetables,,NA,NA
Opuntia polyacantha,Opuntia polyacantha var. polyacantha,Opuntia polyacantha var. polyacantha,Prickly-pear cactus,NA,NA,Y,N5,T5,,N,19,12,7,6,6,0,Y,Y,Opuntia,var.,polyacantha,,Y,Food,,NA,Fruit,Vegetables,,NA,NA
Ostrya virginiana,Ostrya virginiana,Ostrya virginiana (Mill.) K.Koch,Ironwood,2,2,N,N5,T5,,Y,141,109,32,98,76,22,,Y,Ostrya,NA,NA,,Y,Ornamentals,Forest Resources,NA,Ornamentals,Forest Resources,,NA,NA
Oxybasis rubra,Oxybasis rubra,"Oxybasis rubra (L.) S.Fuentes, Uotila & Borsch",Quinoa,1C,1,N,N5,G5,,Y,1,0,1,0,0,0,,N,Oxybasis,NA,NA,,Y,Food,,NA,Cereals and pseudocereals,,,NA,Assume distant
Oxybasis rubra,Oxybasis rubra var. humilis,Oxybasis rubra var. humilis (Hook.) Mosyakin,Quinoa,1C,1,N,N4,G5,,Y,1,0,1,0,0,0,,Y,Oxybasis,var.,humilis,,Y,Food,,NA,Cereals and pseudocereals,,,NA,Assume distant
Oxybasis rubra,Oxybasis rubra var. rubra,Oxybasis rubra var. rubra,Quinoa,1C,1,N,N5,G5,,Y,1,0,1,0,0,0,,Y,Oxybasis,var.,rubra,,Y,Food,,NA,Cereals and pseudocereals,,,NA,Assume distant
Panax quinquefolius,Panax quinquefolius,Panax quinquefolius L.,Ginseng,NA,NA,Y,N2,G3,E - Endangered (E) / En voie de disparition (VD),N,2,1,1,0,0,0,,Y,Panax,NA,NA,roots as tea,Y,Medicinals,,NA,Medicinals,,,NA,NA
Panax trifolius,Panax trifolius,Panax trifolius L.,Ginseng,NA,NA,Y,N4,G5,,N,0,0,0,0,0,0,,Y,Panax,NA,NA,roots as tea,Y,Medicinals,,NA,Medicinals,,,NA,NA
Panicum capillare,Panicum capillare,Panicum capillare L.,Proso-millet,1A,1,N,N5,G5,,Y,1,0,1,0,0,0,,Y,Panicum,NA,NA,,Y,Food,,NA,Cereals and pseudocereals,,,NA,Probable progenitor
Panicum dichotomiflorum,Panicum dichotomiflorum,Panicum dichotomiflorum Michx.,Proso-millet,1C,1,N,N5,G5,,Y,2,0,2,0,0,0,Y,N,Panicum,NA,NA,,N,Food,,Na,Cereals and pseudocereals,,,NA,Assume distant
Panicum dichotomiflorum,Panicum dichotomiflorum subsp. dichotomiflorum,Panicum dichotomiflorum subsp. dichotomiflorum,Proso-millet,1C,1,N,N5,T5,,Y,2,0,2,0,0,0,Y,Y,Panicum,subsp.,dichotomiflorum,,N,Food,,Na,Cereals and pseudocereals,,,NA,Assume distant
Panicum philadelphicum,Panicum philadelphicum,Panicum philadelphicum Bernh. ex Nees,Proso-millet,1C,1,N,NNR,G5,,Y,0,0,0,0,0,0,,Y,Panicum,NA,NA,,Y,Food,,Na,Cereals and pseudocereals,,,NA,Assume distant
Panicum virgatum,Panicum virgatum,Panicum virgatum L.,Proso-millet,2,2,N,N4,G5,,Y,574,46,528,7,2,5,,Y,Panicum,NA,NA,,Y,Food,,NA,Cereals and pseudocereals,,,NA,NA
Pascopyrum smithii,Pascopyrum smithii,Pascopyrum smithii (Rydb.) Barkworth & D.R.Dewey,Wheat,1C,1,N,N5,G5,,Y,90,0,90,0,0,0,,Y,Pascopyrum,NA,NA,,Y,Food,,NA,Cereals and pseudocereals,,,NA,Assume distant
Phalaris arundinacea,Phalaris arundinacea,Phalaris arundinacea L.,Canary Grass,2,2,N,N5,G5,,Y,184,5,179,0,0,0,,N,Phalaris,NA,NA,,Y,Food,,NA,Forage and Feed,Restoration,,NA,NA
Philadelphus lewisii,Philadelphus lewisii,Philadelphus lewisii Pursh,Mock-orange,NA,NA,Y,N5,G5,,N,55,41,14,23,23,0,,N,Philadelphus,NA,NA,,Y,Medicinals,,NA,Medicinals,,,NA,NA
Philadelphus lewisii,Philadelphus lewisii var. lewisii,Philadelphus lewisii var. lewisii,Mock-orange,NA,NA,Y,NNR,TNR,,N,55,41,14,0,0,0,,Y,Philadelphus,var.,lewisii,,Y,Medicinals,,NA,Medicinals,,,NA,NA
Phleum alpinum,Phleum alpinum,Phleum alpinum L.,Timothy,2,2,N,N5,G5,,Y,28,0,28,0,0,0,,Y,Phleum,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Physalis heterophylla,Physalis heterophylla,Physalis heterophylla Nees,Tomatillo,1C,1,Y,N4,G5,,Y,2,1,1,1,1,0,,Y,Physalis,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Assume distant
Physalis longifolia,Physalis longifolia,Physalis longifolia Nutt.,Tomatillo,1C,1,N,N4,G5,,Y,0,0,0,0,0,0,Y,N,Physalis,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Assume distant
Physalis longifolia,Physalis longifolia var. subglabrata,Physalis longifolia var. subglabrata (Mack. & Bush) Cronquist,Tomatillo,1C,1,N,N4,T4,,Y,0,0,0,0,0,0,Y,Y,Physalis,var.,subglabrata,fruit,Y,Food,,NA,Fruits,,,NA,Assume distant
Physalis virginiana,Physalis virginiana,Physalis virginiana Mill.,Tomatillo,1C,1,Y,N4,G5,,Y,1,0,1,0,0,0,,Y,Physalis,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,Assume distant
Physaria arctica,Physaria arctica,Physaria arctica (Wormsk. ex Hornem.) O'Kane & Al-Shehbaz,Lesquerella,NA,NA,N,N4,G4,,N,4,4,0,2,2,0,,Y,Physaria,NA,NA,,Y,Food,,NA,Oils,,,NA,NA
Physaria douglasii,Physaria douglasii,Physaria douglasii (S.Watson) O'Kane & Al-Shehbaz,Lesquerella,NA,NA,N,N5,G5,,N,2,0,2,0,0,0,Y,N,Physaria,NA,NA,,Y,Food,,NA,Oils,,,NA,NA
Physaria douglasii,Physaria douglasii subsp. douglasii,Physaria douglasii subsp. douglasii,Lesquerella,NA,NA,N,N3,T5,,N,2,0,2,0,0,0,Y,Y,Physaria,subsp.,douglasii,,Y,Food,,NA,Oils,,,NA,NA
Physaria spatulata,Physaria spatulata,Physaria spatulata (Rydb.) Grady & O'Kane,Lesquerella,NA,NA,N,N3,GNR,,N,0,0,0,0,0,0,,Y,Physaria,NA,NA,,Y,Food,,NA,Oils,,,NA,NA
Picea engelmannii,Picea engelmannii,Picea engelmannii Parry ex Engelm.,Spruce,2,2,Y,N5,G5,,Y,22,5,17,15,1,14,Y,N,Picea,NA,NA,"gum, needles, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Picea engelmannii,Picea engelmannii var. engelmannii,Picea engelmannii f. engelmannii,Spruce,2,2,Y,N5,T5,,Y,22,5,17,15,1,14,Y,Y,Picea,var.,engelmannii,"gum, needles, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Picea glauca,Picea glauca,Picea glauca (Moench) Voss,Spruce,2,2,Y,N5,G5,,Y,2374,890,1484,1499,26,1473,,Y,Picea,NA,NA,"gum, tea, sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Picea mariana,Picea mariana,Picea mariana (Mill.) Britton et al.,Spruce,2,2,Y,N5,G5,,Y,449,39,410,420,14,406,,Y,Picea,NA,NA,"needles, gum, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Picea rubens,Picea rubens,Picea rubens Sarg.,Spruce,2,2,Y,N5,G5,,Y,208,25,183,181,0,181,,Y,Picea,NA,NA,"needles, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Picea sitchensis,Picea sitchensis,Picea sitchensis (Bong.) Carrière,Spruce,2,2,Y,N5,G5,,Y,56,25,31,47,18,29,,Y,Picea,NA,NA,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Pinus albicaulis,Pinus albicaulis,Pinus albicaulis Engelm.,Pine,2,2,Y,N3,G3,E - Endangered (E) / En voie de disparition (VD),Y,1140,1,1139,8,0,8,,Y,Pinus,NA,NA,"seeds, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Pinus banksiana,Pinus banksiana,Pinus banksiana Lamb.,Pine,2,2,N,N5,G5,,Y,1051,51,1000,1005,14,991,,Y,Pinus,NA,NA,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Pinus contorta,Pinus contorta,Pinus contorta Douglas ex Loudon,Pine,2,2,Y,N5,G5,,Y,160,37,123,132,17,115,Y,N,Pinus,NA,NA,"seeds, inner bark, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Pinus contorta,Pinus contorta var. contorta,Pinus contorta var. contorta,Pine,2,2,Y,NNR,T5,,Y,160,37,123,21,13,8,Y,Y,Pinus,var.,contorta,"seeds, inner bark, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Pinus contorta,Pinus contorta var. latifolia,Pinus contorta var. latifolia Engelm.,Pine,2,2,Y,N5,T5,,Y,160,37,123,111,4,107,Y,Y,Pinus,var.,latifolia,"seeds, inner bark, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Pinus contorta,Pinus contorta var. yukonensis,Pinus contorta var. yukonensis W.L.Strong,Pine,2,2,Y,N3,T3,,Y,160,37,123,0,0,0,Y,Y,Pinus,var.,yukonensis,"seeds, inner bark, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Pinus flexilis,Pinus flexilis,Pinus flexilis E.James,Pine,2,2,N,N3,G4,E - Endangered (E) / En voie de disparition (VD),Y,478,3,475,2,0,2,,Y,Pinus,NA,NA,,Y,Forest Resources,Ornamentals,NA,Forest Resources,Ornamentals,,NA,NA
Pinus monticola,Pinus monticola,Pinus monticola Douglas ex D.Don,Pine,2,2,N,N4,G4,,Y,164,3,161,9,0,9,,Y,Pinus,NA,NA,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Pinus ponderosa,Pinus ponderosa,Pinus ponderosa Douglas ex C.Lawson,Pine,2,2,Y,NNR,G5,,Y,438,15,423,14,1,13,N,N,Pinus,NA,NA,"needles, seeds, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Pinus ponderosa,Pinus ponderosa var. ponderosa,Pinus ponderosa var. ponderosa,Pine,2,2,Y,N4,T5,,Y,438,15,423,NA,NA,NA,N,Y,Pinus,var.,ponderosa,"needles, seeds, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Pinus ponderosa,Pinus ponderosa var. scopulorum,Pinus ponderosa var. scopulorum Engelm.,Pine,2,2,Y,N5,T5,,Y,438,15,423,NA,NA,NA,N,Y,Pinus,var.,scopulorum,"needles, seeds, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Pinus resinosa,Pinus resinosa,Pinus resinosa Aiton,Pine,2,2,N,N5,G5,,Y,380,227,153,149,5,144,,Y,Pinus,NA,NA,,Y,Forest Resources,Ornamentals,NA,Forest Resources,Ornamentals,,NA,NA
Pinus rigida,Pinus rigida,Pinus rigida Mill.,Pine,2,2,N,N2,G5,,Y,47,9,38,27,2,25,,Y,Pinus,NA,NA,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Pinus strobus,Pinus strobus,Pinus strobus L.,Pine,2,2,Y,N5,G5,,Y,1474,1195,279,543,288,255,,Y,Pinus,NA,NA,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Plantago maritima,Plantago maritima,Plantago maritima L.,Plantago,NA,NA,Y,N5,G5,,N,8,3,5,3,2,1,,Y,Plantago,NA,NA,,Y,Food,,NA,Vegetables,,,NA,NA
Platanus occidentalis,Platanus occidentalis,Platanus occidentalis L.,Sycamore,2,2,N,N4,G5,,Y,41,34,7,14,12,2,,Y,Platanus,NA,NA,,Y,Ornamentals,Forest Resources,NA,Ornamentals,Forest Resources,,NA,NA
Poa abbreviata,Poa abbreviata,Poa abbreviata R.Br.,Bluegrass,2,2,N,N5,G5,,Y,0,0,0,0,0,0,Y,N,Poa,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Poa abbreviata,Poa abbreviata subsp. abbreviata,Poa abbreviata subsp. abbreviata,Bluegrass,2,2,N,N5,T5,,Y,0,0,0,0,0,0,Y,Y,Poa,subsp.,abbreviata,,Y,Food,,NA,Forage and Feed,,,NA,NA
Poa abbreviata,Poa abbreviata subsp. pattersonii,"Poa abbreviata subsp. pattersonii (Vasey) �. Love, D. Love & B.M. Kapoor",Bluegrass,2,2,N,N3,T5,,Y,0,0,0,0,0,0,Y,Y,Poa,subsp.,pattersonii,,Y,Food,,NA,Forage and Feed,,,NA,NA
Poa alpina,Poa alpina,Poa alpina L.,Bluegrass,2,2,N,N5,G5,,Y,112,2,110,30,0,30,N,N,Poa,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Poa alpina,Poa alpina subsp. alpina,Poa alpina subsp. alpina,Bluegrass,2,2,N,N5,T5,,Y,112,2,110,NA,NA,NA,N,Y,Poa,subsp.,alpina,,Y,Food,,NA,Forage and Feed,,,NA,NA
Poa alpina,Poa alpina subsp. vivipara,Poa alpina subsp. vivipara (L.) Tzvelev,Bluegrass,2,2,N,NNA,TNR,,Y,112,2,110,NA,NA,NA,N,Y,Poa,subsp.,vivipara,,Y,Food,,NA,Forage and Feed,,,NA,NA
Poa alsodes,Poa alsodes,Poa alsodes A.Gray,Bluegrass,2,2,N,N4,G4,,Y,0,0,0,0,0,0,,Y,Poa,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Poa arctica,Poa arctica,Poa arctica R.Br.,Bluegrass,2,2,N,N5,G5,,Y,113,0,113,67,0,67,N,N,Poa,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Poa arctica,Poa arctica subsp. arctica,Poa arctica subsp. arctica,Bluegrass,2,2,N,N5,T5,,Y,113,0,113,NA,NA,NA,N,Y,Poa,subsp.,arctica,,Y,Food,,NA,Forage and Feed,,,NA,NA
Poa arctica,Poa arctica subsp. caespitans,Poa arctica subsp. caespitans Nannf.,Bluegrass,2,2,N,NNR,G5,,Y,113,0,113,NA,NA,NA,N,Y,Poa,subsp.,caespitans,,Y,Food,,NA,Forage and Feed,,,NA,NA
Poa arctica,Poa arctica subsp. lanata,Poa arctica subsp. lanata (Scribn. & Merr.) Soreng,Bluegrass,2,2,N,N5,T5,,Y,113,0,113,NA,NA,NA,N,Y,Poa,subsp.,lanata,,Y,Food,,NA,Forage and Feed,,,NA,NA
Poa arida,Poa arida,Poa arida Vasey,Bluegrass,2,2,N,N4,G5,,Y,1,0,1,0,0,0,,Y,Poa,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Poa confinis,Poa confinis,Poa confinis Vasey,Bluegrass,2,2,N,N5,G5,,Y,0,0,0,0,0,0,,Y,Poa,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Poa cusickii,Poa cusickii,Poa cusickii Vasey,Bluegrass,2,2,N,N5,G5,,Y,2,0,2,0,0,0,Y,N,Poa,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Poa cusickii,Poa cusickii subsp. pallida,Poa cusickii subsp. pallida Soreng,Bluegrass,2,2,N,N4,T4,,Y,2,0,2,0,0,0,Y,Y,Poa,subsp.,pallida,,Y,Food,,NA,Forage and Feed,,,NA,NA
Poa cusickii,Poa cusickii subsp. purpurascens,Poa cusickii subsp. purpurascens (Beal) Soreng,Bluegrass,2,2,N,N4,T4,,Y,2,0,2,0,0,0,Y,Y,Poa,subsp.,purpurascens,,Y,Food,,NA,Forage and Feed,,,NA,NA
Poa gaspensis,Poa gaspensis,Poa gaspensis Fernald,Bluegrass,2,2,N,NNA,G4,,Y,0,0,0,0,0,0,,Y,Poa,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
