TAXON_INFRA,TAXON,SPECIES,TIER,CWR,WUS,INFRASPECIFIC_COLLECTIONS_ASSIGNED,FINEST_TAXON_RESOLUTION,ROUNDED_G_RANK,ROUNDED_N_RANK,COSEWIC_DESC,total_accessions_sp,garden_accessions_sp,genebank_accessions_sp,Canada_PGR_accessions_sp,NPGS_accessions_sp,total_accessions_w_finest_taxon_res,garden_accessions_w_finest_taxon_res,genebank_accessions_w_finest_taxon_res,Canada_PGR_accessions_w_finest_taxon_res,NPGS_accessions_w_finest_taxon_res,SOURCE_OF_TAXON,WUS_SOURCE,PRIMARY_ASSOCIATED_CROP_COMMON_NAME,SECONDARY_ASSOCIATED_CROP_COMMON_NAME,GENUS,RANK,INFRASPECIFIC,scientificName,UNABLE_TO_ASSIGN_GEO_DISTR,GENETIC_RELATIONSHIP_NOTES,WUS_NOTES,NATIVE,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2,SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3,SECONDARY_CROP_OR_WUS_USE_1,GENEPOOL,CATEGORY,GRAFTSTOCK,ABIOTIC_TRAIT_2,ABIOTIC_TRAIT_3,BIOTIC_TRAIT_1,BIOTIC_TRAIT_2,FERTILITY_TRAIT,AGRONOMIC_TRAIT_1,AGRONOMIC_TRAIT_2,AGRONOMIC_TRAIT_3,PHENOLOGICAL_TRAIT,CURRENT_US_DISTRIBUTION,CURRENT_CA_DISTRIBUTION
Hordeum jubatum subsp. jubatum,Hordeum jubatum subsp. jubatum,Hordeum jubatum,1,Y,Y,N,Y,T5,N5,,0,0,26,0,26,NA,NA,NA,NA,NA,GRIN-Global 2021,Kuhnlein and Turner 2020,Barley,,Hordeum,subsp.,jubatum,Hordeum jubatum var. jubatum,Y,,foxtail barley; grains,Y,Food,,NA,Cereals and pseudocereals,,,NA,Tertiary,1C,,,,,,,,,,,"AK(SNR), AR(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), DE(SNR), IA(SNR), ID(SNR), IL(SNR), IN(SNR), KS(SNR), KY(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MT(SNR), NC(SNR), ND(SNR), NE(SNR), NH(SNR), NJ(S4S5), NM(SNR), NV(SNR), NY(SNR), OH(SNR), OK(SNR), OR(SNR), PA(SNR), PA(SNR), RI(SNR), SC(SNR), SD(SNR), TX(SNR), UT(SNR), VA(S1), VT(SNR), WA(SNR), WI(SNR), WV(SNA), WY(SNR)","AB(SNR), BC(S5), LB(S2S3), MB(S5), NB(S5), NF(S2S3), NS(S5), NT(S4), NU(S4), ON(S5?), ON(S5?), PE(S4), QC(S5?), SK(S5), YT(S5)"
Hordeum pusillum,Hordeum pusillum,Hordeum pusillum,1,Y,N,,Y,G5,NH,DD - Data Deficient  (DD) / DonnÈes insuffisantes (DI),0,0,8,0,8,0,0,0,0,0,GRIN-Global 2021,,Barley,,Hordeum,NA,NA,Hordeum pusillum Nutt.,,,,N,Food,,NA,Cereals and pseudocereals,,,NA,Tertiary,1C,,,,,,,,,,,"AL(SNR), AR(SNR), AZ(SNR), CO(SNR), CT(SNR), DC(SNR), DE(S5), FL(SNR), GA(SNR), GS(P1), IA(SNA), ID(SNR), IL(S5), IN(SNR), KS(SNR), KY(SNA), LA(SNR), MD(SNR), ME(SNR), MI(SNA), MN(SNR), MO(SNR), MS(SNR), MT(S4), NC(S5), ND(S3), NE(SNR), NJ(SNA), NM(SNR), NV(SNR), NY(SNR), OH(SNR), OK(SNR), OR(SNR), PA(SH), SC(SNR), SD(SNR), TN(SNR), TX(SNR), UT(SNR), VA(S5), WA(SNR), WV(SH), WY(S3)","AB(SH), ON(SNA)"
Hosackia gracilis,Hosackia gracilis,Hosackia gracilis,2,Y,N,,Y,G4,N2,E - Endangered (E) / En voie de disparition (VD),3,3,1,0,1,0,0,0,0,0,Davidson 1995,,Trefoil,,Hosackia,NA,NA,Hosackia gracilis Benth.,,,,Y,Food,,NA,Forage and Feed,,,NA,NA,2,,,,,,,,,,,"CA(S3), OR(SNR), WA(SNR)",BC(S2)
Hosackia pinnata,Hosackia pinnata,Hosackia pinnata,2,Y,N,,Y,G4,N2,E - Endangered (E) / En voie de disparition (VD),0,0,0,0,0,0,0,0,0,0,Davidson 1995,,Trefoil,,Hosackia,NA,NA,Hosackia pinnata (Hook.) Abrams,,,,Y,Food,,NA,Forage and Feed,,,NA,NA,2,,,,,,,,,,,"CA(SNR), ID(SNR), OR(SNR), WA(SNR)",BC(S2?)
Humulus lupulus,Humulus lupulus,Humulus lupulus,1,Y,Y,Y,N,G5,N5,,10,10,154,0,154,0,0,4,0,4,GRIN-Global 2021,Kuhnlein and Turner 2020,Hops,,Humulus,NA,NA,Humulus lupulus L.,,,"hops; greens edible, flowers in beer brewing",Y,Food,,NA,Herbs and Spices,,,NA,Primary,1A,,,,,,,,,,,"AL(SNR), AR(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), DC(SNR), DE(SU), FL(SNR), GA(SNR), IA(SNA), ID(SNR), IL(S3S4), IN(SNR), KS(SNR), KY(SNA), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MT(SNA), NC(SNR), ND(SNR), NE(SNR), NH(SNR), NJ(SNR), NM(SNR), NV(SNR), NY(SNA), OH(SNR), OK(SNA), PA(SNR), RI(SNR), SC(SNR), SD(SNR), TN(SNR), TX(SNR), UT(SNR), VA(S4), VT(SNR), WA(SNA), WI(SNR), WV(S4), WY(S3)","AB(SU), BC(SNA), MB(S4), NB(SU), NF(S1), NS(SU), ON(SU), ON(SU), PE(SNR), QC(SNR), SK(S5)"
Humulus lupulus var. lupuloides,Humulus lupulus var. lupuloides,Humulus lupulus,1,Y,Y,Y,Y,T5,N5,,10,10,154,0,154,0,0,4,0,4,GRIN-Global 2021,Kuhnlein and Turner 2020,Hops,,Humulus,var.,lupuloides,Humulus lupulus var. lupuloides E.Small,,,"hops; greens edible, flowers in beer brewing",Y,Food,,NA,Herbs and Spices,,,NA,Primary,1A,,,,Disease Resistance (B),,,Crop Quality (AG),,,,"CT(SNR), DE(SNR), IA(SNR), ID(SNR), IL(SNR), IN(SNR), KS(SNR), KY(S3?), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MT(SNR), NC(S1?), ND(SNR), NE(SNR), NH(SNR), NJ(S3S4), NY(S3?), OH(SNR), PA(SNR), RI(SNR), SD(SNR), TN(SNR), UT(SNR), VA(S4), VT(SNR), WA(SNR), WI(SNR), WV(S4), WY(SNR)","AB(SU), MB(S4), NB(S2?), NF(S1), NS(S1?), ON(SU), PE(SU), QC(SU), SK(S3)"
Ilex mucronata,Ilex mucronata,Ilex mucronata,2,Y,N,,Y,G5,N5,,13,2,16,11,5,13,2,11,11,0,NTSC 2021,,Winterberry,,Ilex,NA,NA,"Ilex mucronata (L.) M.Powell, Savol. & S.Andrews",,,,Y,Ornamentals,Forest Resources,NA,Ornamentals,Forest Resources,,NA,NA,2,,,,,,,,,,,"CT(SNR), IL(SNR), IN(S3), MA(SNR), MD(S3), ME(SNR), MI(SNR), MN(SNR), NH(SNR), NJ(S3S4), NY(S5), OH(S3), PA(S5), RI(S2), VT(SNR), WI(SNR), WV(S3)","NB(S5), NF(S5), NS(S5), ON(S5), PE(S5), QC(S5)"
Ilex verticillata,Ilex verticillata,Ilex verticillata,2,Y,N,,Y,G5,N5,,173,163,58,10,48,41,32,9,9,0,NTSC 2021,,Winterberry,,Ilex,NA,NA,Ilex verticillata (L.) A.Gray,,,,Y,Ornamentals,Forest Resources,NA,Ornamentals,Forest Resources,,NA,NA,2,,,,,,,,,,,"AL(SNR), AR(S2), CT(SNR), DC(SNR), DE(S5), FL(SNR), GA(SNR), GS(P1), IA(S1), IL(SNR), IN(SNR), KY(S5), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S5), NH(SNR), NJ(SNR), NY(S5), OH(SNR), PA(S5), RI(SNR), SC(SNR), TN(SNR), TX(S1), VA(S5), VT(SNR), WI(SNR), WV(S4)","NB(S5), NF(S3), NS(S5), ON(S5), PE(S5), QC(S5?)"
Juglans cinerea,Juglans cinerea,Juglans cinerea,1,Y,Y,,Y,G3,N2,E - Endangered (E) / En voie de disparition (VD),47,47,38,0,38,42,42,0,0,0,GRIN-Global 2021,Kuhnlein and Turner 2020,Walnut,,Juglans,NA,NA,Juglans cinerea L.,,,butternut; nut,Y,Food,Materials,NA,Nuts,Materials,,NA,Tertiary,1C,,,,,,,,,,,"AL(S1), AR(S3), CT(SNR), DC(S1), DE(S3), GA(S2), GS(P2), IA(SU), IL(S2), IN(S2), KY(S2S3), MA(S4?), MD(S2S3), ME(SU), MI(S3), MN(S1), MO(SU), MS(S2), NC(S2S3), NE(S1), NH(S3), NJ(S1?), NY(S4), OH(S4), PA(S4), SC(S2), TN(S3), TV(SNR), VA(S3?), VT(S3?), VT(S3?), WA(SNA), WI(S2S3), WV(S2)","MB(SNA), NB(S1), NS(SNA), ON(S2?), PE(SNA), QC(S1)"
Juglans nigra,Juglans nigra,Juglans nigra,1,Y,Y,,Y,G5,N4,,123,123,11,0,11,106,106,0,0,0,GRIN-Global 2021,Kuhnlein and Turner 2020,Walnut,,Juglans,NA,NA,Juglans nigra L.,,,black walnut; nut,Y,Food,Materials,NA,Nuts,Materials,Ornamentals,NA,Progenitor,1A,,,,Disease Resistance (B),,,,,,,"AL(S3S4), AR(SNR), CT(SU), DC(S5), DE(S5), FL(SNR), GA(SNR), GS(P3P4), IA(S5), IL(S5), IN(SNR), KS(SNR), KY(S5), LA(SNR), MA(SNA), MD(SNR), ME(SNA), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S4), ND(SNR), NE(SNR), NH(SNR), NJ(S4), NY(S5), OH(SNR), OK(SNR), PA(S5), RI(SNA), SC(SNR), SD(S4?), TN(SNR), TX(SNR), UT(SNR), VA(S5), VT(SNR), WI(SNR), WV(S5), WY(SNR)","MB(SNA), ON(S4?), QC(SNA)"
Juniperus communis,Juniperus communis,Juniperus communis,NA,N,Y,N,N,G5,N5,,65,60,50,5,45,11,6,5,5,0,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Juniper,,Juniperus,NA,NA,Juniperus communis L.,,,"tea, leaves and shoots edible",Y,Medicinals,Food,NA,Medicinals,Vegetables,,NA,NA,NA,,,,,,,,,,,"AK(SNR), AL(S1), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), DE(SNA), GA(S1), IA(S3), ID(SNR), IL(S2), IN(S3), KY(SNR), LA(SNR), MA(SNR), MD(SH), ME(SNR), MI(SNR), MN(SNR), MT(S5), NC(S1), ND(SNR), NE(S1), NH(SNR), NJ(SNR), NM(SNR), NV(SNR), NY(SNR), OH(S2), OR(SNR), PA(S1S2), RI(SNR), SC(SNR), SD(SNR), TV(SNR), UT(SNR), VA(S1), VT(S5), WA(SNR), WI(SNR), WV(S2), WY(S5)","AB(S5), BC(S5), LB(S4S5), MB(S5), NB(S5), NF(S5), NS(S5), NT(S5), NU(S3S4), ON(S5), PE(S3S4), QC(SNR), SK(S4), YT(S5)"
Juniperus communis var. charlottensis,Juniperus communis var. charlottensis,Juniperus communis,NA,N,Y,N,Y,T3,N3,,65,60,50,5,45,NA,NA,NA,NA,NA,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Juniper,,Juniperus,var.,charlottensis,Juniperus communis var. charlottensis R.P.Adams,,,,Y,Medicinals,Food,NA,Medicinals,Vegetables,,NA,NA,NA,,,,,,,,,,,AK(SNR),BC(S3S4)
Juniperus communis var. depressa,Juniperus communis var. depressa,Juniperus communis,NA,N,Y,N,Y,T5,N5,,65,60,50,5,45,NA,NA,NA,NA,NA,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Juniper,,Juniperus,var.,depressa,Juniperus communis var. depressa Pursh,,,,Y,Medicinals,Food,NA,Medicinals,Vegetables,,NA,NA,NA,,,,,,,,,,,"AK(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), DE(SNR), GA(S1), IA(SNR), ID(SNR), IL(S2), IN(S3), KY(S1), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MT(SNR), NC(S1), ND(SNR), NE(SNR), NH(SNR), NJ(S1), NV(SNR), NY(S4), OH(SNR), OR(SNR), PA(S1S2), RI(SNR), SC(S1), SD(SNR), TV(SNR), UT(SNR), VA(S1), VT(S5), WA(SNR), WI(SNR), WV(S2), WY(S5)","AB(SU), BC(S5), LB(S4S5), MB(S5), NB(S5), NF(S5), NS(S5), NT(S5), NU(S3), ON(S5), PE(S3S4), QC(S5), SK(S4), YT(S4S5)"
Juniperus communis var. megistocarpa,Juniperus communis var. megistocarpa,Juniperus communis,NA,N,Y,N,Y,T3,N3,,65,60,50,5,45,NA,NA,NA,NA,NA,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Juniper,,Juniperus,var.,megistocarpa,Juniperus communis var. megistocarpa Fernald & H.St.John,,,,Y,Medicinals,Food,NA,Medicinals,Vegetables,,NA,NA,NA,,,,,,,,,,,,"NB(SNR), NS(SNR), QC(S3)"
Juniperus communis var. saxatilis,Juniperus communis var. saxatilis,Juniperus communis,NA,N,Y,N,Y,T5,N5,,65,60,50,5,45,NA,NA,NA,NA,NA,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Juniper,,Juniperus,var.,saxatilis,Juniperus communis var. saxatilis Pall.,,,,Y,Medicinals,Food,NA,Medicinals,Vegetables,,NA,NA,NA,,,,,,,,,,,"CA(SNR), OR(SNR), WA(SNR)","AB(SU), YT(S4S5)"
Juniperus horizontalis,Juniperus horizontalis,Juniperus horizontalis,NA,N,Y,,Y,G5,N5,,66,66,5,0,5,12,12,0,0,0,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Juniper,,Juniperus,NA,NA,Juniperus horizontalis Moench,,,"tea, leaves and shoots edible",Y,Medicinals,Food,NA,Medicinals,Vegetables,,NA,NA,NA,,,,,,,,,,,"AK(S3), CT(SNR), IA(S1), IL(S1), IN(SX), MA(SNR), ME(SNR), MI(SNR), MN(S3), MT(S5), ND(SNR), NE(S1), NH(S1), NY(S1), SD(SNR), VT(S1), WI(SNR), WY(S3)","AB(S5), BC(S5), MB(S5), NB(S3S4), NF(S5), NS(S4), NT(S5), NU(S1S3), ON(S5), PE(S2), QC(S5?), SK(S5), YT(S4)"
Juniperus scopulorum,Juniperus scopulorum,Juniperus scopulorum,NA,N,Y,,Y,G5,N4,,42,39,79,3,76,11,8,3,3,0,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Juniper,,Juniperus,NA,NA,Juniperus scopulorum Sarg.,,,"tea, leaves and shoots edible",Y,Medicinals,Food,NA,Medicinals,Vegetables,,NA,NA,NA,,,,,,,,,,,"AZ(SNR), CO(SNR), ID(SNR), MT(S5), ND(SNR), NE(SNR), NM(SNR), NV(SNR), OK(S2), OR(S3), SD(SNR), TX(SNR), UT(SNR), WA(SNR), WY(S5)","AB(S3), BC(S4), SK(S2)"
Kalmia angustifolia var. angustifolia,Kalmia angustifolia,Kalmia angustifolia,NA,N,Y,Y,N,G5,N5,,1,0,1,1,0,1,0,1,1,0,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Mountain-laurel,,Kalmia,NA,NA,Kalmia angustifolia L.,,,,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA,,,,,,,,,,,"CT(SNR), DE(S2), MA(SNR), MD(S3S4), ME(SNR), MI(SNR), NC(S1), NH(SNR), NJ(S5), NY(S5), PA(SNR), RI(SNR), TN(SH), TV(SNR), VA(S2), VT(SNR), WV(S1)","LB(S3S4), NB(S5), NF(S5), NS(S5), ON(S5), PE(S5), QC(SNR)"
Kalmia angustifolia var. angustifolia,Kalmia angustifolia var. angustifolia,Kalmia angustifolia,NA,N,Y,Y,Y,T5,N5,,1,0,1,1,0,1,0,1,1,0,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Mountain-laurel,,Kalmia,var.,angustifolia,Kalmia angustifolia f. angustifolia,,,,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA,,,,,,,,,,,"CT(SNR), DE(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), NC(SNR), NH(SNR), NJ(SNR), NY(SNR), PA(SNR), RI(SNR), VA(SNR), VT(SNR), WV(SNR)","LB(S3S4), NB(S5), NF(S5), NS(S5), ON(S5), PE(S5), QC(S5)"
Kalmia microphylla,Kalmia microphylla,Kalmia microphylla,NA,N,Y,Y,N,G5,N5,,5,5,2,0,2,0,0,0,0,0,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Mountain-laurel,,Kalmia,NA,NA,Kalmia microphylla (Hook.) A.Heller,,,,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA,,,,,,,,,,,"AK(SNR), CA(SNR), CO(SNR), ID(SNR), MT(S4), NV(SNR), OR(SNR), UT(SNR), WA(SNR), WY(S3)","AB(S3S5), BC(S5), MB(S1), NT(SNR), ON(S2?), SK(SNR), YT(S4)"
Kalmia microphylla var. microphylla,Kalmia microphylla var. microphylla,Kalmia microphylla,NA,N,Y,Y,Y,T5,N4,,5,5,2,0,2,0,0,0,0,0,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Mountain-laurel,,Kalmia,var.,microphylla,Kalmia microphylla var. microphylla,,,,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA,,,,,,,,,,,"AK(SNR), CA(SNR), CO(SNR), ID(SNR), MT(SNR), NV(SNR), OR(SNR), UT(SNR), WA(SNR), WY(S3)","AB(SNR), BC(S5), MB(S1), NT(SNR), ON(S2?), SK(SNR), YT(SNR)"
Kalmia microphylla var. occidentalis,Kalmia microphylla var. occidentalis,Kalmia microphylla,NA,N,Y,Y,Y,TNR,N5,,5,5,2,0,2,0,0,0,0,0,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Mountain-laurel,,Kalmia,var.,occidentalis,Kalmia microphylla var. occidentalis (Small) Ebinger,,,,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA,,,,,,,,,,,"AK(SNR), OR(SNR), WA(SNR)",BC(S5)
Lactuca tatarica,Lactuca tatarica,Lactuca tatarica,1,Y,Y,Y,N,G5,NNR,,0,0,1,0,1,0,0,0,0,0,GRIN-Global 2021,Kuhnlein and Turner 2020,Lettuce,,Lactuca,NA,NA,Lactuca tatarica (L.) C.A.Mey.,,,wilde lettuce; greens,Y,Food,,NA,Vegetables,,,NA,Tertiary,1C,,,,,,,,,,,"AK(SNA), AZ(SNR), CA(SNR), CO(SNR), IA(S4), ID(SNR), IL(SNA), KS(SNR), LA(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MT(S5), ND(S5), NE(SNR), NM(SNR), NV(SNR), NY(SNR), OH(SNR), OK(SNR), OR(SNR), PA(SNR), SD(SNR), TX(SNR), UT(SNR), WA(SNR), WI(SNR), WY(SNR)","BC(SNR), MB(SNR), NT(SNR), ON(SNR), QC(SNR), SK(SNR)"
Lactuca tatarica subsp. pulchella,Lactuca tatarica subsp. pulchella,Lactuca tatarica,1,Y,Y,Y,Y,NA,NA,,0,0,1,0,1,0,0,0,0,0,GRIN-Global 2021,Kuhnlein and Turner 2020,Lettuce,,Lactuca,subsp.,pulchella,Lactuca tatarica subsp. pulchella (Pursh) Stebbins,,,wilde lettuce; greens,Y,Food,,NA,Vegetables,,,NA,Tertiary,1C,,,,,,,,,,,NA,NA
Larix laricina,Larix laricina,Larix laricina,2,Y,N,,Y,G5,N5,,475,364,114,111,3,193,82,111,111,0,Davidson 1995,,Larch,,Larix,NA,NA,Larix laricina (Du Roi) K.Koch,,,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,2,,,,,,,,,,,"AK(SNR), CT(SNR), IL(S2), IN(S2), MA(SNR), MD(S1), ME(SNR), MI(SNR), MN(SNR), NH(SNR), NJ(S3), NY(S5), OH(S3), PA(S4S5), RI(S1), VT(SNR), WI(SNR), WV(S1)","AB(S5), BC(S5), LB(S5), MB(S5), NB(S5), NF(S5), NS(S5), NT(S5), NU(S4), ON(S5), PE(S5), QC(S5), SK(S5), YT(S5)"
Larix lyallii,Larix lyallii,Larix lyallii,2,Y,N,,Y,G5,N5,,1,1,0,0,0,0,0,0,0,0,Davidson 1995,,Larch,,Larix,NA,NA,Larix lyallii Parl.,,,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,2,,,,,,,,,,,"ID(SNR), MT(S4), WA(SNR)","AB(S4), BC(S5)"
Larix occidentalis,Larix occidentalis,Larix occidentalis,2,Y,Y,,Y,G5,N5,,14,2,15,12,3,14,2,12,12,0,Davidson 1995,Kuhnlein and Turner 2020,Larch,,Larix,NA,NA,Larix occidentalis Nutt.,,,"western larch; gum, inner bark, sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,2,,,,,,,,,,,"ID(SNR), MT(S5), OR(S5), UT(SNA), WA(SNR), WY(SNA)","AB(S2), BC(S5)"
Lathyrus japonicus,Lathyrus japonicus,Lathyrus japonicus,2,Y,Y,,Y,G5,N5,,0,0,9,0,9,0,0,0,0,0,Davidson 1995,Kuhnlein and Turner 2020,Lathyrus,,Lathyrus,NA,NA,Lathyrus japonicus Willd.,,,beach pea; seeds,Y,Food,,NA,Forage and Feed,,,NA,NA,2,,,,,,,,,,,"AK(SNR), CA(S2), CT(SNR), IL(SNR), IN(S1), MA(SNR), ME(SNR), MI(SNR), MN(SNR), NC(SNR), NH(SNR), NJ(SNR), NY(SNR), OH(S2), OR(SNR), PA(S2), RI(SNR), VT(S2), WA(SNR), WI(SNR)","BC(S5), LB(S5), MB(S4), NB(S5), NF(S5), NS(S5), NT(SNR), NU(SU), ON(S4), PE(S5), QC(S5?), YT(S2)"
Lathyrus lanszwertii,Lathyrus lanszwertii,Lathyrus lanszwertii,2,Y,N,Y,N,G4,N2,,0,0,0,0,0,0,0,0,0,0,Davidson 1995,,Lathyrus,,Lathyrus,NA,NA,Lathyrus lanszwertii Kellogg,,,,Y,Food,,NA,Forage and Feed,,,NA,NA,2,,,,,,,,,,,"AZ(SNR), CA(SNR), CO(SNR), ID(SNR), NM(SNR), NV(SNR), OR(SNR), TX(SNR), UT(SNR), WA(SNR), WY(S2)",BC(S2)
Lathyrus lanszwertii var. bijugatus,Lathyrus lanszwertii var. bijugatus,Lathyrus lanszwertii,2,Y,N,Y,Y,G4,N1,,0,0,0,0,0,0,0,0,0,0,Davidson 1995,,Lathyrus,,Lathyrus,var.,bijugatus,Lathyrus lanszwertii var. bijugatus (T.G.White) Broich,,,,Y,Food,,NA,Forage and Feed,,,NA,NA,2,,,,,,,,,,,"CA(SNR), ID(SNR), MT(S2S3), OR(SNR), WA(SNR)",BC(S2)
Lathyrus littoralis,Lathyrus littoralis,Lathyrus littoralis,2,Y,N,,Y,G3,N2,T - Threatened (T) / MecÈe (M),0,0,1,0,1,0,0,0,0,0,Davidson 1995,,Lathyrus,,Lathyrus,NA,NA,Lathyrus littoralis (Nutt.) Endl. ex Walp.,,,,Y,Food,,NA,Forage and Feed,,,NA,NA,2,,,,,,,,,,,"CA(SNR), OR(SNR), WA(SNR)",BC(S2)
Lathyrus nevadensis,Lathyrus nevadensis,Lathyrus nevadensis,2,Y,N,Y,N,G5,N5,,0,0,1,0,1,0,0,0,0,0,Davidson 1995,,Lathyrus,,Lathyrus,NA,NA,Lathyrus nevadensis S.Watson,,,,Y,Food,,NA,Forage and Feed,,,NA,NA,2,,,,,,,,,,,"CA(SNR), ID(SNR), OR(SNR), WA(SNR)",BC(S5)
Lathyrus nevadensis var. nevadensis,Lathyrus nevadensis var. nevadensis,Lathyrus nevadensis,2,Y,N,Y,Y,T5,N5,BC(S5),0,0,1,0,1,0,0,0,0,0,Davidson 1995,,Lathyrus,,Lathyrus,var.,nevadensis,Lathyrus nevadensis var. nevadensis,,,,Y,Food,,NA,Forage and Feed,,,NA,NA,2,,,,,,,,,,,,"CA(SNR), ID(SNR), OR(SNR), WA(SNR)"
Lathyrus palustris,Lathyrus palustris,Lathyrus palustris,2,Y,Y,,Y,G5,N5,,0,0,1,0,1,0,0,0,0,0,Davidson 1995,Kuhnlein and Turner 2020,Lathyrus,,Lathyrus,NA,NA,Lathyrus palustris L.,,,marsh vetchling; seeds,Y,Food,,NA,Forage and Feed,,,NA,NA,2,,,,,,,,,,,"AK(SNR), AL(S1), CA(S2), CT(SNR), DC(SH), DE(SH), GA(S1?), IA(S4), ID(SNR), IL(SNR), IN(SNR), KY(S2), MA(SNR), MD(S1), ME(SNR), MI(SNR), MN(SNR), MO(SNR), NC(S1), ND(SNR), NE(S1S3), NH(SNR), NJ(S2), NY(S4), OH(SNR), OR(SNR), PA(S1), RI(SNR), SD(SNR), TN(S1), TV(SNR), VA(S1), VT(S2), WA(SNR), WI(SNR), WV(S1)","AB(S1), BC(S4S5), LB(S2S4), MB(S5), NB(S5), NF(S4), NS(S5), NU(SU), ON(S5), PE(S5), QC(S5), SK(S5?)"
Lathyrus venosus,Lathyrus venosus,Lathyrus venosus,2,Y,N,,N,G5,N5,,1,0,1,1,0,1,0,1,1,0,Davidson 1995,,Lathyrus,,Lathyrus,NA,NA,Lathyrus venosus Muhl. ex Willd.,,,,Y,Food,,NA,Forage and Feed,,,NA,NA,2,,,,,,,,,,,"AK(SNR), AL(S1), AR(SNR), DC(S1), GA(S3?), GS(PNR), IA(S4), IL(SNR), IN(S1), KY(S2S3), LA(S4), MD(S4), MI(SNR), MN(SNR), MO(SU), NC(S3), ND(SNR), NJ(SX), NM(SNR), NY(S1), OH(S1), OK(SNR), PA(S2), SD(SNR), TN(SNR), TV(SNR), TX(SNR), VA(S4), WI(SNR), WV(S4)","AB(S4), MB(S5), ON(S4), QC(SH), SK(S4)"
Lathyrus venosus var. intonsus,Lathyrus venosus var. intonsus,Lathyrus venosus,2,Y,N,,Y,T5,N5,,1,0,1,1,0,0,0,0,0,0,Davidson 1995,,Lathyrus,,Lathyrus,var.,intonsus,Lathyrus venosus var. intonsus Butters & H.St.John,,,,Y,Food,,NA,Forage and Feed,,,NA,NA,2,,,,,,,,,,,"AK(S1), GS(P3), IL(SNR), MN(SNR)","ON(S4), QC(SNR)"
Leymus cinereus,Leymus cinereus,Leymus cinereus,1,Y,Y,,Y,G5,N5,,2,1,378,1,377,0,0,23,0,23,GRIN-Global 2021,Kuhnlein and Turner 2020,Wheat,,Leymus,NA,NA,Leymus cinereus (Scribn. & Merr.) √Å.L√∂ve,,,wild rye grass; grains,Y,Food,,NA,Cereals and pseudocereals,,,NA,Tertiary,1C,,,,,,,,,,,"AZ(SNR), CA(SNR), CO(SNR), ID(SNR), MN(SNR), MT(S4), NE(SH), NM(SNR), NV(SNR), OR(SNR), UT(SNR), WA(SNR), WY(S4S5)","AB(S3), BC(S5), SK(S2)"
Leymus innovatus,Leymus innovatus,Leymus innovatus,1,Y,N,N,N,G5,N5,,3,0,13,3,10,1,0,1,1,0,GRIN-Global 2021,,Wheat,,Leymus,NA,NA,Leymus innovatus (Beal) Pilg.,,,,Y,Food,,NA,Cereals and pseudocereals,,,NA,Tertiary,1C,,,,,,,,,,,"AK(SNR), MT(S2), SD(SNR), WY(S2)","AB(S5), BC(S5), MB(S5), NT(S5), ON(S4), SK(S4), YT(S5)"
