"","TAXON","Verified","Pasted_NPGS","Pasted.PGRC","PRIMARY_ASSOCIATED_CROP_COMMON_NAME","FINEST_TAXON_RESOLUTION","CWR","WUS","WUS_NOTES","NATIVE","PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1","PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2","SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3","SECONDARY_CROP_OR_WUS_USE_1","TIER","GENEPOOL","CATEGORY","GRAFTSTOCK","ABIOTIC_TRAIT_2","ABIOTIC_TRAIT_3","BIOTIC_TRAIT_1","BIOTIC_TRAIT_2","FERTILITY_TRAIT","AGRONOMIC_TRAIT_1","AGRONOMIC_TRAIT_2","AGRONOMIC_TRAIT_3","PHENOLOGICAL_TRAIT","SOURCE_OF_TAXON","GENEPOOL__GRAFTSTOCK_TRAITS_SOURCE","WUS_SOURCE","GENUS","SPECIES","RANK","INFRASPECIFC"
"280","Festuca rubra subsp. fallax","y","y",NA,"Fescue","Y","Y","N","","N","Food","Ornamentals",NA,"Forage and Feed","Ornamentals","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Festuca","Festuca rubra","subsp.","fallax"
"281","Festuca rubra subsp. pruinosa","y","y",NA,"Fescue","Y","Y","N","","Y","Food","Ornamentals",NA,"Forage and Feed","Ornamentals","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Festuca","Festuca rubra","subsp.","pruinosa"
"282","Festuca rubra subsp. rubra","y","y",NA,"Fescue","Y","Y","N","","N","Food","Ornamentals",NA,"Forage and Feed","Ornamentals","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Festuca","Festuca rubra","subsp.","rubra"
"283","Festuca rubra subsp. secunda","y","y",NA,"Fescue","Y","Y","N","","Y","Food","Ornamentals",NA,"Forage and Feed","Ornamentals","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Festuca","Festuca rubra","subsp.","secunda"
"284","Festuca rubra subsp. vallicola","y","y",NA,"Fescue","Y","Y","N","","Y","Food","Ornamentals",NA,"Forage and Feed","Ornamentals","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Festuca","Festuca rubra","subsp.","vallicola"
"285","Festuca subulata","y","y",NA,"Fescue","Y","Y","N","","Y","Food","Ornamentals",NA,"Forage and Feed","Ornamentals","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Festuca","Festuca subulata",NA,NA
"286","Festuca subuliflora","y","y",NA,"Fescue","Y","Y","N","","Y","Food","Ornamentals",NA,"Forage and Feed","Ornamentals","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Festuca","Festuca subuliflora",NA,NA
"287","Festuca subverticillata","y","y",NA,"Fescue","Y","Y","N","","Y","Food","Ornamentals",NA,"Forage and Feed","Ornamentals","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Festuca","Festuca subverticillata",NA,NA
"288","Festuca viridula","y","y",NA,"Fescue","Y","Y","N","","Y","Food","Ornamentals",NA,"Forage and Feed","Ornamentals","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Festuca","Festuca viridula",NA,NA
"289","Fragaria ×ananassa","y","y",NA,"Strawberry","N","Y","Y","strawberry; fruit","N","Food","",NA,"Fruits","","",NA,1,"Primary","1A","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Fragaria","Fragaria ×ananassa",NA,NA
"290","Fragaria ×ananassa subsp. ananassa","y","y",NA,"Strawberry","Y","Y","Y","strawberry; fruit","N","Food","",NA,"Fruits","","",NA,1,"Primary","1A","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Fragaria","Fragaria ×ananassa","subsp.","ananassa"
"291","Fragaria ×ananassa subsp. cuneifolia","y","y",NA,"Strawberry","Y","Y","Y","strawberry; fruit","N","Food","",NA,"Fruits","","",NA,1,"Primary","1A","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Fragaria","Fragaria ×ananassa","subsp.","cuneifolia"
"292","Fragaria chiloensis","y","y",NA,"Strawberry","N","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,1,"Primary","1A","","","","","","Gene Transfer (F)","Crop Quality (AG)","High Yield (AG)","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Fragaria","Fragaria chiloensis",NA,NA
"293","Fragaria chiloensis subsp. lucida","y","y",NA,"Strawberry","Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,1,"Primary","1A","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Fragaria","Fragaria chiloensis","subsp.","lucida"
"294","Fragaria chiloensis subsp. pacifica","y","y",NA,"Strawberry","Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,1,"Primary","1A","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Fragaria","Fragaria chiloensis","subsp.","pacifica"
"295","Fragaria vesca","y","y",NA,"Strawberry","N","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,1,"Tertiary","1C","","","","Disease Resistance (B)","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Fragaria","Fragaria vesca",NA,NA
"296","Fragaria vesca subsp. americana","y","y",NA,"Strawberry","Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,1,"Tertiary","1C","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Fragaria","Fragaria vesca","subsp.","americana"
"297","Fragaria vesca subsp. bracteata","y","y",NA,"Strawberry","Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,1,"Tertiary","1C","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Fragaria","Fragaria vesca","subsp.","bracteata"
"298","Fragaria vesca subsp. vesca","y","y",NA,"Strawberry","Y","Y","Y","strawberry; fruit","N","Food","",NA,"Fruits","","",NA,1,"Tertiary","1C","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Fragaria","Fragaria vesca","subsp.","vesca"
"299","Fragaria virginiana","y","y",NA,"Strawberry","N","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,1,"Primary","1A","","","","Disease Resistance (B)","","","Crop Quality (AG)","High Yield (AG)","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Fragaria","Fragaria virginiana",NA,NA
"300","Fragaria virginiana subsp. glauca","y","y",NA,"Strawberry","Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,1,"Primary","1A","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Fragaria","Fragaria virginiana","subsp.","glauca"
"301","Fragaria virginiana subsp. platypetala","y","y",NA,"Strawberry","Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,1,"Primary","1A","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Fragaria","Fragaria virginiana","subsp.","platypetala"
"302","Fragaria virginiana subsp. virginiana","y","y",NA,"Strawberry","Y","Y","Y","strawberry; fruit","Y","Food","",NA,"Fruits","","",NA,1,"Primary","1A","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Fragaria","Fragaria virginiana","subsp.","virginiana"
"303","Frangula purshiana","y","y",NA,"Buckthorn","N","N","Y","","Y","Medicinals","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Frangula","Frangula purshiana",NA,NA
"304","Frangula purshiana subsp. purshiana","y","y",NA,"Buckthorn","Y","N","Y","","Y","Medicinals","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Frangula","Frangula purshiana","subsp.","purshiana"
"305","Fraxinus americana","y","y",NA,"Ash","Y","Y","Y","ash; leaves and seeds","Y","Forest Resources","",NA,"Forest Resources","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Fraxinus","Fraxinus americana",NA,NA
"306","Fraxinus nigra","y","y",NA,"Ash","Y","Y","Y","ash; leaves and seeds","Y","Forest Resources","",NA,"Forest Resources","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Fraxinus","Fraxinus nigra",NA,NA
"307","Fraxinus pennsylvanica","y","y",NA,"Ash","Y","Y","Y","ash; inner bark","Y","Forest Resources","",NA,"Forest Resources","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Fraxinus","Fraxinus pennsylvanica",NA,NA
"308","Fraxinus quadrangulata","y","y",NA,"Ash","Y","Y","Y","ash; leaves and seeds","Y","Forest Resources","",NA,"Forest Resources","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Fraxinus","Fraxinus quadrangulata",NA,NA
"309","Fritillaria affinis","y","y",NA,"Fritillaria","N","N","Y","","Y","Food","",NA,"Vegetables","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Fritillaria","Fritillaria affinis",NA,NA
"310","Fritillaria affinis var. affinis","y","y",NA,"Fritillaria","Y","N","Y","","Y","Food","",NA,"Vegetables","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Fritillaria","Fritillaria affinis","var.","affinis"
"311","Fritillaria camschatcensis","y","y",NA,"Fritillaria","Y","N","Y","","Y","Food","",NA,"Vegetables","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Fritillaria","Fritillaria camschatcensis",NA,NA
"312","Fritillaria pudica","y","y",NA,"Fritillaria","Y","N","Y","","Y","Food","",NA,"Vegetables","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Fritillaria","Fritillaria pudica",NA,NA
"313","Gaillardia aristata","y","y",NA,"Blanket-Flower","Y","Y","N","","Y","Ornamentals","",NA,"Ornamentals","","",NA,2,NA,"2","","","","","","","Ornamental Features (AG)","","","","GRIN-Global 2021","GRIN-Global 2021","","Gaillardia","Gaillardia aristata",NA,NA
"314","Gaultheria hispidula","y","y",NA,"Salal berry","Y","N","Y","leaves, leaves as tea","Y","Food","",NA,"Fruits","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Gaultheria","Gaultheria hispidula",NA,NA
"315","Gaultheria humifusa","y","y",NA,"Salal berry","Y","N","Y","fruit, leaves as tea","Y","Food","",NA,"Fruits","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Gaultheria","Gaultheria humifusa",NA,NA
"316","Gaultheria ovatifolia","y","y",NA,"Salal berry","Y","N","Y","fruit","Y","Food","",NA,"Fruits","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Gaultheria","Gaultheria ovatifolia",NA,NA
"317","Gaultheria procumbens","y","y",NA,"Salal berry","Y","N","Y","fruit, shoots","Y","Food","",NA,"Fruits","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Gaultheria","Gaultheria procumbens",NA,NA
"318","Gaultheria shallon","y","y",NA,"Salal berry","Y","N","Y","fruit, shoots","Y","Food","",NA,"Fruits","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Gaultheria","Gaultheria shallon",NA,NA
"319","Gaylussacia baccata","y","y",NA,"Huckleberry","Y","N","Y","huckleberry; fruit","Y","Food","",NA,"Fruits","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Gaylussacia","Gaylussacia baccata",NA,NA
"320","Gaylussacia bigeloviana","y","y",NA,"Huckleberry","Y","N","Y","huckleberry; fruit","Y","Food","",NA,"Fruits","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Gaylussacia","Gaylussacia bigeloviana",NA,NA
"321","Glycyrrhiza lepidota","y","y",NA,"Wild-licorice","Y","N","Y","","Y","Medicinals","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Glycyrrhiza","Glycyrrhiza lepidota",NA,NA
"322","Hamamelis virginiana","y","y",NA,"Witch-Hazel","Y","Y","Y","witch-hazel; leaves dried as tea","Y","Ornamentals","Medicinals",NA,"Ornamentals","Medicinals","",NA,2,"Assume distant","2","Graftstock","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Hamamelis","Hamamelis virginiana",NA,NA
"323","Hedysarum americanum","y","y",NA,"Sainfoin","Y","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Hedysarum","Hedysarum americanum",NA,NA
"324","Hedysarum boreale","y","y",NA,"Sainfoin","N","Y","Y","northern hedysarum","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Hedysarum","Hedysarum boreale",NA,NA
"325","Hedysarum boreale subsp. boreale","y","y",NA,"Sainfoin","Y","Y","Y","northern hedysarum","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Hedysarum","Hedysarum boreale","subsp.","boreale"
"326","Hedysarum boreale subsp. mackenziei","y","y",NA,"Sainfoin","Y","Y","Y","northern hedysarum","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Hedysarum","Hedysarum boreale","subsp.","mackenziei"
"327","Hedysarum occidentale","y","y",NA,"Sainfoin","Y","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Hedysarum","Hedysarum occidentale",NA,NA
"328","Hedysarum sulphurescens","y","y",NA,"Sainfoin","Y","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,2,NA,"2","","","","","","","","","","","Davidson 1995","","","Hedysarum","Hedysarum sulphurescens",NA,NA
"329","Helianthus ×laetiflorus","y","y",NA,"Sunflower","Y","Y","N","","N","Food","",NA,"Oils","Vegetables","",NA,1,"Tertiary","1C","","","","Disease Resistance (B)","Pest Resistance (B)","Cytoplasmic Male Sterility (F)","Crop Quality (AG)","","","","GRIN-Global 2021","GRIN-Global 2021","","Helianthus","Helianthus ×laetiflorus",NA,NA
"330","Helianthus annuus","y","y",NA,"Sunflower","Y","Y","Y","sunflower; seeds","N","Food","",NA,"Oils","Vegetables","",NA,1,"Primary","1A","","","","Disease Resistance (B)","Pest Resistance (B)","Cytoplasmic Male Sterility (F)","Crop Quality (AG)","","","Early Maturity (P)","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Helianthus","Helianthus annuus",NA,NA
"331","Helianthus decapetalus","y","y",NA,"Sunflower","Y","Y","N","","Y","Food","",NA,"Oils","Vegetables","",NA,1,"Tertiary","1C","","","","Disease Resistance (B)","Pest Resistance (B)","Cytoplasmic Male Sterility (F)","","","","","GRIN-Global 2021","GRIN-Global 2021","","Helianthus","Helianthus decapetalus",NA,NA
"332","Helianthus divaricatus","y","y",NA,"Sunflower","Y","Y","N","","Y","Food","","Food","Oils","Vegetables","","Vegetables",1,"Tertiary","1C","","","","Disease Resistance (B)","Pest Resistance (B)","Cytoplasmic Male Sterility (F)","Growth Habit (AG)","","","","GRIN-Global 2021","GRIN-Global 2021","","Helianthus","Helianthus divaricatus",NA,NA
"333","Helianthus giganteus","y","y",NA,"Sunflower","Y","Y","Y","sunflower; seeds","Y","Food","",NA,"Oils","Vegetables","",NA,1,"Tertiary","1C","","","","Disease Resistance (B)","Pest Resistance (B)","Cytoplasmic Male Sterility (F)","Crop Quality (AG)","Growth Habit (AG)","","Early Maturity (P)","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Helianthus","Helianthus giganteus",NA,NA
"334","Helianthus hirsutus","y","y",NA,"Sunflower","Y","Y","N","","N","Food","","Food","Oils","Vegetables","","Oils",1,"Progenitor","1A","","Drought Resistance (AB)","","Disease Resistance (B)","Pest Resistance (B)","Cytoplasmic Male Sterility (F)","Crop Quality (AG)","","","","GRIN-Global 2021","GRIN-Global 2021","","Helianthus","Helianthus hirsutus",NA,NA
"335","Helianthus maximiliani","y","y",NA,"Sunflower","Y","Y","N","","Y","Food","",NA,"Oils","Vegetables","",NA,1,"Tertiary","1C","","","","Disease Resistance (B)","Pest Resistance (B)","Cytoplasmic Male Sterility (F)","","","","","GRIN-Global 2021","GRIN-Global 2021","","Helianthus","Helianthus maximiliani",NA,NA
"336","Helianthus nuttallii","y","y",NA,"Sunflower","N","Y","N","","Y","Food","",NA,"Oils","Vegetables","",NA,1,"Tertiary","1C","","","","Disease Resistance (B)","Pest Resistance (B)","Cytoplasmic Male Sterility (F)","Crop Quality (AG)","","","Early Maturity (P)","GRIN-Global 2021","GRIN-Global 2021","","Helianthus","Helianthus nuttallii",NA,NA
"337","Helianthus nuttallii subsp. rydbergii","y","y",NA,"Sunflower","Y","Y","N","","Y","Food","",NA,"Oils","Vegetables","",NA,1,"Tertiary","1C","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","","Helianthus","Helianthus nuttallii","subsp.","rydbergii"
"338","Helianthus pauciflorus","y","y",NA,"Sunflower","N","Y","N","","Y","Food","",NA,"Oils","Vegetables","",NA,1,"Tertiary","1C","","","","Disease Resistance (B)","Pest Resistance (B)","Cytoplasmic Male Sterility (F)","Crop Quality (AG)","","","","GRIN-Global 2021","GRIN-Global 2021","","Helianthus","Helianthus pauciflorus",NA,NA
"339","Helianthus pauciflorus subsp. pauciflorus","y","y",NA,"Sunflower","Y","Y","N","","Y","Food","",NA,"Oils","Vegetables","",NA,1,"Tertiary","1C","","","","Disease Resistance (B)","","","Crop Quality (AG)","","","Early Maturity (P)","GRIN-Global 2021","GRIN-Global 2021","","Helianthus","Helianthus pauciflorus","subsp.","pauciflorus"
"340","Helianthus pauciflorus subsp. subrhomboideus","y","y",NA,"Sunflower","Y","Y","N","","Y","Food","",NA,"Oils","Vegetables","",NA,1,"Tertiary","1C","","","","","","Cytoplasmic Male Sterility (F)","","","","","GRIN-Global 2021","GRIN-Global 2021","","Helianthus","Helianthus pauciflorus","subsp.","subrhomboideus"
"341","Helianthus petiolaris","y","y",NA,"Sunflower","N","Y","N","","Y","Food","",NA,"Oils","Vegetables","",NA,1,"Secondary","1B","","","","Disease Resistance (B)","Pest Resistance (B)","Cytoplasmic Male Sterility (F)","Crop Quality (AG)","","","","GRIN-Global 2021","GRIN-Global 2021","","Helianthus","Helianthus petiolaris",NA,NA
"342","Helianthus petiolaris subsp. petiolaris","y","y",NA,"Sunflower","Y","Y","N","","Y","Food","",NA,"Oils","Vegetables","",NA,1,"Secondary","1B","","","","Disease Resistance (B)","","","","","","","GRIN-Global 2021","GRIN-Global 2021","","Helianthus","Helianthus petiolaris","subsp.","petiolaris"
"343","Helianthus strumosus","y","y",NA,"Sunflower","Y","Y","N","","Y","Food","","Food","Oils","Vegetables","","Oils",1,"Tertiary","1C","","","","Disease Resistance (B)","Pest Resistance (B)","Cytoplasmic Male Sterility (F)","Crop Quality (AG)","","","","GRIN-Global 2021","GRIN-Global 2021","","Helianthus","Helianthus strumosus",NA,NA
"344","Helianthus tuberosus","y","y",NA,"Sunflower","Y","Y","Y","jerusalem artichoke; tubers","Y","Food","","Food","Oils","Vegetables","","Oils",1,"Progenitor","1A","","Drought Resistance (AB)","","Disease Resistance (B)","Pest Resistance (B)","Cytoplasmic Male Sterility (F)","Crop Quality (AG)","Growth Habit (AG)","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Helianthus","Helianthus tuberosus",NA,NA
"345","Heracleum sphondylium","","",NA,"","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","Heracleum","Heracleum sphondylium",NA,NA
"346","Heracleum sphondylium subsp. montanum","y","y",NA,"Cow-parsnip","Y","N","Y","","Y","Food","",NA,"Oils","Vegetables","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Heracleum","Heracleum sphondylium","subsp.","montanum"
"347","Heuchera chlorantha","y","y",NA,"Heuchera","Y","N","Y","","Y","Medicinals","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Heuchera","Heuchera chlorantha",NA,NA
"348","Holodiscus discolor","y","y",NA,"Oceanspray","N","N","Y","","Y","Medicinals","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Holodiscus","Holodiscus discolor",NA,NA
"349","Holodiscus discolor var. discolor","y","y",NA,"Oceanspray","Y","N","Y","","Y","Medicinals","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Holodiscus","Holodiscus discolor","var.","discolor"
"350","Honckenya peploides","y","y",NA,"Sea-sandwort","N","N","Y","","Y","Food","",NA,"Vegetables","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Honckenya","Honckenya peploides",NA,NA
