PRIMARY_ASSOCIATED_CROP_COMMON_NAME,TAXON,GENUS,SPECIES,RANK,INFRASPECIFIC,ROUNDED_G_RANK,ROUNDED_N_RANK,CURRENT_US_DISTRIBUTION,CURRENT_CA_DISTRIBUTION,COSEWIC_DESC,FINEST_TAXON_RESOLUTION,CWR,WUS,WUS_NOTES,NATIVE,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2,SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3,SECONDARY_CROP_OR_WUS_USE_1,TIER,GENEPOOL,CATEGORY,GRAFTSTOCK,ABIOTIC_TRAIT_2,ABIOTIC_TRAIT_3,BIOTIC_TRAIT_1,BIOTIC_TRAIT_2,FERTILITY_TRAIT,AGRONOMIC_TRAIT_1,AGRONOMIC_TRAIT_2,AGRONOMIC_TRAIT_3,PHENOLOGICAL_TRAIT,SOURCE_OF_TAXON,GENEPOOL__GRAFTSTOCK_TRAITS_SOURCE,WUS_SOURCE
"Apricot, Cherry, Peach, Plum",Prunus virginiana var. demissa,Prunus,Prunus virginiana,var.,demissa,T5,NNR,"AZ(SNR), CA(SNR), DE(SNR), IA(SNR), ID(SNR), IL(SNR), IN(SNR), NE(SNR), NJ(SNR), NM(SNR), NV(SNR), OR(SNR), TX(SNR), WA(SNR)","AB(SNR), BC(SNR)",,Y,Y,Y,"fruit, bark as tea",Y,Food,Ornamentals,Food,Fruits,Ornamentals,Materials,Nuts,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Apricot, Cherry, Peach, Plum",Prunus virginiana var. virginiana,Prunus,Prunus virginiana,var.,virginiana,T5,N5,"CT(SNR), IL(SNR), IN(SNR), KS(SNR), KY(S3S4), MA(SNR), ME(SNR), MO(SNR), NC(S2), ND(SNR), NE(SNR), NH(SNR), NJ(S4), NY(SNR), OH(SNR), RI(SNR), TN(SNR), VT(SNR), WV(S4), WY(SNR)","AB(SNR), BC(SNR), MB(S5), NB(S5), NF(S4), NS(S5), NT(SNR), ON(S5), PE(S5), QC(S5?), SK(S5)",,Y,Y,Y,"fruit, bark as tea",Y,Food,Ornamentals,Food,Fruits,Ornamentals,Materials,Nuts,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Wheat,Pseudoroegneria spicata,Pseudoroegneria,Pseudoroegneria spicata,NA,NA,G5,N5,"AK(SNR), AZ(SNR), CA(SNR), CO(SNR), ID(SNR), MI(SX), MT(S5), ND(SNR), NE(S1), NM(SNR), NV(SNR), OR(SNR), SD(SNR), TX(SNR), UT(SNR), WA(SNR), WY(S5)","AB(S4), BC(S5), SK(S2), YT(S3S4)",,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,
Douglas fir,Pseudotsuga menziesii,Pseudotsuga,Pseudotsuga menziesii,NA,NA,G5,N5,"AZ(SNR), CA(SNR), CO(SNR), ID(SNR), MN(SNA), MT(S5), NM(SNR), NV(SNR), NY(SNR), OR(S5), PA(SNR), TX(SNR), UT(SNR), WA(SNR), WY(S5)","AB(S5), BC(S5)",,N,Y,Y,"needles, sugar, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Douglas fir,Pseudotsuga menziesii var. glauca,Pseudotsuga,Pseudotsuga menziesii,var.,glauca,T5,N5,"AZ(SNR), CO(SNR), ID(SNR), MN(SNR), MT(SNR), NM(SNR), NV(SNR), NY(SNR), OR(SNR), TX(SNR), UT(SNR), WA(SNR), WY(S5)","AB(S5), BC(S5)",,Y,Y,Y,"needles, sugar, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Douglas fir,Pseudotsuga menziesii var. menziesii,Pseudotsuga,Pseudotsuga menziesii,var.,menziesii,T5,N5,"CA(SNR), NV(SNR), OR(SNR), WA(SNR)",BC(S5),,Y,Y,Y,"needles, sugar, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Hop-tree,Ptelea trifoliata,Ptelea,Ptelea trifoliata,NA,NA,NA,NA,NA,NA,,N,Y,N,,Y,Ornamentals,Forest Resources,NA,Ornamentals,Forest Resources,,NA,2,NA,2,,,,,,,,,,,CANADENSYS 2021,,
Hop-tree,Ptelea trifoliata subsp. trifoliata,Ptelea,Ptelea trifoliata,var.,trifoliata,NA,NA,NA,NA,,Y,Y,N,,Y,Ornamentals,Forest Resources,NA,Ornamentals,Forest Resources,,NA,2,NA,2,,,,,,,,,,,CANADENSYS 2021,,
Mountain-mint,Pycnanthemum virginianum,Pycnanthemum,Pycnanthemum virginianum,NA,NA,G5,N4,"AL(S1), AR(S1S2), CT(SNR), DC(SH), DE(S4), GA(S2), IA(S4), IL(SNR), IN(SNR), KS(S1), KY(S4?), MA(SNR), MD(S2), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S1?), ND(S3), NE(SNR), NH(S1), NJ(S4), NY(S4), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SD(SNR), TN(SNR), TV(SNR), VA(S4), VT(SNR), WI(SNR), WV(S4)","NB(S1), ON(S4), QC(S3)",,Y,N,Y,condiment,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA,NA,,,,,,,,,,,GRIN-Global 2021,,Kuhnlein and Turner 2020
Oak,Quercus alba,Quercus,Quercus alba,NA,NA,G5,N5,"AL(SNR), AR(SNR), CT(SNR), DC(S3), DE(S5), FL(SNR), GA(SNR), GS(P5), IA(S4), IL(S5), IN(SNR), KS(SNR), KY(S5), LA(SNR), MA(SNR), MD(SNR), ME(S4), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S5), NE(S1), NH(SNR), NJ(S5), NY(S5), OH(SNR), OK(SNR), PA(S5), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S5), VT(SNR), WI(SNR), WV(S5)","ON(S5), QC(S3)",,Y,Y,Y,acorns,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Oak,Quercus bicolor,Quercus,Quercus bicolor,NA,NA,G5,N4,"AL(SNR), CT(SNR), DC(SNR), DE(S4), IA(S3), IL(S3S4), IN(SNR), KS(S1), KY(S5), MA(SNR), MD(SNR), ME(S1), MI(SNR), MN(S3), MO(SNR), NC(S2), NE(SNR), NH(SNR), NJ(S4), NY(S5), OH(SNR), PA(S5), RI(SNR), SC(S1), TN(SNR), VA(S4), VT(SNR), WI(SNR), WV(S4)","NS(SNA), ON(S4), QC(S2)",,Y,Y,Y,acorns,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Oak,Quercus garryana,Quercus,Quercus garryana,NA,NA,G5,N5,"CA(SNR), OR(SNR), WA(SNR)",BC(S5),,N,Y,Y,acorns,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Oak,Quercus garryana var. garryana,Quercus,Quercus garryana,var.,garryana,T5,N5,"CA(SNR), OR(SNR), WA(SNR)",BC(S5),,Y,Y,Y,acorns,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Oak,Quercus macrocarpa,Quercus,Quercus macrocarpa,NA,NA,G5,N5,"AL(S2), AR(SNR), CT(SU), DC(S1), DE(SNA), IA(S5), IL(S5), IN(SNR), KS(SNR), KY(SNR), LA(S1), MA(S3), MD(S1S2), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(S2), MT(S2), NC(SNR), ND(SNR), NE(SNR), NH(S1), NJ(SNR), NM(SNR), NY(S4), OH(SNR), OK(SNR), PA(S2S4), RI(SNR), SD(S5), TN(SNR), TV(SNR), TX(SNR), VA(S1), VT(SNR), WI(SNR), WV(S4), WY(S2S3)","AB(SU), MB(S5), NB(S2), ON(S5), QC(S4), SK(S5?)",,Y,Y,Y,"acorns, seed meal",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Oak,Quercus muehlenbergii,Quercus,Quercus muehlenbergii,NA,NA,G5,N4,"AL(SNR), AR(SNR), CT(S3), DC(SNR), DE(SU), FL(SNR), GA(SNR), GS(P1), IA(S4), IL(S3S4), IN(SNR), KS(SNR), KY(S5), LA(S3), MA(S2), MD(S4), MI(SNR), MN(SH), MO(SNR), MS(SNR), NC(S2), NE(SNR), NJ(S4), NM(S3?), NY(S4), OH(SNR), OK(SNR), PA(SNR), SC(SNR), TN(SNR), TV(SNR), TX(SNR), VA(S5), VT(S3), WI(S1S2), WV(S5)",ON(S4),,Y,Y,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Oak,Quercus palustris,Quercus,Quercus palustris,NA,NA,G5,N4,"AR(SNR), CT(SNR), DC(SNR), DE(S5), GA(SH), IA(S3), IL(S4S5), IN(SNR), KS(SNR), KY(S5), MA(SNR), MD(SNR), ME(SNA), MI(SNR), MO(SNR), MS(S2?), NC(S2), NE(SNR), NJ(S5), NY(S4), OH(SNR), OK(SNR), PA(S5), RI(SNR), SC(SNR), TN(SNR), TV(SNR), VA(S5), VT(SNA), WI(S1), WV(S5)",ON(S4),,Y,Y,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Oak,Quercus prinoides,Quercus,Quercus prinoides,NA,NA,G5,N2,"AL(SNR), AR(SH), CT(SNR), DC(SX), DE(S1), GA(S2), IA(S3), IL(SNR), IN(S1), KS(SNR), LA(SNR), MA(SNR), MD(S4), ME(SNR), MI(SNR), MN(SNR), MO(S3?), NC(S1), NE(S1), NH(SNR), NJ(S3S4), NY(S5), OK(SNR), PA(S5), RI(S2), TN(SNR), TV(SNR), TX(SNR), VA(S1), VT(S1), WI(SNR), WV(S1)",ON(S2),,Y,Y,Y,acorns,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Oak,Quercus rubra,Quercus,Quercus rubra,NA,NA,G5,N5,"AL(SNR), AR(SNR), CT(SNR), DC(S4), DE(S5), GA(SNR), GS(P5), IA(SNR), IL(S5), IN(SNR), KS(SNR), KY(SNR), LA(S1S3), MA(SNR), MD(SNR), ME(S5), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S5), NE(SNR), NH(SNR), NJ(SNR), NY(S5), OH(SNR), OK(SNR), PA(S5), RI(SNR), SC(SNR), TN(SNR), VA(S5), VT(SNR), WI(SNR), WV(S5)","NB(S5), NS(S5), ON(S5), PE(S4), QC(S5?)",,Y,Y,Y,acorns,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Oak,Quercus velutina,Quercus,Quercus velutina,NA,NA,G5,N4,"AL(SNR), AR(SNR), CT(SNR), DC(SNR), DE(S5), FL(SNR), GA(SNR), GS(P4), IA(S5), IL(S5), IN(SNR), KS(SNR), KY(S5), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S5), NE(SNR), NH(SNR), NJ(S5), NY(S5), OH(SNR), OK(SNR), PA(S5), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S5), VT(SNR), WI(SNR), WV(S5)",ON(S4),,Y,Y,Y,acorns,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Rhodiola,Rhodiola rosea,Rhodiola,Rhodiola rosea,NA,NA,G5,N5,"CT(SNR), ME(S3S4), NC(SH), NJ(SNR), NY(S1), OR(SNR), PA(S1), TV(SNR), UT(SNR), VT(S1)","LB(S4S5), NB(S3), NF(S4S5), NS(S4), NU(SU), QC(S4)",,Y,N,Y,,Y,,Food,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Labrador-tea,Rhododendron columbianum,Rhododendron,Rhododendron columbianum,NA,NA,NA,NA,NA,NA,,Y,N,Y,tea,Y,,Medicinals,NA,Medicinals,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Labrador-tea,Rhododendron groenlandicum,Rhododendron,Rhododendron groenlandicum,NA,NA,G5,N5,"AK(SNR), CT(S2), ID(SNR), MA(SNR), ME(SNR), MI(SNR), MN(SNR), ND(SNR), NH(SNR), NJ(S1), NY(S4S5), OH(SH), OR(SNR), PA(S3), SD(SX), VT(SNR), WA(SNR), WI(SNR)","AB(S5), BC(S5), LB(S5), MB(S5), NB(S5), NF(S5), NS(S5), NT(SNR), NU(SU), ON(S5), PE(S5), QC(S5?), SK(S5), YT(S5)",,Y,N,Y,tea,Y,,Medicinals,NA,Medicinals,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Sumac,Rhus aromatica,Rhus,Rhus aromatica,NA,NA,NA,NA,NA,NA,,N,Y,N,,Y,Ornamentals,Forest Resources,NA,Ornamentals,Forest Resources,,NA,2,NA,2,,,,,,,,,,,CANADENSYS 2021,,
Sumac,Rhus aromatica var. aromatica,Rhus,Rhus aromatica,var.,aromatica,NA,NA,NA,NA,,Y,Y,N,,Y,Ornamentals,Forest Resources,NA,Ornamentals,Forest Resources,,NA,2,NA,2,,,,,,,,,,,CANADENSYS 2021,,
Sumac,Rhus copallinum,Rhus,Rhus copallinum,NA,NA,NA,NA,NA,NA,,N,Y,N,,Y,Ornamentals,Forest Resources,NA,Ornamentals,Forest Resources,,NA,2,NA,2,,,,,,,,,,,CANADENSYS 2021,,
Sumac,Rhus copallinum var. copallinum,Rhus,Rhus copallinum,var.,copallinum,NA,NA,NA,NA,,Y,Y,N,,Y,Ornamentals,Forest Resources,NA,Ornamentals,Forest Resources,,NA,2,NA,2,,,,,,,,,,,CANADENSYS 2021,,
Sumac,Rhus glabra,Rhus,Rhus glabra,NA,NA,NA,NA,NA,NA,,Y,Y,N,,Y,Ornamentals,Forest Resources,NA,Ornamentals,Forest Resources,,NA,2,NA,2,,,,,,,,,,,CANADENSYS 2021,,
Sumac,Rhus typhina,Rhus,Rhus typhina,NA,NA,NA,NA,NA,NA,,Y,Y,N,,Y,Ornamentals,Forest Resources,NA,Ornamentals,Forest Resources,,NA,2,NA,2,,,,,,,,,,,CANADENSYS 2021,,
"Currant, Gooseberry",Ribes acerifolium,Ribes,Ribes acerifolium,NA,NA,NA,NA,NA,NA,,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Assume distant,1C,,,,,,,,,,,CANADENSYS 2021,,
"Currant, Gooseberry",Ribes americanum,Ribes,Ribes americanum,NA,NA,G5,N5,"CO(S2), CT(SNR), DC(SX), DE(SH), IA(S5), IL(SNR), IN(SNR), KY(S2?), MA(S3S4), MD(S1), ME(SNR), MI(SNR), MN(SNR), MO(S1), MT(SNR), ND(SNR), NE(SNR), NH(SNR), NJ(S4), NM(SNR), NY(S5), OH(SNR), PA(SNR), RI(S2), SD(SNR), TN(SX), VA(S1), VT(SNR), WI(SNR), WV(S4), WY(S2)","AB(S4), MB(S5), NB(S4), NS(S1), ON(S5), QC(S3S4), SK(S4)",,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Secondary,1B,,,,Disease Resistance (B),,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes aureum,Ribes,Ribes aureum,NA,NA,G5,N3,"AZ(SNR), CA(SNR), CO(SNR), CT(SNR), GS(PNR), ID(SNR), IL(SNR), IN(SNR), KS(SNR), MA(SNR), MD(SNA), ME(SNA), MI(SNR), MN(SNR), MO(SNR), MT(S4S5), ND(SNR), NE(SNR), NM(SNR), NV(SNR), NY(SNR), OH(SNR), OK(SNR), OR(SNR), PA(SNA), SD(SNR), TN(SNR), TV(SNR), TX(SNR), UT(SNR), VT(SNR), WA(SNR), WI(SNR), WV(SNA), WY(S3)","AB(S3), BC(SNA), ON(SNA), QC(SNA), SK(S3)",,N,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Tertiary,1A,Graftstock,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes aureum var. aureum,Ribes,Ribes aureum,var.,aureum,T4,N3,"AZ(SNR), CA(SNR), CO(SNR), ID(SNR), MT(SNR), NM(SNR), NV(SNR), OR(SNR), SD(SNR), TX(SNR), UT(SNR), WA(SNR), WY(S3)","AB(S3), BC(SNA), ON(SNA), QC(SNA), SK(S3)",,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Tertiary,1A,Graftstock,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes aureum var. villosum,Ribes,Ribes aureum,var.,villosum,T4,NNA,"CO(SNR), CT(SNR), GS(PNA), IA(SU), IL(SNA), IN(SNR), KS(SNR), MA(SNR), MD(SNA), ME(SNA), MI(SNA), MN(SNA), MO(S3), MT(SNR), ND(SNR), NE(SNR), NM(SNR), NY(SNA), OH(SNR), OK(SNR), PA(SNR), SD(SNR), TN(S1), TV(SNR), TX(SNR), VT(SNR), WI(SNR), WV(SNA), WY(S3)","BC(SNA), ON(SNA)",,Y,Y,Y,fruit,N,,Food,NA,Fruits,,,NA,1,Tertiary,1A,Graftstock,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes bracteosum,Ribes,Ribes bracteosum,NA,NA,G5,N5,"AK(SNR), CA(SNR), OR(SNR), WA(SNR)",BC(S5),,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Secondary,1B,,,,,,,Growth Habit (AG),High Yield (AG),,Late Maturity (P),GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes cereum,Ribes,Ribes cereum,NA,NA,G5,N5,"AZ(SNR), CA(SNR), CO(SNR), ID(SNR), MT(S4S5), ND(SNR), NE(SNR), NM(SNR), NV(SNR), OK(SNR), OR(SNR), SD(SNR), UT(SNR), WA(S5), WY(S5)","AB(SU), BC(S5)",,N,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes cereum var. cereum,Ribes,Ribes cereum,var.,cereum,T5,N5,"AZ(SNR), CA(SNR), ID(SNR), MT(SNR), ND(S3), NE(SNR), NM(SNR), NV(SNR), OK(S1), OR(SNR), SD(SNR), UT(SNR), WA(SNR), WY(S5)","AB(SU), BC(S5)",,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes cynosbati,Ribes,Ribes cynosbati,NA,NA,G5,N5,"AL(S1S2), AR(S2S3), CT(SNR), GA(S3), GS(P3P4), IA(S5), IL(SNR), IN(SNR), KY(S4S5), MA(SNR), MD(S3), ME(SNR), MI(SNR), MN(SNR), MO(SNR), NC(S3), ND(S3), NH(SNR), NJ(S1), NY(S5), OH(SNR), OK(S2), PA(SNR), SD(SNR), TN(SNR), TV(SNR), VA(S5), VT(SNR), WI(SNR), WV(S4)","NB(S1), ON(S5), QC(S3S5)",,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Secondary,1B,,,,Disease Resistance (B),,,Crop Quality (AG),Growth Habit (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes divaricatum,Ribes,Ribes divaricatum,NA,NA,G5,N5,"CA(SNR), CO(S2?), OR(SNR), WA(SNR)",BC(S5),,N,Y,Y,"fruit, greens",Y,,Food,NA,Fruits,,,NA,1,Secondary,1A,Graftstock,,,Disease Resistance (B),,,High Yield (AG),,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes divaricatum var. divaricatum,Ribes,Ribes divaricatum,var.,divaricatum,T5,N5,"OR(SNR), WA(SNR)",BC(S5),,Y,Y,Y,"fruit, greens",Y,,Food,NA,Fruits,,,NA,1,Secondary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes hirtellum,Ribes,Ribes hirtellum,NA,NA,G5,N5,"CT(SNR), DE(SH), IA(SU), IL(S1), IN(S3), MA(SNR), ME(SNR), MI(SNR), MN(SNR), ND(SNR), NE(S1), NH(SNR), NJ(S4), NY(S5), OH(SNR), PA(SNR), RI(S1), SD(SNR), VT(SNR), WI(SNR), WV(S1)","AB(S4), LB(S1S2), MB(S4), NB(S5), NF(S3S4), NS(S5), ON(S5), PE(S5), QC(S5?), SK(S4)",,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Progenitor,1A,,,,Disease Resistance (B),,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes hudsonianum,Ribes,Ribes hudsonianum,NA,NA,G5,N5,"AK(SNR), CA(SNR), IA(S1), ID(SNR), MI(SNR), MN(SNR), MT(S4), NV(SNR), OR(SNR), UT(SNR), WA(SNR), WI(S4), WY(S2S3)","AB(S5), BC(S5), MB(S5), NT(SNR), ON(S5), QC(SNR), SK(S4), YT(S5)",,N,Y,Y,northern black currant; fruit,Y,,Food,NA,Fruits,,,NA,1,Secondary,1B,,,,,,,Crop Quality (AG),,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes hudsonianum var. hudsonianum,Ribes,Ribes hudsonianum,var.,hudsonianum,T5,N5,"AK(SNR), IA(SNR), ID(SNR), MN(SNR), WA(SNR)","AB(SU), BC(S5), MB(S5), NT(SNR), ON(S5), QC(S3), SK(SNR), YT(SNR)",,Y,Y,Y,northern black currant; fruit,Y,,Food,NA,Fruits,,,NA,1,Secondary,1B,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes hudsonianum var. petiolare,Ribes,Ribes hudsonianum,var.,petiolare,T5,N5,"CA(S2), ID(SNR), MT(SNR), NV(SNR), OR(SNR), UT(S2), WA(SNR), WY(SNR)","AB(SU), BC(S5)",,Y,Y,Y,northern black currant; fruit,Y,,Food,NA,Fruits,,,NA,1,Secondary,1B,,,,Disease Resistance (B),,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes inerme,Ribes,Ribes inerme,NA,NA,G5,N5,"AZ(SNR), CA(SNR), CO(SNR), ID(SNR), MT(SNR), NM(SNR), NV(SNR), OR(SNR), UT(SNR), WA(SNR), WY(S3)","AB(S2?), BC(S5)",,N,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Secondary,1B,,,,,,,Growth Habit (AG),,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes inerme var. inerme,Ribes,Ribes inerme,var.,inerme,T5,N5,"AZ(SNR), CA(SNR), CO(SNR), ID(SNR), MT(SNR), NM(SNR), NV(SNR), OR(SNR), UT(SNR), WA(SNR), WY(S3)","AB(S2?), BC(S5)",,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Secondary,1B,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes lacustre,Ribes,Ribes lacustre,NA,NA,G5,N5,"AK(SNR), CA(SNR), CO(SNR), CT(SH), ID(SNR), MA(S3), ME(SNR), MI(SNR), MN(SNR), MT(S5), NH(SNR), NJ(SNR), NV(SNR), NY(S4), OR(SNR), PA(S1), RI(SNR), SD(SNR), UT(SNR), VT(SNR), WA(SNR), WI(SNR), WV(S2), WY(S4)","AB(S5), BC(S5), LB(S3S4), MB(S4), NB(S5), NF(S4), NS(S5), NT(SNR), ON(S5), PE(S5), QC(S5?), SK(S4), YT(S4)",,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes laxiflorum,Ribes,Ribes laxiflorum,NA,NA,G5,N5,"AK(SNR), CA(S3), ID(SNR), MT(S2?), OR(S2?), UT(S1), WA(SNR)","AB(S2), BC(S5)",,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes lobbii,Ribes,Ribes lobbii,NA,NA,G4,N5,"CA(SNR), OR(SNR), WA(SNR)",BC(S5),,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes oxyacanthoides,Ribes,Ribes oxyacanthoides,NA,NA,G5,N5,"AK(SNR), ID(SNR), MI(S3), MN(SNR), MT(SNR), ND(SNR), NE(S2S4), NV(SNR), OR(SNR), SD(SNR), UT(SNR), WA(SNR), WI(SNR), WY(S4)","AB(S5), BC(S5), MB(S5), NF(S1), NT(SNR), NU(SU), ON(S5), QC(SNR), SK(S5), YT(S4)",,N,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Progenitor,1A,,,,Disease Resistance (B),,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes oxyacanthoides subsp. cognatum,Ribes,Ribes oxyacanthoides,subsp.,cognatum,T4,N1,BC(S1S2),"ID(SNR), OR(S4), WA(S3)",,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Secondary,1B,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes oxyacanthoides subsp. irriguum,Ribes,Ribes oxyacanthoides,subsp.,irriguum,T4,N3,,"ID(SNR), MT(S3S4), OR(S3), WA(S2), WY(SNR)",,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Secondary,1B,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
